nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
53456 (04.94.301.2),BN053456,Akrasel 17,Verönd,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að steypa verönd við suðvesturhlið einbýlishúss á lóð nr. 17 við Akrasel.  Gjald kr. 11.000
54195 (01.11.980.1),BN054195,Austurbakki 2,"5b - Breytingar á 1. og 6. hæð, mhl 05 og 10",Frestað. Vísað til athugasemda.,"Sótt er um breytingar á erindi BN050486 sem felast í breytingum á grunnmyndum 1. og 6. hæðar, lítilsháttar breytingum á gluggasetningu og breytingu á þakvirki þaksvala í mhl.05, og breytingu á salarhæðum og lítilsháttar breytingu á flóttaleið í bílakjallara, mhl.10, ásamt uppfærslu á rýmisnúmerum í húsi á reit 5B á lóð nr. 2 við Austurbakka.  Stærðarbreyting: -11,6 ferm., +117,2 rúmm.  Gjald kr. 11.000"
54197 (01.43.430.1),BN054197,Álfheimar 74,Innrétta 6. hæð - rannsóknarstofur,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að breyta austurhluta 6. hæðar og innrétta rannsóknarstofur og koma fyrir auka loftræstingu sem kemur út um loftristar í glugga í húsi á lóð nr. 74 við Álfheima.  Bréf frá hönnuði sem lýsir breytingum dags. 8. febrúar  2018 og tölvupóstur dags. 17. janúar 2018.  Gjald kr. 11.000
53934 (01.26.410.4),BN053934,Ármúli 19,Flóttaleið á norðurhlið,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta og bæta flóttaleiðir í byggingunni og koma fyrir flóttastiga  frá millilofti niður á 1. hæð og fellistiga á norðurhlið frá 1. hæð niður á gangstétt á lóð nr. 19 við Ármúla.  Útskrift úr gerðabók embættis afgreiðslufundar skipulagsfulltrúa frá 12. janúar 2018 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 12. janúar 2018.  Gjald kr. 11.000"
54172 (01.18.021.1),BN054172,Bergstaðastræti 12,Breyting á BN051169,Frestað. Vísað til athugasemda.,"Sótt er um breytingu á erindi BN051169 sem felst í því að tveir útveggir í húsi nr. 12B, mhl.03, verða léttbyggðir og léttum innvegg við lyftu er bætt við í húsi nr. 12A, mhl.01, á lóð nr. 12 við Bergstaðastræti.  Gjald kr. 11.000"
53992 (01.19.022.6),BN053992,Bergþórugata 5,Byggja við og ofan á núverandi hús,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja viðbyggingu til vesturs og til austurs, byggja rishæð og innrétta fjórar íbúðir í einbýlishúsi á lóð nr. 5 við Bergþórugötu.  Jafnframt er erindi BN052682 dregið til baka.  Erindi fylgir umsögn burðarvirkishönnuðar dags. 29. janúar 2018.  Stækkun:  254,4 ferm., 625 rúmm.  Stærð eftir stækkun, A-rými:  442 ferm., 1.339,5 rúmm.  B-rými:  45,3 ferm., 122,5 rúmm.  Samtals 487,3 ferm., 1.462 rúmm.  Gjald kr. 11.000"
53222 (01.19.022.5),BN053222,Bergþórugata 7,Breyta í tvær íbúðir,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að breyta íbúð á 1. hæð og kjallara í tvær aðskildar íbúðir, lækka gólfplötu í kjallara, grafa frá suðurhlið og síkka glugga í kjallara ásamt því að breyta innra fyrirkomulagi íbúða í húsi á lóð nr. 7 við Bergþórugötu.  Umsögn burðarvirkishönnuðar dags. 04.07.2017 fylgir erindi ásamt samþykki meðeigenda og aðliggjandi lóðarhafa dags. 10.01.2018.  Gjald kr. 11.000"
54217 (01.22.010.7),BN054217,Borgartún 8-16A (Katrínartún 2),Katrínartún 2 - Breyting á sprinkler texta,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til að breyta erindi BN035574, um er að ræða að felldur er út sjálfvirkur slökkvibúnaður í háf í rými 0402 v/lokaúttektar í Katrínartúni 2 á lóð nr. 8-16A við Borgartún.  Gjald kr. 11.000"
54211 (01.34.450.1),BN054211,Dalbraut 12,Anddyri og skábraut,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja anddyri við norðurinngang mhl. 01 og skábraut við vesturinngang sama mhl. á lóð nr. 12 við Dalbraut.  Stækkun:  10,6 ferm., xx rúmm.  Gjald kr. 11.000"
54192 (04.30.430.4),BN054192,Dragháls 18-26,Breyting á brunatexta og skráningartöflu,Frestað. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi til að breyta erindi BN050004, um er að ræða breytingar á brunatexta og skráningartöflu í atvinnuhúsi á lóð nr. 18-26 við Dragháls.  Gjald kr. 11.000"
54158 (01.71.021.9),BN054158,Drápuhlíð 37,Bílastæði,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að gera tvö bílastæði á baklóð fyrir hús á lóð nr. 37 við Drápuhlíð.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 16. febrúar 2018 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 16. febrúar 2018.  Gjald kr. 11.000
54144 (01.71.300.7),BN054144,Drápuhlíð 38,Breyting á glugga og byggingarefni,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til breyta erindi BN052183 þannig að bílskúr verður byggður úr forsteyptum einingum, hætt er við glugga á suðurhlið og í staðinn er sett rennihurð og hár gluggi á austurhlið bílskúrs á lóð nr. 38 við  Drápuhlíð.  Bréf frá hönnuði um breytingar dags. 30. janúar 2018 fylgir erindi.  Samþykki meðlóðarhafa dags. 12. febrúar 2018 fylgir erindi.  Gjald kr. 11.000"
54071 (01.45.400.1),BN054071,Dugguvogur 6,Reyndarteikningar - breyting á notkun,Frestað. Vísað til athugasemda.,Sótt er um breytingu á notkun ásamt breytingum á brunavörnum auk þess sem gerð er grein fyrir áður gerðum breytingum á innra fyrirkomulagi í húsi á lóð nr. 6 við Dugguvog.  Gjald kr. 11.000
53856 (01.74.500.2),BN053856,Efstaleiti 5,Veitingastaður - fl.2 í mötuneyti,Frestað. Erindi vísað til umsagnar skrifstofu sviðsstjóra.,"Sótt er um leyfi til að starfrækja mötuneyti/veitingastað í flokki II - tegund ?? í húsinu á lóð nr. 5 við Efstaleiti.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 8. desember 2017 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 6. desember 2017.  Einnig er lögð fram umsögn skrifstofu sviðsstjóra dags. 19. febrúar 2018.  Gjald kr. 11.000"
54184 (01.08.710.2),BN054184,"84"">Fiskislóð 71-73","Milligólf, klæðning og viðbygging",Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja milligólf í núverandi byggingu ásamt því að byggja viðbyggingu á tveimur hæðum til vesturs og einni hæð til norðurs og klæða eldri hluta með sömu klæðningu og viðbyggingar í húsi á lóð nr. 71-73 við Fiskislóð.  Stækkun:   Milligólf 39,3 ferm., viðbygging x ferm., x rúmm.  Gjald kr. 11.000"
54162 (04.30.260.1),BN054162,Fossháls 1,Reyndarteikningar v/lokaúttektar,Frestað. Vísað til athugasemda.,Sótt er um breytingu á erindi BN047060 vegna lokaúttektar í húsi á lóð nr. 1 við Fossháls.  Gjald kr. 11.000
54156 (01.82.440.3),BN054156,Garðsendi 3,Stækkun og viðbygging,Synjað. Með vísan til umsagnar skipulagsfulltrúa dags. 16. febrúar 2018.,"Sótt er um leyfi til að byggja viðbyggingu til suðurs og klæða efstu hæð með málmklæðningu í húsi á lóð nr. 3 við Garðsenda.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 16. febrúar 2018 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 16. febrúar 2018.  Stækkun: 72,3 ferm., 300,8 rúmm.  Gjald kr. 11.000"
54214 (01.11.520.3),BN054214,Grandagarður 5,Veitingastaður fl. II F,Frestað. Vísað til athugasemda og málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að innrétta veitingastað í flokki II, teg. F fyrir 80 gesti á fyrstu og annarri hæð og koma fyrir flóttastiga á norðurhlið húss á lóð nr. 5 við Grandagarð   Gjald kr. 11.000"
54131 (01.11.520.4),BN054131,Grandagarður 7,Breytingar - 1.hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta innra skipulagi á 1. og 2. hæð þannig að komið er fyrir nýrri geymslu og ræstingu á 1. hæð og komið  fyrir ræstiskáp og fataskiptaaðstöðu á 2. hæð  í húsi á lóð nr. 7 við Grandagarð.  Gjald kr.11.000
54188 (02.57.860.2),BN054188,Gylfaflöt 14,Dreifistöð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja dreifistöð fyrir raforku á lóð nr. 14 við Gylfaflöt.  Stærð: 17,3 ferm., 65,8 rúmm.  Gjald kr. 11.000"
53933 (01.14.010.1),BN053933,Hafnarstræti 5,Veitingastaður,Synjað. Með vísan til umsagnar skrifsstofu sviðsstjóra dags. 19. febrúar 2018.,Sótt er um leyfi til að skilgreina mötuneyti Landsbankans hf. sem veitingastað í flokki ll - tegund c í húsi á lóð nr. 5 við Hafnarstræti.  Samþykki eigenda fylgir áritað á teikningu.  Meðfylgjandi er umsögn skrifsstofu sviðsstjóra dags. 19. febrúar 2018.  Gjald kr. 11.000
54191 (01.62.960.2),BN054191,Haukahlíð 8,Mhl. 04 og 05 - fjölbýlishús,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja tvö fjögurra og fimm hæða stigahús með 34 íbúðum, mhl. 04 og 05 á lóð nr. 8 við Haukahlíð.  Erindi fylgir brunahönnun frá Mannvit dags. 1. febrúar 2018 og greinargerð um algilda hönnun dags. 7. febrúar 2018.  Gjald kr. 11.000"
54150 (04.32.310.1),BN054150,Hestháls 6-8,"BN052646 - Breyting inni, klæðning, stoðveggur o.fl.",Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áður en framkvæmd hefst skal hafa samráð við Veitur ohf. vegna mögulegra lagna við lóðamörk. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta erindi BN052646 þannig að innra fyrirkomulagi er breytt, breyta klæðningu, stoðveggjum og girðingum  komið fyrir á lóðarmörkum á lóð nr.6-8 við Hestháls.  Samþykki eiganda aðliggjandi lóðar dags. 7.02.2018 fylgir.  Gjald kr. 11.000"
