nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
54742 (01.45.140.1),BN054742,Arkarvogur 2,Fjölbýlishús og bílageymsla,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja 3 - 5 hæða fjölbýlishús, fjórar byggingar, staðsteyptar, einangraðar og klæddar að utan, með 162 íbúðum og bílgeymslu fyrir 162 bíla á lóð nr. 2 við Arkarvog.  Erindi fylgir greinargerð um hljóðvist dags. 21. maí 2018.  Stærð, A-rými:  xx ferm., xx rúmm.  Gjald kr. 11.000"
53722 (01.26.140.2),BN053722,Ármúli 1A,Breytingar 1. og 4.hæð - klæðning,Frestað. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi til að breyta gluggum á 1. hæð, einangra og klæða gafla með málmklæðningu og fjarlægja handrið á þakbrún í húsi á lóð nr. 1A við Ármúla.  Bréf frá hönnuði dags. 16. október 2017 fylgir.  Bréf frá hönnuði þar sem hann breytir umsögn og óskar eftir að hætt við að leggja inn skráningartöflu. dags. 27. mars. 2018.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 5. janúar 2018 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 5. janúar 2018 og umsögn Minjastofnunar dags. 9. janúar 2018.  Gjald kr. 11.000 + 11.000"
54519 (01.18.621.2),BN054519,Baldursgata 30,Breyting á gluggum + ný hurð,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta gluggasetningu á jarðhæð með því að gluggar verða stækkaðir, gluggum lokað, komið fyrir nýjum inngangi og opnanlegum fögum á húsið á lóð nr. 30 við Baldursgötu.  Samþykki frá 11 af 12 eigendum fylgja frá húsfélagsfundi dags. 10. apríl 2018 fylgir. Samþykki frá einum eiganda vantar þar sem hún hefur ekki svarað tölvupósti.   Gjald kr. 11.000"
52047 (01.17.421.4),BN052047,Barónsstígur 18,Gistiíbúðir og breytt innra fyrirkomulag,Frestað. Vísað til athugasemda.,"Sótt er um leyfi fyrir áður gerðum breytingum sem felast í því að stigi milli kjallara og 1. hæðar hefur verið fjarlægður og íbúð breytt í tvær gistiíbúðir í notkunarflokki 4 í húsi á lóð nr. 18 við Barónsstíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 7. apríl 2017 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 7. apríl 2017.   Samþykki meðeiganda dags. 09.04.2017 fylgir erindi.  Gjald kr. 10.100"
53821 (01.13.653.6),BN053821,Brattagata 3A,Jarðhæð - breyta í íbúð,Frestað. Vísað til athugasemda eldvarnareftirlits.,Sótt er um leyfi fyrir áður gerðum breytingum sem felast í því að verslun á jarðhæð hefur verið breytt í íbúð í húsi á lóð nr. 3A við Bröttugötu.  Gjald kr. 11.000
54558 (01.81.400.9),BN054558,Búðagerði 9,"Áður gerð íbúð, þakhæð",Frestað. Vísað til athugasemda og með vísan til umsagnar skipulagsfulltrúa dags. 25. maí 2018.,"Sótt er um leyfi til að gera stálsvalir  á rishæð, breyta innra skipulagi í stigahúsi og fá samþykkta áður gerða íbúð í risi fjölbýlishúss á lóð nr. 9 við Búðagerði.  Erindi fylgir bréf hönnuðar dags. 17. apríl 2018.  Einnig útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 25. maí 2018  ásamt umsögn skipulagsfulltrúa dags. 25. maí 2018.  Gjald kr. 11.000"
54737 (02.29.911.0),BN054737,Dverghamrar 34,Innri breyt. og sérafnotaflötur,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að síkka stofuglugga og breyta í tvöfalda rennihurð og að afmarka sérafnotafleti á lóð nr. 34 við Dverghamra.  Gjald kr. 11.000
53856 (01.74.500.2),BN053856,Efstaleiti 5,Veitingastaður - fl.2 í mötuneyti,Frestað. Ítrekuð beiðni um umsögn frá skrifstofu sviðsstjóra.,"Sótt er um leyfi til að starfrækja mötuneyti/veitingastað í flokki II - tegund c í húsinu á lóð nr. 5 við Efstaleiti.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 8. desember 2017 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 6. desember 2017.  Einnig er lögð fram umsögn skrifstofu sviðsstjóra dags. 19. febrúar 2018.  Gjald kr. 11.000"
54502 (01.74.530.1),BN054502,Efstaleiti 11,Aðskilið byggingarleyfi - mhl. 02,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um aðskilið byggingarleyfi, sjá erindi BN053223, til að byggja mhl. 02 á lóð nr. 11 við Efstaleiti.  Gjald kr. 11.000"
54683 (01.19.430.3),BN054683,Eiríksgata 6,Eldvarnamerkingar,Frestað. Vísað til athugasemda.,Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi ásamt breytingum á eldvarnarmerkingum í húsi á lóð nr. 6 við Eiríksgötu.  Gjald kr. 11.000
