nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
54836 (01.13.650.4),BN054836,Aðalstræti 10,Dyraop í tengigangi,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að gera dyraop milli Aðalstrætis 10 og 16 í gangi neðanjarðar á lóð nr. 10 við Aðalstræti.  Gjald kr. 11.000
54742 (01.45.140.1),BN054742,Arkarvogur 2,Fjölbýlishús og bílageymsla,Frestað. Vísað til athugasemda og með vísan til athugasemda í umsögn skipulagsfulltrúa dags. 15. júní 2018.,"Sótt er um leyfi til að byggja 3 - 5 hæða fjölbýlishús, fjórar byggingar, staðsteyptar, einangraðar og klæddar að utan, með 162 íbúðum og bílgeymslu fyrir 162 bíla á lóð nr. 2 við Arkarvog.  Erindi fylgir greinargerð um hljóðvist dags. 21. maí 2018.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 15. júní 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 15. júní 2018.  Stærð, A-rými:  xx ferm., xx rúmm.  Gjald kr. 11.000"
54709 (01.62.970.2),BN054709,Arnarhlíð 8,Fjölbýlishús,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja þriggja til fimm hæða fjölbýlishús með 157 íbúðum og atvinnuhúsnæði á hluta jarðhæðar ásamt tveggja hæða bílgeymslu á lóð nr. 8 við Arnarhlíð.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 8. júní 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 8. júní 2018.  Stærðir:  A-rými 31.088,1 ferm., 100.702,7 rúmm.  B-rými 1.403,4 ferm., 4.069,9 rúmm.  Bréf arkitekts dags. 05.06.2018 og ódags. fylgja erindi.  Gjald kr. 11.000"
54794 (01.26.120.1),BN054794,Ármúli 3,Breyting á skrifstofurými,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta innra skipulagi skrifstofa á 2. og 3. hæð verslunar- og skrifstofuhúss á lóð nr. 3 við Ármúla.  Gjald kr. 11.000
54735 (01.26.400.5),BN054735,Ármúli 17A,Breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að innrétta förðunarskóla í mhl. 01 á annarri hæð í húsi á lóð nr. 17A við Ármúla.  Gjald kr. 11.000
54834 (01.29.320.3),BN054834,Ármúli 34,Breyta 2. og 3. hæð í gistiheimili05131550,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja brunastiga á austurgafl og innrétta gististað í flokki II, teg. b fyrir 36 gesti á 2. og 3. hæð húss á lóð nr. 34 við Ármúla.  Erindi fylgir umsögn burðarvirkishönnuðar dags. 31. maí 2018, samþykki meðeiganda dags. 7. júní 2018 og brunahönnun dags. 5. júní 2018.  Gjald kr. 11.000"
54831 (01.35.312.1),BN054831,Ásvegur 11,"Ofanábygging, svalir og flr.",Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja hæð ofaná, innrétta íbúð í kjallara, byggja svalir og utanáliggjandi stigahús, skipta húsi í tvær eignir og innrétta geymslur í bílskúr húss á lóð nr. 11 við Ásveg.  Stækkun:  xx ferm.  Stærð eftir stækkun:  216,5 ferm., 448,7 rúmm.  Gjald kr. 11.000"
52687 (01.18.441.0),BN052687,Bergstaðastræti 33B,Viðbygging og breyting í gististað,Frestað. Grenndarkynningu ólokið.,"Sótt er um leyfi til að breyta í gististað í flokki II, teg. g og fyrir áður gerðum breytingum, viðbyggingu og innra skipulagi rishæðar í húsi á lóð nr. 33 B við Bergstaðastræti.  Umsögn Minjastofnun Íslands dags. 2. maí 2017, bréf hönnuðar dags. 8. júní 2018 og bréf hönnuðar dags. 3. maí 2017 fylgja erindi.  Einnig fylgir útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 12. maí 2017 ásamt umsögn skipulagsfulltrúa dags. 12. maí 2017 og útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 18. maí 2018  ásamt umsögn skipulagsfulltrúa dags. 18. maí 2018.  Stækkun: 10,2 ferm., 21,1 rúmm.   Gjald kr. 11.000"
54877 (01.18.440.7),BN054877,Bergstaðastræti 37,Reyndarteikningar,Frestað. Vísað til athugasemda.,Sótt er um leyfi fyrir áður gerðum loftstokkum upp úr þaki húss á lóð nr. 37 við Bergstaðastræti.  Gjald kr. 11.000
54861 (04.63.040.1),BN054861,Blöndubakki 2-4,Breyting á eldhúsi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta innra skipulagi í eldhúsi leikskóla á lóð nr. 2-4 við Blöndubakka.  Gjald kr. 11.000
54837 (01.23.110.1),BN054837,Borgartún 30,Setja upp skilti,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að setja eitt skilti á norður hlið húss á lóð nr. 30 við Borgartún.  Gjald kr. 11.000
