nr,url,heimilisfang,tegund,nidurstada,spurning
34060 (01.35.410.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034060,Austurbrún 31,Nýbygging,"Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta 05-01, 05-02 og 05-03 dags. 22. maí 2006.","Sótt er um leyfi til að byggja hús á einni hæð á baklóð Austurbrúnar 31 Stærðir 64,5 ferm., 219,3 rúmm. Gjald kr. 6.100 + 13.377"
34052 (01.14.050.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034052,Austurstræti 18,br. á glerbyggingu 2.hæð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta stærð og lögun glerbyggingar á 2. hæð á húsinu á lóðinni nr. 18 við Austurstræti. Erindinu fylgir bréf VSI dags. 22. maí 2006 vegna brunahönnunar. Stærðarbreyting: Minnkar um 0,8 ferm., stækkar um 1,2 rúmm. Gjald kr. 6.100 + 73"
34073 (01.81.640.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034073,Bakkagerði 13,viðbygging - lyfta þaki,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja steinsteypta viðbyggingu við suður- og austurhlið einbýlishúss, við vesturhlið bílskúrs, hækka þak yfir hluta íbúðarhúss og hækka þak bílskúrs á lóð nr. 13 við Bakkagerði. Stærð: Viðbygging við einbýlishús samtals 58,1 ferm., xxx rúmm., stækkun bílskúrs 10,1 ferm., 71,3 rúmm. Gjald kr. 6.100 + xxx"
34021 (01.19.022.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034021,Bergþórugata 1,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir breytingum á innra skipulagi neðri hæðar hússins á lóðinni nr. 1 við Bergþórugötu. Gjald kr. 6.100
34048 (01.87.100.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034048,Bústaðavegur 130,"endurnýjað byggingarleyfi, breyting inni",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Leyfið tekur ekki til reksturs spilakassa. Komi til lyktmengunar í nágrenni verður umsækjandi að endurbæta loftræiskerfi á eigin kostnað.,"Sótt er um endurnýjun á byggingarleyfi v/hússins á lóðinni nr. 130 við Bústaðaveg  frá 7. desember 2004, þar sem sótt var um leyfi til þess að breyta fyrirkomulagi og m.a. koma  fyrir tveimur spilakössum og djúpsteikingaraðstöðu á 1. hæð í söluturni (fyrrverandi biðskýli) á lóðinni nr. 130 við Bústaðaveg. Gjald kr. 6.100"
34047 (04.03.520.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034047,Eldshöfði 5,breyting,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til breytinga á innra skipulagi og til að koma fyrir þrem gluggum á norðurhlið hússins á lóðinni nr. 5 við Eldshöfða. Gjald kr. 6.100
34061 (32.47.530.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034061,Esjugrund 58,bílskúr og vindfang,Frestað. Vísað til athugasemda á umsóknarblaði.  Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja og vindfang við gafl og stakstæðan bílskúr við einbýlishúsið á lóðinni nr. 58 við Esjugrund. Samþykki eigenda nr. 60 og 62 dags. 26. maí 2006 fylgir. Stærð: Stærð vindfangs 6,73 ferm., 19,9 rúmm. Stærð bílgeymslu 27,3 ferm 86,27 rúmm. Gjald kr. 6.100 + 6.476"
33919 (01.11.050.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN033919,Eyjarslóð 7,klæða tvær hliðar hússins,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að klæða norður- og austurhliðar atvinnuhússins með báraðri málmklæðningu á lóð nr. 7 við Eyjarslóð. Samþykki meðeigenda dags. 4. maí 2006 fylgir erindinu. Gjald kr. 6.100
34010 (01.08.760.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034010,Fiskislóð 45,"milligólf, br. á innr. og útliti",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að setja milliloft í allt húsið, fjölga eignum úr þrettán í tuttugu og sjö, breyta gluggum og dyraopum, leiðrétta stærðir húss og fjölga bílastæðum á stækkaða lóð nr. 45 við Fiskislóð. Stærð: Atvinnuhús var 1740,1 ferm., verður 2441,6 ferm., og var 10067,3 rúmm., en verður 10183,8 rúmm. Stækkun 701,5 ferm., 116,5 rúmm. Gjald kr. 5.100 + 7.107"
32624 (01.61.960.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN032624,Flugvöllur Flugleiðir,þakhýsi f. loftræsingu,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að byggja tvö tveggja metra há tækjarými fyrir loftræsikerfi ofan á norðausturálmu húss Flugleiða á Reykjavíkurflugvelli.  Samþykki Flugmálastjórnar dags. 19. janúar 2006 fylgir erindinu. Stækkun: 10 ferm., 20 rúmm. Gjald kr. 5.700 + 1.220"
34007 (01.13.650.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034007,Grjótag. 7 og Túng.6,breyting úti,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að koma fyrir loftræstisamstæðu og girðingu, og breyta opnanlegum fögum í gluggum hússins á lóðinni nr. 6 við Túngötu eða 7 við Grjótagötu. Samþykki  eigenda Grjótagötu 5, Aðalstræti 16 dags. 5. maí 2006 fylgir erindinu. Gjald kr. 6.100"
34044 (01.14.010.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034044,Hafnarstræti 7,breytingar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta staðsetningu á stjórnstöð bruna- og öryggiskerfis í húsinu á lóðinni nr. 7 við Hafnarstræti. Gjald kr. 6.100
33908 (02.35.230.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN033908,Hamravík 88,arinn,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að setja upp arinn í stofu með tilheyrandi reykröri upp úr þaki einbýlishússins á lóð nr. 88 við Hamravík. Gjald kr. 6.100
33896 (04.32.300.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN033896,Hestháls 2-4,br. úti og inni,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir þegar gerðum breytingum, glerskáli stækkaður, móttöku breytt, skrifstofa gerð á 2. hæð, sett inn lyfta, dyr færðar á norður-  og austur- hliðum og tengigangur styttur á nýbyggðri viðbyggingu Nóa og Síríus á lóð nr. 2-4 við Hestháls. Jafnframt er erindi 32955 dregið til baka. Umsögn Brunahönnuðar dags. 18. maí 2006 fylgir erindinu. Stærð: Leiðréttar stærðir (matshluti 04) var 1770,5 ferm., verður 1800,2 ferm., eða 29,7 ferm., stækkun, var 13856,7 rúmm., verður 12935,5 rúmm., eða 721,2 rúmm., minnkun. Gjald kr. 6.100"
34015 (01.43.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034015,Holtavegur 23,br.færanleg kennslustofa,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að breyta nýsamþykktri (22. mara 2006) færanlegri kennslustofu ásamt tengigangi við þær tvær sem fyrir eru austan við A-álmu Langholtsskóla á lóð nr. 23 við Holtaveg. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 26. maí 2006 fylgir erindinu. Stærð: Viðbótar færanleg kennslustofa og tengigangur  var 72,5 ferm. veður 78,7 ferm., var 259,5 rúmm. verður 277,8 rúmm., stækkun 6,5 ferm., 18,3 rúmm. Gjald kr. 6.100 + 1.116"
34029 (01.11.140.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034029,Hólmaslóð 4,reyndarteikningar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi fyrir áður gerðum breytingum á húsinu á lóðinni nr. 4 við Hólmaslóð. Gjald kr. 6.100
33498 (01.81.901.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN033498,Hólmgarður 37,hækka þak o.fl.,Frestað. Sýna nýtt samþykki meðeigenda vegna breyttra uppdrátta.,"Sótt er um leyfi til þess að hækka þak með kvist á hvorri þakhlið, byggja léttbyggða anddyrisviðbyggingu við norðurhlið 1. hæðar og litlar svalir við suðurhlið 3. hæðar íbúðarhússins á lóð nr. 37 við Hólmgarð. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 12. maí 2006 fylgir erindinu. Skilyrt samþykki meðeigenda dags. 26. febrúar 2006 fylgir erindinu. Stærð: Stækkun samtals 60,5 ferm., 88,6 rúmm.  Gjald kr. 6.100 + 6.100 + 5.405"
33499 (01.81.901.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN033499,Hólmgarður 39,hækka þak o.fl.,Frestað. Sýna nýtt samþykki meðeigenda vegna breyttra uppdrátta.,"Sótt er um leyfi til þess að hækka þak með kvist á hvorri þakhlið, byggja léttbyggða anddyrisviðbyggingu við norðurhlið 1. hæðar og litlar svalir við suðurhlið 3. hæðar íbúðarhússins á lóð nr. 39 við Hólmgarð. Skilyrt samþykki meðeigenda dags. 26. febrúar 2006 fylgir erindinu. Stærð: Stækkun samtals 60,5 ferm., 88,6 rúmm. Gjald kr. 6.100 + 6.100 + 5.405"
33500 (01.81.820.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN033500,Hólmgarður 6,hækka þak o.fl.,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að hækka þak með kvist á hvorri þakhlið, byggja léttbyggða anddyrisviðbyggingu við norðurhlið  1. hæðar  og litlar svalir við suðurhlið 3. hæðar íbúðarhússins á lóð nr. 6 við Hólmgarð. Samþykki meðeiganda dags. 26. febrúar og skilyrt samþykki eiganda eystri helmings húss dags. 26. febrúar 2006 ásamt nýju samþykki meðeigenda að húsi dags. 25. maí 2006 fylgja erindinu. Stærð: Stækkun samtals 60,5 ferm., 88,6 rúmm. Gjald kr. 6.100  + 6.100 + 5.405"
