nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
55598 (01.11.980.1),BN055598,Austurbakki 2,Tryggvagata 21 - Verslunareining T-05 jarðhæð - GK - mhl.07,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,Sótt er um leyfi til að breyta innra skipulagi og innrétta verslun í rými 0102 í millibyggingu milli T1 og T2 á lóð nr. 2 við Austurbakka.  Gjald kr. 11.000
55970 (01.14.040.6),BN055970,Austurstræti 10A,Breyting inni - 5.hæð BN055273,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að breyta áður samþykktu erindi BN055273 vegna athugasemdar sem kom úr lokaúttektar í húsinu á lóð nr. 10A við Austurstræti.  Gjald kr. 11.200
55969 (01.14.040.7),BN055969,Austurstræti 12,Breyting inni - 4. og 5.hæð,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að breyta áður samþykktu erindi BN055274 vegna athugasemdar sem kom úr lokaúttektar í húsinu á lóð nr. 12 við Austurstræti.  Gjald kr. 11.200
55845 (04.60.350.3),BN055845,Álfab. 12-16/Þönglab.,Lítilsh. breyting á innra skipul 0001/BN053422,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta erindi BN053422 þannig að innra skipulag breytist og sett verður sprinklerkerfi í rými 0001 og 0002 í húsi á lóð nr. 14 við Álfabakka.  Gjald kr. 11.200 + 11.200
55866 (01.18.451.1),BN055866,Baldursgata 13,Lækka gólf í kjallara,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að lækka gólf um 50 cm og breyta innra skipulagi ósamþykktrar íbúðar í kjallara í húsi nr. 13 á lóð við Baldursgötu 13 og Óðinsgötu 25.  Stækkun: 0.0 ferm., 28.3 rúmm.  Erindi fylgir samþykki meðeigenda í húsi nr. 13 við Baldursgötu og Óðinsgötu 25, umsögn Minjastofnunar Íslands dags. 19. mars 2019 og tölvupóstur frá eiganda dags. 08. apríl 2019.  Gjald kr. 11.000"
55920 (02.49.610.1),BN055920,Blikastaðavegur 2-8,Breyting á BN055601,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.","Sótt er um leyfi til að breyta erindi BN055601 þannig að húsi er breytt í stálgrindarhús, klætt lóðréttum yleiningum, bygging hækkar og komið fyrir stiga á húsi á lóð nr. 2-8 við Blikastaðarveg.  Vottun einingar dags. 21. júní 2018 fylgir.  Minnkun:  3,7 ferm.,  Stækkun: 1.306,7 rúmm.   Gjald kr. 11.200"
55880 (01.22.010.7),BN055880,Borgartún 8-16A,S1 - Uppfærsla á teikningum jarðhæðar,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.",Sótt er um leyfi til að breyta erindi BN047928 þannig að brunatexti er uppfærður og stjórnbúnaði vatnsúðakerfis er komið fyrir á jarðhæð á lóð nr. 8-16A við Borgartún.  Gjald kr. 11.200
55803 (01.27.021.6),BN055803,Bólstaðarhlíð 15,"Breyting á kvisti, gluggabreyting, svalir o.fl.","Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verði þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að stækka þakglugga á norðurhlið, breyta kvisti á suðurhlið og útbúa svalir framan við hann á rishæð fjölbýlishúss á lóð nr. 15 við Bólstaðarhlíð.  Erindi fylgir samþykki meðeigenda dags. 8. febrúar 2019.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 5. apríl 2019 fylgir erindi. Erindi var grenndarkynnt fyrir hagsmunaaðilum að Bólstaðarhlíð 13, 14 og 16 frá 6. mars 2019 til og með 3. apríl 2019. Engar athugasemdir bárust.  Gjald kr. 11.200"
56008 (00.01.800.0),BN056008,Brautarholt 1,Stækkun - breyting inni,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til stækkunar og breytinga á innra skipulagi golfskála á lóð nr. 1 við Brautarholt.  Stækkun: 55.0 ferm., 176.0 rúmm.  Stærð: 173.3 ferm., 554.6 rúmm.  Erindi fylgir afrit af gildandi aðalteikningum dags. 8. maí 2012 auk ódagsettrar skýringarmyndar breytinga.  Gjald kr. 11.200"
55557 (01.24.120.5),BN055557,"7"">Brautarholt 8",Breyting á vinnustofu í íbúð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um breytingu á erindi BN054849 vegna lokaúttektar sem felst í færslu á svölum og breytingum á innra fyrirkomulagi íbúðar 0202 í húsi á lóð nr. 8 við Brautarholt.  Gjald: kr. 11.000
