nr,url,heimilisfang,tegund,nidurstada,spurning
41990 (01.26.200.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041990,Ármúli 5,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á reyndarteikningum vegna sameiningar á matshluta 01 og 02  í matshluta 01 á lóð nr. 5 við Ármúla. Stækkun: XX ferm., XX rúmm. Gjald kr. 7.700"
41989 (04.73.110.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041989,Árvað 5,færanlegar kennslustofur,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að koma fyrir útibúi frá leikskólanum Rauðhól í hluta húsnæðis sem hingað til hefur verið notað sem grunnskóli í Norðlingaholti á lóð nr. 3 við Árvað. Gjald kr. 7.700
41538 (01.81.630.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041538,Bakkagerði 14,sólskáli,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að byggja viðbyggingu sem nota á sem garðstofu við einbýlishúsið á lóð nr. 14 við Bakkagerði. Stækkun: 26,5 ferm., 70,0 rúmm.  Gjald kr. 7.700 + 5.390"
42001 (01.18.441.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042001,Bergstaðastræti 27,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykkt á reyndarteikningum af fjölbýlishúsi á lóð nr. 27 við Bergstaðastræti. Erindi BN035522 er jafnframt dregið til baka. Gjald kr. 7.700
41928 (01.85.440.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041928,Bjarmaland 18-24,nr. 20 viðbygging,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að stækka anddyri og breyta innra fyrirkomulagi á einbýlishúsi nr. 20 á lóð nr. 18-24 við Bjarmaland. Jafnframt er áður samþykkt erindi, BN041726 dags. 29. júní 2010 fellt úr gildi en því fylgdi samþykki meðlóðarhafa. Stækkun 6,8 ferm., 19 rúmm. Gjald kr 7.700 + 1.463"
41935 (01.22.100.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041935,Borgartún 20,"innréttingabreytingar, brunastigi",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi fyrir innanhúsbreytingum í mhl. 02 á 1, 3 og 4. hæð þar sem stækkuð eru salerni, komið fyrir salerni fyrir fatlaða, mötuneyti fært af 3. hæð upp á 4. hæð og koma fyrir brunastiga á verslunarhúsnæðinu á lóð nr. 20 við Borgartún. Umsögn burðarvirkishönnuðar dags. 26. ágúst 2010. Gjald kr. 7.700"
41721 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041721,Borgartún 8-16,br. á glerskála,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir breytingum, sem hafa orðið á glerskála á byggingartíma Höfðatúns 2, 4. áfanga á lóð nr. 8-16 við Borgartún. Jafnframt er erindi BN041451 dregið til baka. Meðfylgjandi eru skýringaruppdrættir og bréf arkitekts dags. 22.6.2010 ásamt brunahönnun frá EFLU dags. 6. mars 2007 endurskoðuð 6. júlí 2010. Gjald kr. 7.700"
42007 (00.01.800.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042007,Brautarholt 1 125660,"bílskúr, breyting",Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að byggja bílskúr úr steinsteypu með bárujárnsklæddu timburþaki og breyta þakplötu yfir sólstofu úr steinsteypu í krossviðarklætt sperruþak með ábræddum þakpappa við einbýlishúsið Brautarholt 1, (Staðgreinir 04-00018000, landnúmer 125660) á Kjalarnesi. Jafnframt er erindi BN039851sem fjallar um stakstæðan bílskúr fellt úr gildi. Meðfylgjandi er bréf arkitekts dags. 31.8. 2010 Stærðir stækkun: mhl. 02 íbúð; - 2,4 ferm., 13,1 rúmm. mhl. 03 bílskúr; 32 ferm., 202,5 rúmm. Samtals stækkun mhl. 02 og 03, 29,6 ferm., 215,6 rúmm. Samtals stærðir eftir breytingar: 348,4 ferm., 1.285,5 rúmm. Gjald kr. 7.700 + 16.601"
41639 (01.13.411.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041639,Brekkustígur 4A,viðbygging,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að stækka steinsteypt einbýlishús með því að byggja viðbyggingu og svalir á bakhlið og hækka gafla og byggja ""Mansard"" þak á einbýlishúsið á lóð nr. 4A við Brekkustíg. Meðfylgjandi er bréf umsækjanda dags. 13. júní 2010, bréf sömu til Borgarverkfræðings dags. 2. sept. 1999, ásamt umsögn skipulagsins dags. 4. mars. Einnig lóðaleigusamningur innfærður til þinglýsingar 7.7.2010 ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 3. sept. 2010. Kynning stóð yfir frá 28. júlí 2010 til og með 26. ágúst 2010. Engar athugasemdir bárust. Stærðir fyrir stækkun: 111,1 ferm., 447,2 rúmm. Stækkun:  74,4 ferm., 118,2 rúmm. Stærðir eftir stækkun: 185,8 ferm., 565,4 rúmm. Gjald kr. 7.700 + 7.700 + 9.101"
41912 (04.23.551.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041912,Bröndukvísl 18,stækkun á tengibyggingu,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir stækkun úr léttum timburklæddum útiveggjaeiningum og endurbyggingu tengibyggingar á milli íbúðarhlutans og bílskúrs í einbýlishúsinu á lóð nr. 18 við Bröndukvísl. Sbr. SN100200 dags. 19. júlí 2010 Stækkun: 23,6 ferm., XX rúmm.  Gjald kr. 7.700 + XX"
