nr,url,heimilisfang,tegund,nidurstada,spurning
42313 (05.86.520.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042313,Almannadalur 25-29,nr. 27 hestagerði skipt í 3 hólf br BN036589,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að skipta upp í þrjú hólf loftunargerði fyrir hesthúsið nr. 27 sbr. BN036589 á lóð nr. 25-29 við Almannadal.  Samþykki frá eigendum á teikningu. Gjald kr. 7.700
37850 (01.18.520.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN037850,Baldursgata 3,reyndarteikn v/eignakiptayfirlýsingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykkt á reyndarteikningum vegna eignaskipta, þar sem gerð er grein fyrir óleyfisbyggingu út fyrir lóð, þremur íbúðum í Mhl.01 og tveimur íbúðum í Mhl.02 á lóðinni nr. 3 við Baldursgötu. Málinu fylgja fjögur þinglýst afsöl, a) vegna kjallaraíbúðar næst götu, dags. 20. júlí 1978, b) vegna 2. herbergja íbúðar á baklóð dags. 28. desember 2000, c) vegna 3. herbergja íbúðar á aðalhæð dags. 21. október 1987 og c) vegna íbúðar 02-0101 dags. 1. febrúar 2002. Gjald kr. 7.300 + 7.700"
42374 (01.17.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042374,Bankastræti 2,reyndarteikningar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um samþykki á reyndarteikningum, sem sýna breytt fyrirkomulag innréttinga, sbr. erindi BN037178, í veitingahúsi á lóð nr. 2 við Bankastræti. Gjald kr. 7.700"
42336 (01.21.620.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042336,Borgartún 3,breytingar á 2. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til breytinga innanhúss, innrétta á 1. hæð þrjár einingar og til að innrétta á 2. hæð þrjár einingar í skrifstofuhúsi á lóð nr. 3 við Borgartún. Meðfylgjandi er bréf arkitekts og skýringarteikningar af öllum hæðum ódags. Gjald kr. 7.700"
42394 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042394,Borgartún 8-16,S2 - hótel,Frestað. Milli funda.,"Sótt er um leyfi til að byggja 7-16 hæða hótel, bygging S2 í deiliskipulagi, með 342 herbergjum ásamt 4. áfanga bílakjallara á lóð nr. 8-16 við Borgartún. Stærðir: Kjallari -2, tæknirými 162 ferm., kjallari -1, geymslur 1430,6 ferm., kjallari, geymslur 1.412 ferm., 1. hæð móttaka 1.372 ferm., 2. hæð herbergi 1.426,4 ferm., 3. -7. hæð herbergi 1.232,9 ferm., 8. - 16. hæð herbergi 574,2 ferm., 17. hæð tæknirými 64,4 ferm. Samtals 17.200,1 ferm., 61.740 rúmm. Gjald kr. 7.700 + 4.753.980"
42393 (01.35.100.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042393,Brúnavegur 13,"anddyri stækkað, lyfta",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að stækka aðkomuanddyri á 1. og 2. hæð B álmu og koma þar fyrir lyftu á milli og smávægilegum breytingum innan anddyris í Dvalarheimilinu Hrafnistu á lóð nr. 13 við Brúnaveg. Stækkun: 84.5 ferm., 298,08 rúmm. Gjald kr. 7.700 + 22.952"
42258 (04.64.170.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042258,Depluhólar 9,breytingar á jarðhæð,Frestað. Lagfæra skráningu.,"Sótt er um endurnýjun á byggingarleyfi BN000893 dags. 29.6. 1989 sbr. fyrirspurn. BN036106 dags. 10.7. 2007 sem fjallar um að innrétta þvottahús, geymslu og sjónvarpsherbergi og setja tvo glugga og útihurð á útgrafin kjallararými einbýlishúss á lóð nr. 9 við Depluhóla. Erindi fylgir umsögn burðarvirkishönnuðar dags. 9. september 2010. Stækkun kjallari 103,3 ferm., 248 rúmm. Gjald kr. 7.700 + 7.700"
42372 (01.53.340.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042372,Faxaskjól,farsímaloftnet,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að staðsetja tvö farsímaloftnet og eitt  örbylgjuloftnet efst á skorsteini og tilheyrandi tækni- og varaaflsbúnað í töfluherbergi í skolpdælustöðinni við Faxaskjól. Meðfylgjandi er samþykki fulltrúa OR dags. 29.10. 2010 Gjald kr. 7.700
42389 (02.45.610.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042389,Fossaleynir 1,reyndarteikningar,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um samþykki á reyndarteikningum eftir verklok sbr. samþykkt erindi BN041778 með breytingadagsetningu 1. nóv. 2010 Egilshallarinnar 4. áfanga mhl. 03 á lóð nr. 1 við Fossaleyni. Meðfylgjandi er bréf arkitekts dags. 25.11. 2010 Gjald kr. 7.7000
42375 (01.19.600.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042375,Freyjugata 34,endurnýjun á BN029085 / BN038982,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Áskilin lokaúttekt byggingarfulltrúa.,Sótt erum leyfi til að endurnýja byggingarleyfi BN029085 dags. 12. maí 2004 og sem var endurnýjað BN038982 dags. 21. okt. 2008 sem var um að setja nýjar svalir á suðvesturhlið fjölbýlishúss á lóð nr. 34 við Freyjugötu. Gjald kr. 7.700
