nr,url,heimilisfang,tegund,nidurstada,spurning
41520 (01.14.040.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041520,Austurstræti 12A,breytingar inni,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,Sótt er um leyfi til að breyta innanhúsfyrirkomulagi og innréttingum fyrir veitingastað í flokki III á öllum hæðum í húsi á lóð nr. 12A við Austurstræti. Gjald kr. 7.700
41393 (01.14.050.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041393,Austurstræti 16,leyfi fyrir útiborðum,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Allur frágangur á svæði útiveitinga er á ábyrgð umsækjanda og ber honum að sjá til þess að allt rusl sé þrifið jafnóðum og fjarlægt. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi fyrir 15 borð fyrir 45 gesti á gangstétt við Pósthússtræti fyrir framan veitingastað á 1. hæð í húsi á lóð nr. 16 við Austurstræti. Meðfylgjandi er bréf frá framkvæmda- og eignasviði dags. 19. mars 2010 Gjald kr. 7.700
41522 (01.14.041.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041522,Austurv Thorvaldsenst,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir reyndarteikningum af 3. hæð Landssímahússins við Austurvöll á lóð nr. 6 við Thorvaldsenstræti. Gjald kr. 7.700
41268 (04.60.350.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041268,Álfab. 12-16/Þönglab.,nr. 12 reyndarteikningar br á BN039745,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til breytinga á nýsamþykktu erindi BN039745 sem felast í breyttum eldvarnarkröfum fyrir Bakarameistarann í Mjódd á lóð nr. 12 við Álfabakka. Gjald kr. 7.700
40773 (01.16.230.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040773,Ásvallagata 7,svalir á suðurhlið,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að koma fyrir þrennum svölum á suðurhlið og breyta innra fyrirkomulagi í risi fjölbýlishússins á lóð nr. 7 við Ásvallagötu. Grenndarkynning stóð yfir frá 1. febrúar til og með 1. mars 2010. Erindi fylgir fsp. BN040457 dags. 29. september og fsp. BN039601 dags. 24. mars 2009 ásamt samþykki eiganda kjallaraíbúðar dags. 18. desember 2009 áritað á uppdrátt. Áður gerð stækkun:  20,3 ferm., 40,6 rúmm. Gjald kr. 7.700 + 3.126"
41516 (01.18.530.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041516,Bergstaðastræti 48,endurnýja svalahandrið,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að endurnýja svalahandrið úr stáli og hertu öryggisgleri á svölum fjórðu hæðar fjölbýlishúss á lóð nr. 48 við Bergstaðastræti. Gjald kr. 7.700
41427 (01.18.560.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041427,Bergstaðastræti 54,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta verslunarrými á 1. hæð í íbúð í húsi á lóð nr. 54 við Bergstaðastræti. Erindi fylgir samþykki sumra meðlóðarhafa (vantar einn) áritað á ljósmynd. Gjald kr. 7 700
41511 (01.70.421.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041511,Blönduhlíð 7,breyting úti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að grafa frá kjallaraíbúð, setja hurð úr stofu út í garð og mynda sérafnotaflöt undir svölum, einnig er sótt um að steypa stoðvegg og sorpskýli við gangstétt við hús á lóð nr. 7 við Blönduhlíð. Gjald kr. 7.700"
41458 (01.21.800.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041458,Borgartún 21 - 21A,breytingar inni á 2. og 3. hæð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir breytingum innanhúss á 2. og 3. hæð mhl. 6 og koma fyrir nýjum stiga á milli hæðanna í skrifstofuhúsnæði nr. 21 á lóð nr. 21-21A. Umsögn burðarvirkishönnuðar dags. 10. maí 2010. Minnkun: 8,9 ferm. Gjald kr. 7.700"
41366 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041366,Borgartún 8-16,innrétta veitingastað,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til að innrétta veitingahús í flokki I suðvestanmegin 1. hæðar  turnsins, Höfðatúns 2 á lóðinni nr. 8-16 við Borgartún. Bréf frá eigendum um notkun á sameiginlegri snyrtingu dags. 13. apríl 2010. Gjald kr. 7.700 + 7.700"
41448 (01.35.100.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN041448,Brúnavegur 13,breyting inni 38640,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi fyrir reyndarteikningum á innanhúsbreytingum í G-álmu, þar sem ÚT- ljós er leiðrétt , eldvarnarhurð á 3. hæð færð innar á ganginn og hætt verður við að saga vegg á milli borðstofu og gangs á 1. hæð niður eins og samþykkt var í erindi BN038640 dags. 23. sept. 2008  í húsi Hrafnistu á lóð nr. 13 við Brúnaveg."
