nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
57175 (01.11.980.1),BN057175,Austurbakki 2,Geirsgata 2. mhl.04 - Veitingahús - G1,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að innrétta veitingastað í flokki ll tegund c, með sæti fyrir 30 manns í rými 04-0101, fastanúmer 230-1297, í fjöleignahúsi við Geirsgötu 2, mhl.04, á lóð nr. 2 við Austurbakka.  Erindi fylgir greinargerð um hljóðvistarkröfur gerða af verkfræðistofunni Verkís hf. dags. 16. janúar 2020, undirritað samþykki/umboð eiganda dags. 29. janúar 2020. Afrit af umsókn um rekstrarleyfi dags. 21. janúar 2020 og tækniblað fyrir ísjakaveggi frá framleiðanda og afrit af byggingarlýsingu unnin af PK arkitektum ehf, fyrir reit 1 og 2 Austurhöfn, breyting M dags. 9. apríl 2019.  Gjald kr. 11.200"
57220 (01.26.510.1),BN057220,Ármúli 29/Suðurlandsbraut 32,3. hæð - fótaaðgerðarstofa/ breytingar innanhúss,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til þess að sameina tvær skrifstofur í eina og koma þar fyrir fótaaðgerðarstofu á 3. hæð verslunar- og skrifstofuhúss, mhl.01, Suðurlandsbraut 32 á lóð nr. 29 við Ármúla.  Gjald kr. 11.200"
57208 (01.63.130.5),BN057208,Bjargargata 1,Uppfærðar teikningar á BN051881,Frestað. Vísað til athugasemda.,Sótt er um leyfi til þess að breyta erindi BN051881 þannig að innra  skipulag breytist og brunamerkingar eru lagfærðar vegna öryggisúttektar á 3. hæð húss á lóð nr. 1 við Bjargargötu.  Erindi fylgir bréf frá hönnuði dags. 27. janúar 2020.  Gjald kr. 11.200
57097 (04.30.960.1),BN057097,Bæjarháls 1,Endurnýjun útveggja - breyting í mötuneyti o.fl.,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að endurnýja og breyta útvegg Vesturhúss höfuðstöðva Orkuveitu Reykjavíkur, endurnýjun eininga í mötuneyti og stækkun tæknirýmis á hæð -3 í húsi á lóð nr. 1 við Bæjarháls.  Erindi fylgir minnisblað um brunatæknilega hönnun frá Verkís dags. 19. desember 2019, brunahönnunarskýrsla Eflu dags. 29. janúar 2019, varmatapsútreikningar dags. 17. janúar 2020 og afrit af samþykktum teikningum með yfirliti yfir breytingar.  Breyting á stærðum:  Stækkun í brúttófermetrum: 221,4 ferm.  Minnkun í rúmmáli: -235,4 rúmm.  Heildarstærð húss eftir breytingar: 14.183,5 ferm., 63.990,4 rúmm.  Gjald kr. 11.200"
57243 (01.67.200.1),BN057243,Einarsnes 36,Breyta áður samþykktum uppdráttum sbr. BN048966,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að breyta erindi, BN048966, vegna lokaúttektar þannig að hætt er við að setja sjálfvirkt slökkvikerfi í háf í kaffihúsi í fl. II, í rými 0101, í húsinu á lóð nr. 36 við Einarsnes.   Gjald kr. 11.200"
57155 (01.29.530.5),BN057155,Grensásvegur 8-10,8 - Brunahurð - handlaugar á snyrtingum,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta erindi, BN053958, þannig að brunakröfur breytast og staðsetning handlauga í snyrtingu, í húsi nr. 8 á lóð nr. 8-10 við Grensásveg.  Gjald kr. 11.200"
57127 (02.21.600.4),BN057127,Gufunesvegur 4,4a-d - Breyting á BN056810,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta erindi BN056810 þannig að hönnun lóðar er breytt og hæðarkótar lagfærðir í samræmi við það í húsum á lóð nr. 4a-d við Gufunesveg.  Erindi fylgir umboð dags. 10. janúar 2020.  Gjald kr. 11.200
57186 (01.86.400.1),BN057186,Haðaland 1-7,5 - Breytingar á útihurðum og gluggum erindi BN056756,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til þess að breyta erindi BN056756, sem felst í því að gluggum og hurðum er breytt að hluta ásamt því að teikningum og rýmisnúmerum er breytt til samræmis við verkteikningar einbýlishúss nr. 5, mhl.03, á lóð nr. 1-7 við Haðaland.  Gjald kr. 11.200"
57238 (01.81.830.5),BN057238,Hólmgarður 30,"Ris, kvistur og svalir",Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að hækka ris, byggja kvisti, bæta við svölum til suðurs, síkka glugga á 1. hæð og breyta í hurðir, fjarlægja burðarveggi á 1. og 2. hæð, lyfta gólfi í þvottahúsi sem er sameign og skipta því á milli eignarhluta tvíbýlishúss á lóð nr. 30 við Hólmgarð.  Stækkun: 54.2 fermm., 107.8 rúmm. Nýtingarhlutfall 0.5.  Erindi fylgir þinglýst samþykki meðeigenda dags. 22. nóvember 2019.  Gjald kr. 11.200"
57160 (01.81.900.9),BN057160,Hólmgarður 33,Hækka hús - innrétta ris,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að hækka þak og byggja kvisti til norðurs og suðurs, innrétta íbúðarrými í risi auk þess sem svalir eru settar út frá kvistum sem snúa til suðurs, baðherbergi stækkað og geymslu komið fyrir í stigagangi, á 2. hæð í húsi á lóð nr. 33 við Hólmgarð.  Erindi fylgir samþykki meðeigenda hús nr. 33 dags. 27. janúar 2020 og samþykki eigenda á nr. 33 og 35 dags. 30. janúar 2020.  Stækkun húss er: 109,3 ferm., 36,8 rúmm.  Gjald kr. 11.200"
