nr,url,heimilisfang,tegund,nidurstada,spurning
47437 (01.14.041.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047437,Aðalstræti 7,Endurbætur og viðbygging,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.","Sótt er um leyfi til að endurbæta og byggja við friðuð hús við Aðal- og Vallarstræti skv. deiliskipulagi sem samþykkt var í júlí 2013 fyrir íbúðir og þjónustustarfsemi, framkvæmd þessi er fyrsti hluti uppbyggingar á Landsímareit á lóð nr. 7 við Aðalstræti. Meðfylgjandi er bréf verkfræðings dags. 28. mars 2014, útreikningur á varmatapi dags. 25. mars 2014, greinargerð um stærðarbreytingar dags. 29.apríl 2014, umsögn Minjastofnunar Íslands dags. 5. maí 2014, umsögn Minjasafns Reykjavíkur dags. 24. maí 2014 og greinargerð vegna bílastæða dags. 26. maí 2014 ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 25. apríl 2014 og umsögn skipulagsfulltrúa dags. 25. apríl 2014. Stækkun samtals:  743,8 ferm., 2.374,4 rúmm. Gjald kr. 9.500"
49923 (97.00.305.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049923,Akurholt Í Úlfarsfell 125512,Gistiþjónusta,Frestað. Málinu vísað til skipulagsfulltrúa vegna deiliskipulagsgerðar.,Sótt er um leyfi til að breyta nýtingu Akurholts á lóð nr. 33 við Úlfarsfellsveg. Gjald kr. 9.823
49671 (01.14.050.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049671,Austurstræti 20,Byggja yfir útskot,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að loka útskoti þannig að það verður A- rými á vesturhluta götuhliðar og innrétta þar íssölulúgu sem er sameiginleg með Hressingarskálanum á lóð nr. 20 við Austurstræti . Jákvæð fyrirspurn BN049503 dags. 9. júní 2015 fylgir erindi. Stækkun:  1,8 ferm., 4,5 rúmm.  Gjald kr. 9.823"
49819 (02.92.000.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049819,Árleynir 22,Nýtt anddyri og áður gert,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að byggja anddyri við aðalinngang undir núverandi steypt skyggni og að auki er komið með áður gerðar breytingar af Landbúnaðarskóla Íslands í húsinu á lóð nr. 22 við Árleyni. Stækkun: 12,2 ferm. 36,6 rúmm. Gjald kr. 9.823"
49832 (01.17.130.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049832,Bergstaðastræti 4,Innri breytingar,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.","Sótt er um leyfi til breytinga innanhúss, setja stiga milli 1. hæðar og kjallara og koma fyrir starfsmannaaðstöðu í kjallara húss á lóð nr. 4 við Bergstaðastræti. Jafnframt er erindi BN049633 dregið til baka. Meðfylgjandi er umsögn burðarvirkishönnuðar dags. 26. ágúst 2015. Gjald kr. 9.823"
49705 (01.19.710.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049705,Bergstaðastræti 86,Byggja við bílgeymslu o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja við bílskúr, síkka kjallaraglugga og grafa frá kjallara einbýlishúss á lóð nr. 86 við Bergstaðastræti. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 31. júlí 2015 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 22. júlí 2015.  Stækkun:  xx ferm., xx rúmm. Gjald kr. 9.823"
49912 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049912,Borgartún 8-16A,Nýbygging H2 0g G2,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja 7-9 hæða verslunar- og skrifstofuhús, H2 auk kjallara á þremur hæðum og tengibyggingu G2 á einni hæð sem tengir nýbygginguna við H1 til norðurs á lóð nr. 8-16 við Borgartún. Erindi fylgir brunahönnuraskýrsla frá Eflu dags. í ágúst 2015. Stærð A-rými:  13.418,1 ferm., 52.491,3 rúmm. B-rými:  0 C-rými:  361,1 ferm. Gjald kr. 9.823"
47928 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047928,Borgartún 8-16A,Fjölbýlishús - S1 - Þórunnartún/Bríetartún,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja steinsteypt tólf hæða fjölbýlishús með 80 íbúðum og verslunarrýmum á jarðhæð við Bríetartún, mhl. 09, merkt S1 í deiliskipulagi, á tveggja hæða kjallara sem tengist þegar byggðum bílakjallara á lóð nr. 8-16 við Borgartún. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 10. október 2014 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 9. október 2014. Einnig bréf frá umsækjanda varðandi staðsetningu sorpgeymslu dags. 22. október 2014 og brunahönnun frá Eflu dags. 25. ágúst 2015.  Stærðir:  Kjallari -1, 1.001,6 ferm., kjallari 00, 1.042,2 ferm., 1. hæð 1.092,7 ferm., 2., 4. og 6. hæð 1.091,8 ferm., 3., 5., og 7. hæð, 1.078,9, 8. hæð, 505,6 ferm., 9. og 10. hæð, 495,6 ferm., 11. hæð, 478,3 ferm., 12. hæð 463,9 ferm. og 13. hæð 19,8 ferm. Samtals A-rými:  12.107,4 ferm., 41.244,6 rúmm. B-rými:  522,7 ferm., 1.548,6 rúmm C-rými:  145,7 ferm. Gjald kr. 9.500"
49983 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049983,Borgartún 8-16A,BK6 - takmarkað byggingarleyfi,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.","Sótt er um takmarkað byggingarleyfi fyrir jarðvinnu og aðstöðusköpun fyrir bílakjallara BK6 við Höfðatorg á lóð að Borgartúni 8-16, sjá stofnerindi BN049640 sem samþykkt var 18.08.2015."
49976 (01.24.230.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049976,Brautarholt 10-14,Hótel,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að stækka anddyri, byggja flóttastiga á báða gafla og innrétta gististað í flokki V, teg. hótel með 65 herbergjum í verslunar- og skrifstofuhúsi á lóð nr. 10-14 við Brautarholt. Erindi fylgir brunahönnun frá Verkís dags. í september 2015 og minnisblað um hljóðvist einnig frá Verkís dags. 15. september 2015. Stækkun:  6 ferm., xx rúmm. Gjald kr. 9.823"
