nr,url,heimilisfang,tegund,nidurstada,spurning
48436 (32.16.110.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048436,Arnarholt 221217,Fjölga íbúðum - sorpgerði,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta 14 einstaklingsherbergjum í starfsmannahúsi í sjö íbúðir í mhl. 04, en fyrir eru fjórar íbúðir þannig að byggingin verður fjölbýlishús með 11 íbúðum, mhl. 04, einnig er sótt um að byggja sorpgerði og hjóla- og vagnageymslu, mhl. 10 og mhl. 11, við fjölbýlishúsið  á Arnarholti með landnúmer 221217. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 20. febrúar 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 20. febrúar 2015. Mhl. 11:  xx ferm., xx rúmm. Mhl. 10:  xx ferm., xx rúmm. Gjald kr. 9.500"
49606 (04.66.710.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049606,Austurberg 3,Heilsuræktarstöð - viðbygging,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja viðbyggingu fyrir heilsurækt sunnan við íþróttahús og sundlaug á lóð nr. 3 við Austurberg. Stærð:  1.697,5 ferm., 2.836,8 rúmm. Gjald kr. 9.823"
49495 (01.14.041.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049495,Austurv Thorvaldsenss,Thorvaldsenstræti 2 - Veitingastaður o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til breytinga á innra skipulagi í veitingasal á efri hæð og í tónlistar/dansstað sem báðir verða í flokki III fyrir samtals 400 gesti í húsi á lóð nr. 2 við Thorvaldsenstræti. Meðfylgjandi er brunahönnun Eflu dags. 18. júní 2015. Gjald kr. 9.823
49537 (01.26.200.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049537,Ármúli 5,Hótel,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta húsnæði úr verslun og þjónustu í hótel í flokki II, tegund b, og breyta gluggum að hluta í norðurálmu húss, mhl. 1, á lóð nr. 5 við Ármúla. Meðfylgjandi er fyrirspurn BN047973 sem fékk jákvæða umfjöllun 29. júlí 2015 og samþykki frá tveimur meðeigendum dags. 18. maí 2015. Gjald kr. 9.823"
49720 (01.13.550.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049720,Bárugata 23,Endurnýjun - BN045483,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012.  Skilyrt er að þinglýst verði yfirlýsingu um samruna eigna eigi síðar en við fokheldi.  Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að endurnýja erindi BN045483, þar sem veitt var leyfi til að byggja viðbyggingu við suðausturhlið einbýlishúss á lóð nr. 23 við Bárugötu. Erindið var grenndarkynnt frá 8. febrúar til og með 20. mars 2013. Stækkun:  43,1 ferm., 125 rúmm."
49196 (01.13.521.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049196,Bárugata 34,Bæta við svölum - 2.hæð,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010.  Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja svalir úr stáli timburklætt gólf, handrið verður stálgrind með lóðréttum pílárum á austurgafli 3. hæðar hússins á lóð nr. 34 við Bárugötu. Grenndarkynning fór fram 1. til 29. júní 2015. Engar athugasemdir bárust. Erindi fylgir útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa dags. 17. apríl 2015, umsögn skipulagsfulltrúa dags. 17. apríl 2015, útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 29. apríl 2015, samþykki meðeigenda  dags. 1. apríl 2015 og  jákvæð fyrirspurn BN047536. Einnig útskrift úr gerðabók embætti skipulagsfulltrúa dags. 3. júlí 2015.  Gjald kr. 9.823"
49705 (01.19.710.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049705,Bergstaðastræti 86,Byggja við bílgeymslu o.fl.,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja við bílskúr, síkka kjallaraglugga og grafa frá kjallara einbýlishúss á lóð nr. 86 við Bergstaðastræti. Stækkun:  xx ferm., xx rúmm. Gjald kr. 9.823"
49677 (01.21.810.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049677,Borgartún 25,"Fjölgun bílastæða, slá, sorp",Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta fyrirkomulagi sorps og bílastæða og til að koma fyrir aðgangsstýringu að hluta þeirra við verslunar- og skrifstofuhús á lóð nr. 25 við Borgartún. Gjald kr. 9.823
49693 (01.23.110.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049693,Borgartún 30,Breyta innra skipulagi,Frestað. Vísað til athugasemda heilbrigðiseftirlits á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi  í rými 0101 og 0201 í verslunar- og skrifstofuhúsi á lóð nr. 30 við Borgartún. Gjald kr. 9.823
49711 (01.18.311.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049711,Bókhlöðustígur 6A,Breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðum breytingum, búið er að innrétta bað og eldhús á allar hæðir einbýlishúss á lóð nr. 6A við Bókhlöðustíg. Gjald kr. 9.823"
49676 (01.24.120.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049676,"6"">Brautarholt 4-4A",Hringstigi - suðurhlið,Frestað. Vísað til athugasemda eldvarnaeftirlits.,Sótt er um leyfi til að koma fyrir hringstiga á bakhlið verslunar- og skrifstofuhúss á lóð nr. 4A við Brautarholt. Erindi fylgir samþykki meðeigenda á lóð dags. í janúar 2015. Gjald kr. 9.823
49453 (01.73.750.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049453,Bústaðavegur 7,Kæliraftur og dísel varaflstöð,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að setja upp tæknibúnað, sem felst í kælirafti og dísel varaaflsstöð með tengingu inn í hús, ásamt hljóðvarnar- og skjólgirðingu kring um hann, sbr. samþykkt stöðuleyfi BN049376, austan við hús Veðurstofunnar á lóð nr. 7. við Bústaðaveg. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 10. júlí 2015 fylgir erindinu og samþykkt með vísan til viðauka um embættisafgreiðslur skipulagsfulltrúa við samþykkt um stjórn Reykjavíkurborgar. Meðfylgjandi er bréf arkitekts dags. 19. maí 2015 Gjald kr. 9.823"
49662 (04.30.960.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN049662,Bæjarháls 1,Breytingar á norðurhúsi,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt og lagfæra skráningartöflu.,"Sótt er um leyfi til að útbúa geymslu vestan við mhl. 08 og gerð er grein fyrir endurnýjun á inntaks- og  útsogsventlum á þaki mhl. 03 á lóð nr. 1 við Bæjarháls. Stækkun:  78,2 ferm., xx rúmm. Gjald kr. 9.823"
