nr,url,heimilisfang,tegund,nidurstada,spurning
36692 (02.42.230.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN036692,Bakkastaðir 2,vindfang,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til að byggja óupphitað vindfang úr steinsteypu og gleri við aðalinngang Korpuskóla í Staðarhverfi á lóð nr. 2 við Bakkastaði.   Stærð: 13,2 ferm., 37 rúmm. Gjald kr. 6.800 + 2.516"
34315 (01.17.432.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN034315,Barónsstígur 19,lyfta þaki,Frestað. Skipulagsferli ólokið.,"Sótt er um að lyfta vesturhlið þaks fram á veggbrún við götu á húsinu nr. 19 við Barónsstíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 4. ágúst 2006 og umsögn skipulagsfulltrúa dags. 3. ágúst 2006 fylgja erindinu. Stærðir: 9,4 ferm., 16,9 rúmm. Gjald kr. 6.800 + 1.149"
36553 (01.18.020.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN036553,Bergstaðastræti 10,br innra skipulagi,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra skipulagi íbúðar- og atvinnuhússins á lóðinni nr. 10 við Bergstaðastræti. Jafnframt er erindi BN036219 dregið til baka Málinu fylgir eignaskiptasamningur dags. 21. apríl 1997, afsal fyrir neðri hæð dags. 27. mars 2007 og afsal fyrir efri hæð dags. 13. ágúst 1997. Gjald kr. 6.800"
36706 (04.06.510.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN036706,Bíldshöfði 20,loftnetabúnaður,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir GSM loftnetsbúnaði á þakbrún á suð-vesturhorni atvinnuhússins ásamt tilheyrandi tækniskáp í tæknirými 5. hæðar hússins á lóðinni nr. 20 við Bíldshöfða. Gjald kr. 6.800
36193 (01.22.000.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN036193,Borgartún 6,br. kjallara í eldh. og veitingas.,Frestað. Vísað til athugasemda eldvarnaeftirlits.,"Sótt er um leyfi til að breyta kjallara í veislusal, eldhús með tilheyrandi starfsmanna- og vinnuaðstöðu, ásamt snyrtingum og geymslum í húsi á lóðinni nr. 6 við Borgartún. Gjald kr. 6.800"
36659 (01.24.220.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN036659,Brautarholt 20,viðb. + innri br.,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til að breyta innra fyrirkomulagi 1. og 2. hæðar úr veitingahúsi í líkamsræktarstöð og byggja nýtt anddyri á austurhlið hússins á lóðinni nr. 20 við Brautarholt. Jafnframt er erindi BN034915 dregið til baka. Stærð: Stækkun 28,5 ferm., 96,9 rúmm. Gjald kr. 6.800 + 6.589"
36729 (04.79.160.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN036729,Búðavað 14-16,takmarkað byggingarleyfi,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi.  Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Ofanritaður sækir um takmarkað byggingarleyfi fyrir greftri, fyllingu, aðstöðugerð og undirstöðum á lóðinni nr. 14-16 við Búðavað."
36714 (04.79.180.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN036714,Búðavað 9-11,parhús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja tveggja hæða steinsteypt parhús með innbyggðri bílgeymslu á lóðinni nr. 9-11 við Búðavað. Stærð Búðavað 9-11:  1. hæð íbúðir 257 ferm.  2. hæð íbúðir 171,6 ferm., bílgeymslur 71 ferm. Samtals 499,6 ferm., 1.901,8 rúmm. Gjald kr. 6.800 + 129.322"
36689 (01.34.450.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN036689,Dalbraut 12,br. á björgunaropum,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta björgunaropum á áður samþykktri viðbyggingu BN034104 dags. 11. apríl 2007, við göngudeild Landsspítala Háskólaskjúkrahúss á lóðinni nr. 12 við Dalbraut. Erindinu fylgir brunahönnun dags. 14. ágúst 2007. Gjald kr. 6.800"
36696 (01.67.301.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN036696,Einarsnes 64A,Bílskúr,Frestað. Skipulagsferli ólokið.,"Sótt er um leyfi til að byggja bílskúr á lóð einbýlishússins á lóðinni nr. 64 við Einarsnes. Stærð: 49,5 ferm., 163,3 rúmm. Gjald kr. 6.800 + 11.104"
