nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
29057 (01.28.310.1),BN029057,Álftamýri 79,gervigrasvöllur við Álftamýraskóla,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að koma fyrir 42 x 22 m upphituðum gervigrasvelli á lóð Álftamýrarskóla nr. 79 við Álftamýri. Við báða enda vallarins verði 3 m há timburgirðing, en 1,2 m há við hliðar hans. Jafnframt verði komið fyrir tveimur staurum norðan vallar vegna flóðlýsingar.   Gjald. kr. 5.400"
29269 (01.26.130.4),BN029269,Ármúli 1,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja sjö hæða viðbyggingu úr steinsteypu og gleri að norðausturhlið atvinnuhússins á lóð nr. 1 við Ármúla.  Stærð: Viðbygging 1. hæð 26,9 ferm., 2. hæð 117,4 ferm., 3.-6. hæð 327,6 ferm. hver hæð, 7. hæð 248,6 ferm., samtals 1703,3 ferm., 5794,7 rúmm.  Gjald kr. 5.400 + xxx"
29375 (01.26.500.1 04),BN029375,Ármúli 27,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra skipulagi 1. hæðar matshluta 04 og 05 á lóð nr. 27 við Ármúla.  Gjald kr. 5.400
28305 (01.26.520.1 01),BN028305,Ármúli 31,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta lítillega innra fyrirkomulagi í kjallara og á fyrstu hæð og koma fyrir rýmingarleið á austurgafli hússins nr. 31 við Ármúla sem er matshluti 01 á lóðinni nr. 34 við Suðurlandsbraut.  Gjald kr. 5.100
29256 (01.70.201.2),BN029256,Barmahlíð 13,íbúð kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðri kjallaraíbúð í húsinu á lóðinni nr. 13 við Barmahlíð.   Jafnframt er sótt samþykki fyrir áður gerðum inngangi að þvottahúsi í kjallara á norðurhlið hússins.  Skoðunarskýrsla byggingarfulltrúa dags. 16. nóvember 2001 og endurskoðuð 27. apríl 2004 fylgir erindinu. Virðingargjörð dags. 20. desember 1956 fylgir erindinu.  Gjald kr. 5.400
29364 (01.18.222.4),BN029364,Bjarnarstígur 3,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði. Sækja þarf um breytingu á lóðarmörkum lóðanna nr. 3 og 5 við Bjarnarstíg.,"Sótt er um leyfi fyrir einnar hæðar viðbyggingu austan og norðan við húsið nr. 3 við Bjarnarstíg. Viðbygging verði byggð úr steinsteypu að hluta og timbri og gleri að hluta, einangruð að innan og klædd með timbri að utan í samræmi við eldri hluta hússins. Viðbygging verði að hluta á næstu lóð (nr. 5 við Bjarnarstíg).  Stækkun: xx  Gjald kr. 5.400 + xx"
29328,BN029328,Bolholt 6,nr. 6 br. á 4. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta lítilega innra skipulagi gistiheimilis á 4. hæð fjöleignarhússins nr. 6 á lóð nr. 6-8 við Bolholt.  Gjald kr. 5.400
29310 (01.21.800.1),BN029310,Borgartún 21 - 21A,21A - sólpallur,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin tekur ekki til veitingaleyfis.,Sótt er um leyfi til þess að koma fyrir sólpalli úr timbri við suðurenda hússins nr. 21A á lóðinni nr. 21-21A við Borgartún.  Samþykki f.h. eigenda dags. 23. apríl 2004 fylgir erindinu.  Gjald kr. 5.400
29308 (01.23.200.2),BN029308,Borgartún 34,nýtt anddyri,Frestað. Vísað til athugasemda á umsóknarblaði og til bókunar skipulagsfulltrúa um að umsækjandi láti vinna á eigin kostnað breytingu á deiliskipulagi.,"Sótt er um leyfi til að gera fordyrisbyggingu úr áli og gleri undir skyggni við núverandi inngang austanvert í húsið nr. 34 við Borgartún.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 7. maí 2004 og umsögn skipulagsfulltrúa dags. 6. maí 2004 fylgja erindinu.  Stærð: 9,6 ferm. og 28,8 rúmm.  Gjald kr. 5.400 + 1.555"
29000 (01.21.630.5),BN029000,Borgartún 7,br á búnaði við lyftu,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta fyrirkomulagi hurða og afmörkun brunahólfs við lyftu  í norðurhluta hússins nr. 7 við Borgartún.   Bréf Vinnueftirlits ríkisins dags. 2. apríl 2004 fylgir erindinu.  Gjald kr. 5.400
