nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
29899 (01.17.000.6),BN029899,Bankastræti 7A,"veitingaaðstaða, úti",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að koma fyrir sjö borðum með tuttugu og átta stólum til veitingarekstrar á gangstétt við lóðina nr. 7A við Bankastræti. Búnaðurinn verði í umsjón og á ábyrgð veitingastaðarins í húsinu nr. 7A við Bankastræti (Kaffi Sólon).  Erindinu fylgir umsögn gatnamálastjóra dags. 28. júní 2004.  Gjald kr. 5.400
29893 (01.19.700.1),BN029893,Bergstaðastræti 60,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er leyfi fyrir breytingum á innra skipulag á öllum hæðum vegna eignaskiptasamnings á lóð nr. 60 við Bergstaðastræti.  Gjald kr. 5.400
29961 (01.25.120.3),BN029961,Bolholt 6-8,fjarlægja texta,Frestað. Vísað til athugasemda eldvarnaeftirlits.,Sótt er um leyfi til þess að fella niður texta um brunaviðvörunarkerfi á teikningu af annarri hæð hússins nr. 8 og þriðju hæð hússins nr. 6 á lóðinni nr. 6-8 við Bolholt.  Gjald kr. 5.400
29902 (01.25.120.3),BN029902,Bolholt 6-8,nr. 6 breytingar 03.01,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta herbergjaskipan á 3. hæð í eignarhluta 0301 á lóð nr. 6-8 við Bolholt.  Gjald kr. 5.400
29872 (01.21.810.1),BN029872,Borgartún 25,"Eignaskipting, 8. h og kj.",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að skipta 8. hæð í tvær eignir og breyta eignaskiptingu geymslna í kjallara atvinnuhússins á lóð nr. 25 við Borgartún.  Gjald kr. 5.400
29676 (01.21.810.3),BN029676,Borgartún 29,fjölga um eina eign (kj. og 1. h),Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að skipta eign 0103 á 1. hæð og í kjallara í tvær eignir þannig að eining 0002 verði sjálfstæð eign í atvinnuhúsinu á lóð nr. 29 við Borgartún.  Samþykki meðeigenda dags. 8. júlí og tölvubréf hönnuðar dags 18. júní 2004 fylgja erindinu.  Gjald kr. 5.400
29628 (00.00.000.0 09),BN029628,Bæjarháls 1,tengigangur kj.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um að ljúka við gerð tengigangs í kjallara (hæð -3) höfuðstöðva OR og tengja hann við norðurhús á lóð nr. 1 við Bæjarháls.  Samþykki meðlóðarhafa (á afstöðumynd) fylgir erindinu.  Stærð: Stækkun tengigangs 293,5 ferm., 2856,6 rúmm.  Gjald kr. 5.400 + 154.256"
29627 (00.00.000.0 09),BN029627,Bæjarháls 1,"endurskipul. skemmu, milliloft",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra skipulagi norðurhúss (áður Réttarháls 4), koma fyrir nýjum steyptum stiga milli 1. og 3. hæðar ásamt fólks- og vörulyftu, rífa núverandi millipall við norðurhlið og byggja nýjan millipall milli skrifstofu- og verkstæðishluta framkvæmdasviðs OR, breyta lítillega útliti og steypa stoðvegg frá norðurhúsi að og meðfram hluta vesturlóðamarka ásamt útigeymslu á lóð nr. 1 við Bitruháls.  Brunahönnun VSI dags. 31. maí 2004, útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 9. júlí 2004, samþykki meðlóðarhafa og nágranna (á teikningu) og bréf hönnuðar dags. 23. ágúst 2004 fylgja erindinu.  Stærð: Hús var 5451.6 ferm. verður 5846,8 ferm., var 33942.2 rúmm. verður 35871,9 rúmm.  Útigeymsla (B-rými) 77,5 ferm., 251,9 rúmm.  Gjald kr. 5.400 + 5.400 + 117.807"
29986,BN029986,Giljaland 2-32 1-35,14-35 - klæðning bílskúra,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að klæða utan með álplötum austurgafl og hluta suðurhliðar bílskúralengju á lóðinni nr. 1-35 og 2-32 við Giljaland.  Ástandsskoðun dags. í ágúst 2004 fylgir erindinu.  Samþykki eigenda dags. 19. ágúst 2004 fylgir erindinu.  Gjald kr. 5.400
29935 (01.52.160.3),BN029935,Grandavegur 39,Áður gerðar breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir áður gerðum breytingum á öllum hæðum hússins nr. 39 á lóðinni nr. 39 við Grandaveg. Íbúðafjöldi er óbreyttur og gerð er grein fyrir fyrirkomulagi á þriðju hæð (þakhæð) hússins.  Samþykki eigenda fylgir áritað á teikningu.  Gjald kr. 5.400
