nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
34722 (01.84.120.2),BN034722,Aðalland 13-15,viðbygging á suðurhlið hússins nr. 13,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að byggja við suðurhlið parhússins nr. 13 á lóðinni nr. 13-15 við Aðalland.  Samþykki meðlóðarhafa dags. 10. júlí 2006 fylgir erindinu.  Stærð:  Stækkun 17,2 ferm., 54,2 rúmm.  Gjald kr. 6.100 + 3.306"
34655 (01.83.710.3),BN034655,Austurgerði 6,lagfæring á skráningu,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir áður gerðum breytingum á kjallara og útliti til norðurs og suðurs ásamt lagfæringu á skráningu í húsi á lóð nr. 6 við Austurgerði.  Stærðir: stækkun 68,5 ferm. og 158,6 rúmm.  Gjald 6.100 + 9.565"
34721 (01.14.021.3),BN034721,Austurstræti 3,br. í veitingast. og íb.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að innrétta veitingahús í kjallara og á fyrstu hæð og íbúðir á annarri og þriðju hæð fjöleignahússins á lóðinni nr. 3 við Austurstræti.  Breytingarnar fela m. a. í sér dýpkun á kjallara, og endurísetningu á fjórum gluggum í götuhlið kjallara. Jafnframt eru erindi BN033883 og BN034448 dregin til baka.  Málinu fylgir umsögn Húsafriðunarnefndar dags. 28. febrúar 2006, umsögn Borgarminjavarðar dags. 8. maí 2006 og umsögn burðarvirkishönnuðar dags. 27. júlí 2006.  Einnig fylgir samþ. meðeiganda á teikningu dags. 29. september 2006.  Stækkun: 155,2 rúmm.  Gjald kr. 6.100 + 9.467"
34639 (04.05.560.1),BN034639,Bíldshöfði 3,áður gerður söluskáli,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir bílasöluhúsi sem samþykkt var til bráðabirgða með niðurrifskvöð 1993 á lóð nr. 3 við Bíldshöfða.  Stærð: Áður gerður söluskáli 43,6 ferm., 136 rúmm.  Gjald kr. 6.100"
34405 (01.35.100.1),BN034405,Brúnavegur Hrafnista,viðbygg. v.Laugarásbíó,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skila skal vottun eininga fyrir úttekt á botnplötu. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að rífa hluta Laugarásbíós (snyrtingar) og byggja nýjan bíósal austan við núverandi bíó úr steinsteypu einangrað að utan og klætt með steinflísum og álplötum á lóð Hrafnistu við Brúnaveg.  Stærð: Niðurrif 26,6 ferm. Viðbygging 539,7 ferm., 3590,5  rúmm.  Gjald kr. 6.100 + 6.100 + 219.021"
33897 (01.70.420.4),BN033897,Drápuhlíð 8,kvistir og svalir,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja svalir á 3. hæð, stækka og fjölga kvistum og setja tröppur frá svölum 1. hæðar niður í garð austari helmings fjölbýlishússins nr. 6 og 8 á lóðinni nr. 8 við Drápuhlíð.  Samþykki meðeigenda dags. 28. ágúst 2006,   útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 19. maí 2006 og umsögn skipulagsfulltrúa dags. 19. maí 2006 fylgja erindinu.  Stærð: Stækkun 8,2 ferm., 20,2 rúmm.  Gjald kr. 6.100 + 1.232"
34529 (01.45.411.8),BN034529,Dugguvogur 15,íbúð í atvinnuhúsnæði,Frestað. Umfjöllun skipulagsfulltrúa ólokið. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi til að útbúa og innrétta íbúð með vinnustofu í atvinnuhúsnæðinu á lóðinni nr. 15 við Dugguvog.  Málinu fylgir samþykki sumra meðlóðarhafa, dags. 31. júlí 2006.  Gjald kr. 6.100"
34729 (01.19.521.4),BN034729,Eiríksgata 17,íbúð í kjallara og reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðri íbúð í kjallara fjölbýlishússins á lóðinni nr. 17 við Eiríksgötu. Jafnframt eru lagðar inn leiðréttar teikningar af öðrum hæðum hússins vegna gerðar eignaskiptayfirlýsingar.  Með málinu fylgir íbúðarskoðun byggingafulltrúa dags. 15. september 2006.  Gjald kr. 6.100
34645,BN034645,Fossaleynir lokahús,lokahús,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Helga Guðmundsdóttir vék af fundi við afgreiðslu málsins.,"Sótt er um leyfi fyir lokahúsi fyrir vatnslögn á lóð nr. 19-23 við Fossaleyni.  Stærð: 54 ferm., 243 rúmm.  Gjald kr. 6.100 + 14.823"
34734 (01.19.600.5),BN034734,Freyjugata 36,niðurrif - byggja bílskúr og íbúðarhús,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja tvöfaldan bílskúr úr forsteyptum einingum við fjölbýlishúsið á lóðinni nr. 36 við Freyjugötu.  Jafnframt er sótt um leyfi til að rífa eldri bílskúr á lóðinni og lítið íbúðarhús  sem áður tilheyrði Freyjugötu 34 en tilheyrir nú Freyjugötu 36.  Málinu fylgir samþykki eigenda Freyjugötu 34 dags. 24. september 2006 og uppdrættir dags. 8.september, 12. júní og 21. ágúst 2006 með samþykki eigenda Freyjugötu 34 og eiganda Freyjugötu 36 0101.  Niðurrif:  Bílskúr Fastanr. 200-8970 matshluti 2 merkt 0101, 29 ferm. og íbúð Fastanr. 200-8966 matshluti 2 merkt 0101, samtals 92,4 ferm.  Stærð bílskúrs:  72,5 ferm., 244,1 rúmm.  Gjald kr. 6.100 + 14.890"
34507 (05.05.510.3),BN034507,Friggjarbrunnur 2-4,parhús úr steinsteyptum ein. frá Loftorku,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja tvílyft parhús úr steinsteyptum einingum frá Loftorku með innb. bílgeymslu á lóðinni nr. 2-4 við Friggjarbrunn.  Með málinu fylgir vottun RB á útveggjaeiningum Loftorku.  Einnig fylgir brunatæknileg úttekt á Friggjarbrunni 4 dags. 25. september 2006 sem og umsögn skipulagshöfunda dags. 18. september 2006 og útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 29. september 2006.  Stærðir:  Hús nr. 2: íbúð 177,7 ferm., bílgeymsla 22,7 ferm., samtals 200,4 ferm.  Hús nr. 4:  íbúð 179,2 ., bílgeymsla 20,6 ferm., samtals 199,8 ferm.  Samtals 400,2 ferm., 1326 rúmm.  Gjald kr. 6.100 + 80.886"
34553 (05.05.510.4),BN034553,Friggjarbrunnur 6-8,nýbygging parhús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja tvílyft steinsteypt parhús með innbyggðri bílgeymslu á lóðinni nr. 6-8 við Friggjarbrunn.  Stærð:  Matshl.1: 196,4 ferm., Matshluti 2: 196,8 ferm.  Samtals 393 ferm., 1375,6 rúmm.  Gjald kr. 6.100 + 41.968"
34614 (04.93.380.3),BN034614,Giljasel 1,yfirb. svalir,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um svalalokun með einföldu gleri í álbrautum með fulla opnunarmöguleika á húsi á lóð nr. 1 við Giljasel.   Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 22. september 2006 fylgir erindinu.  Samþykki húseiganda að Gljúfraseli 2 fylgir erindinu.   Stærð: Svalaskýli 34,7 ferm., 98,6 rúmm.  Gjald kr. 6.100 + 5.466"
34724 (04.12.130.1),BN034724,Guðríðarstígur 2-4,breyting inni - breyting úti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra skipulagi allra hæða, breyta gluggum á norðurhlið og stækka hús lítilega á 1. hæð um hluta skýla verslunar- og skrifstofuhússins á lóð nr. 2-4 við Guðríðarstíg.  Jafnframt er erindi 34384 dregið til baka.  Stærð: Stækkun (um áður B-rými) 16,3 ferm., xxx rúmm.  Gjald kr. 6.100"
34691 (01.14.030.3),BN034691,Hafnarstræti 18,bökunarofn,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki Vinnueftirlits ríkisins. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um smávægilega breytingu á grilli skyndibitastaðar í rými 0103 og leyfi fyrir uppsetningu á frákastsventli upp fyrir þak bakhúss á lóð nr. 18 við Hafnarstræti.  Jafnframt er erindi 33098 dregið til baka.  Umboð eiganda ódags. fylgir erindinu.  Gjald kr. 6.100
34717 (01.54.210.1),BN034717,Hagamelur 1,þriðja færanl. kennslust.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að setja upp þriðju færanlegu kennslustofuna á austan við Melaskóla á lóð nr. 1 við Hagamel.  Stærð: Færanleg kennslustofa K92-C2 samtals 79,2 ferm., 274 rúmm.  Gjald kr. 6.100 + 16.714"
34699 (01.22.320.2),BN034699,Hátún 2B,"viðbygging, breytingar innanhúss",Frestað. Vísað til athugasemda eldvarnaeftirlits.,"Sótt er um leyfi fyrir glerviðbyggingu í norður og vestur horni hússins ásamt breyttu innra fyrirkomulagi m.a. með opnun milli hæða á lóðinni nr. 2b við Hátún.   Stærðir: 11,3 ferm., minnkun og 87,1 rúmm., stækkun.  Gjald kr. 6.100 + 5.313"
34748 (04.74.160.1),BN034748,Hólavað 45-61,"nr. 47, aðskilið byggingarleyfi og breytingar",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi fyrir aðskildu byggingarleyfi vegna byggingastjóraskipta og fyrir minniháttar breytingum á innra skipulagi á jarðhæð raðhússins nr. 47 á lóðinni nr. 45-61 við Hólavað.  Gjald kr. 6.100
34752 (04.74.160.1),BN034752,Hólavað 45-61,"nr. 55, aðskilið byggingarleyfi og breytingar",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi fyrir aðskildu byggingarleyfi vegna byggingastjóraskipta og minni háttar breytingum á innra skipulagi í raðhúsinu nr. 55 á lóðinni nr. 45-61 við Hólavað.  Gjald kr. 6.100
34749 (04.74.160.1),BN034749,Hólavað 45-61,"nr. 49, aðskilið byggingarleyfi",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi fyrir aðskildu byggingarleyfi vegna byggingastjóraskipta og minni háttar breytingum á innra skipulagi í raðhúsinu nr. 49 á lóðinni nr. 45-61 við Hólavað.  Gjald kr. 6.100
34735 (04.74.160.1),BN034735,Hólavað 45-61,"nr. 45, aðskilið byggingarleyfi",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi fyrir aðskildu byggingarleyfi vegna byggingastjóraskipta vegna raðhússins nr. 45 á lóðinni nr. 45-61 við Hólavað.  Gjald kr. 6.100
34750 (04.74.160.1),BN034750,Hólavað 45-61,"nr. 51, aðskilið byggingarleyfi",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi fyrir aðskildu byggingarleyfi vegna byggingastjóraskipta í raðhúsinu nr. 51 á lóðinni nr. 45-61 við Hólavað.  Gjald kr. 6.100
