nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
32997 (01.14.040.6),BN032997,Austurstræti 10A,sólskáli á 5. h,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að byggja sólskála á hluta suðursvala íbúðar á 5. hæð fjöleignarhússins á lóð nr. 10A við Austurstræti.  Bréf hönnuðar dags. 30. nóvember 2005 fylgir erindinu.  Stærð: Sólskáli 23,4 ferm., 67,4 rúmm.  Gjald kr. 5.700 + 3.842"
33503 (01.43.200.5),BN033503,Álfheimar 7,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir leiðréttri salarhæð kjallara ásamt stækkun á bílskúrshurðum fyrir fjölbýlishúsið á lóð nr. 7 við Álfheima.  Gjald kr. 6.100
31161 (01.28.000.3 01),BN031161,Álftamýri 2,bílgeymslur,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,Sótt er um samþykki á reyndarteikningum á steyptum bílgeymslum matshluta 04 við Álftamýri 2. Eigendur matshluta 02 árita samþykki á teikninguna.   Gjald kr. 6.100
33211 (01.71.010.1),BN033211,Barmahlíð 34,nýjar svalir á neðri hæð,Frestað. Enn vantar að gera grein fyrir samþykki eins meðeigenda.,"Sótt er um leyfi til að fjarlægja steyptar svalir á neðri hæð hússins nr. 34 við Barmahlið og gera í þeirra stað léttbyggðar svalir, sem verða stærri en þær upphaflegu. Handrið verði gert úr sementsplötum sem verða steinaðar á sama hátt og húsið.  Erindinu fylgir samþykki eigenda Barmahlíðar 34 og 36 dags. 27. júlí 2005, áritað á teikningu, umsögn aðalhönnuðar dags. 16. jan. 2006. Jafnframt lagt fram mótmælabréf Jóns Jóhannessonar dags. 27. janúar 2006 og útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 3. mars 2006.  Gjald kr. 6.100"
33210 (01.71.010.2),BN033210,Barmahlíð 36,nýjar svalir á neðri hæð,Frestað. Enn vantar að gera grein fyrir samþykki eins meðeigenda.,"Sótt er um leyfi til að fjarlægja steyptar svalir á neðri hæð hússins nr. 36 við Barmahlið og gera í þeirra stað léttbyggðar svalir, sem verða stærri en þær upphaflegu. Handrið verði gert úr sementsplötum sem verða steinaðar á sama hátt og húsið.  Erindinu fylgir samþykki eigenda Barmahlíðar 34 og 36 dags. 27. júlí 2005, áritað á teikningu, umsögn aðalhönnuðar dags. 16. jan. 2006. Jafnframt lagt fram mótmælabréf frá Jóni Jóhannessyni  dagsett 27.01.06   Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 3. mars 2006 fylgir erindinu.  Gjald kr. 6.100"
33224 (01.82.401.4),BN033224,Básendi 10,breytingar inni og úti,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,"Sótt er um leyfi til að breyta innra fyrirkomulagi og útliti hússins nr. 10 við Básenda. Í kjallara verði m.a. eignaafmörkun breytt, gerður nýr inngangur og stigi milli hæða fjarlægður, öllu fyrirkomulagi á fyrstu hæð verði breytt og gerðar svalir með tröppum niður í garð, öllu fyrirkomulagi annarrar hæðar (rishæðar) verði breytt og komið fyrir svölum á þaki anddyris.  Erindinu fylgir samþykki lóðarhafa að Básenda 5,  7 og 8, lóðarhafa að Tunguvegi 9,  11 og 13, allt dags. 17. jan. 2006. samþ.  lóðarhafa básenda 12 dags.  22. janúar 2006 og samþ. burðarvirkishönnuðar. dags 26. janúar 2006  fylgja.   Gjald kr. 6.100"
30471 (01.18.401.1),BN030471,"71"">Bergstaðastræti 20",niðurrif,Synjað. Með vísan til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að rífa húsið á lóðinni nr. 20 við Bergstaðastræti.   Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 19. nóvember 2004 fylgir erindinu.  Málinu fylgir bréf Þ.G. verktaka ehf. dags. 10. maí 2005 þar sem m.a. er ítrekuð ósk um niðurrif hússins. Umsagnir Minjasafns Reykjavíkur dags. 20. febrúar 2006 og Húsafriðurnarnefndar ríkisins dags. 14. febrúar 2006 fylgja erindinu. Jafnframt lögð fram útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 3. mars 2006 og umsögn skipulagsfulltrúa dags. 2. mars 2006.  Stærð hússins er 163,8 ferm. og 743,1 rúmm.  Í húsinu eru tvær íbúðir (fastanr. 200-6831 og 200-6832, landnr. 102006)  Gjald kr. 5.400"
33417 (04.06.410.2 03),BN033417,Bíldshöfði 14,breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um á Bíldshöfða 14 að  klæða 1. hæð að utan með sléttri álklæðningu. Skjólvegg við sorpgám breytt, skyggni hækkað og klætt með álklæðningu, fyrirtækjamerki málsett. Bréf frá Húsfélagi Bíldshöfða 14 dags. 23. febrúar 2006 fylgir erindinu.  Gjald kr. 6.100"
33512 (01.21.910.2),BN033512,Borgartún  35-37,nr. 35 breyting inni og úti,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um í Borgartúni 35 að breyta þaki í svalir fyrir 6. hæð  og flóttaleið bætt við út á þak.  Handrið úr hertu gleri sett up.  Gjald kr 6.100
33244 (00.00.000.0),BN033244,Borgartún 27,reyndarteikn.+ skrán.,Frestað. Lagfæra skráningartöflu.,"Sótt er um samþykki fyrir núverandi innra skipulagi allra hæða ásamt leiðréttingu skráningar atvinnuhússins nr. 27 á lóð nr. 27 og 31 við Borgartún.  Jafnframt er erindi 26750 dregið til baka.  Stærð: Bílgeymsla var samþykk sem B-rými 2002 en er nú A-rými samtals 1380,8 ferm. 4243,1 rúmm. Matshluti var samtals 7139,2 ferm. verður nú 8519,5 ferm. (m.bílgeymslu) og var 25144,1 rúmm. verður 29065,8 rúmm.  Gjald kr. 6.100 + 239.224"
33357 (01.22.000.2),BN033357,Borgartún 6,fjölgun fasteigna,Frestað. Vantar rafræna skráningartöflu.,Sótt er um fjölgun eignarhluta og breytingum á innra fyrirkomulagi í húsi á lóð nr.  6 við Borgartún.  Gjald kr. 6.100
33506 (04.76.540.4),BN033506,B-Tröð 4,reyndarteikning,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á raunteiknigum af hesthúsi í B-Tröð nr. 4.  Gjald  kr.6.100
33400 (01.81.931.7),BN033400,Bústaðavegur 101,hækka rish. byggja andd.,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa. Lagfæra skráningu.,"Sótt er um leyfi til þess að byggja anddyrisviðbyggingu við norðurhlið 1. hæðar og hækka rishæð með kvist á hvorri hlið þaks ásamt svölum við suðurhlið rishæðar fjölbýlishússins á lóð nr. 101 við Bústaðaveg.  Samþykki meðeigenda dags. 14. febrúar 2006 fylgir erindinu.  Stærð: Samtals stækkun 38 ferm., 99,4 rúmm.  Gjald kr. 6.100 + 6.063"
33399 (01.81.931.6),BN033399,Bústaðavegur 99,hækka rish. byggja anddyri,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa. Lagfæra skráningu.,"Sótt er um leyfi til þess að byggja anddyrisviðbyggingu við norðurhlið 1. hæðar og hækka rishæð með kvist á hvorri hlið þaks ásamt svölum við suðurhlið rishæðar fjölbýlishússins á lóð nr. 99 við Bústaðaveg.  Samþykki meðeigenda dags. 14. febrúar 2006 fylgir erindinu.  Stærð: Stækkun samtals 38 ferm., 99,4 rúmm.  Gjald kr. 6.100 + 6.063"
31929 (01.82.630.3),BN031929,Byggðarendi 6,br í sambýli fyrir 6,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir breytingu innra skipulags (íbúðaraðstaða, starfsmannaaðstaða og sameiginleg aðstaða) og útlitsbreytingum varðandi glugga á öllum hliðum tvílyfts sambýlis á lóð nr. 6 við Byggðarenda.  Brunahönnun Línuhönnunar dags. 22. nóvember 2005 fylgir erindinu.  Gjald kr. 5.700 + 6.100"
33454 (04.94.810.1),BN033454,Engjasel  1-23,Þaksvalir íbúð 03-01/04-01 Nr. 13,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um að gera þaksvalir á Engjaseli 11-13 fyrir 03-01 og 04-01 íbúð á tveimur hæðum. Þaksvalir eru á 4. hæð út frá þakrými. Meðfylgjandi er samþykki meðeigenda í Engjaseli 11-13.  Gjald kr. 6.100
31992 (01.29.710.1),BN031992,Fellsmúli 24-30,br. innr. 1. og 2.h,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir útlitsbreytingum á norður og suðurhlið, breytingu innra skipulags þar sem óráðstöfuðu rými verður skipt upp í verslun og þvottahús og milliloft minnkað í húsi nr. 28 á lóðinni nr. 24 - 30 við Fellsmúla.  Bréf hönnuðar dags. 12. júlí 2006 fylgir erindinu.  Stærð: Milliloft var 162,8 ferm. verður 141,9 ferm.  Gjald kr. 5.700 + 6.100"
33436 (01.08.740.1),BN033436,Fiskislóð 53-69,uppfærðar teikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um breytingar á fyrirkomulagi innanhús í húsi á lóð nr. 53-69 við Fiskislóð. Teikningar uppfærðar miðað við breytingar sem hafa verið gerðar.  Gjald kr.6.100
33485 (01.24.370.5),BN033485,Flókagata 9,byggja bílgeymslu,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja bílgeymslu á lóðinni nr. 9 við Flókagötu.  Stærðir: 35 ferm., og 107,2 rúmm.  Gjald kr. 6.100 + 6.539"
33487 (01.18.631.2),BN033487,Freyjugata 27,breyta í íbúð o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um að breyta núverandi verslunarhúsnæði, í Freyjugötu 27, matshl 0101,  í 3. herb. íbúð sem  tengist niður í kjallara með nýjum stiga. Kjallaragólf lækkað um 55 sm. Núverandi inngangi lokað með hleðsluglersteini og steinsteypu. Burðarveggur fjarlægður, biti og súla í staðinn.  Gjald kr. 6.100"
33405 (01.11.730.6),BN033405,Geirsgata 3a-7c,Nr 5 starfsleyfi f. fiskbúð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og leyfi til þess að starfrækja fiskbúð ásamt sölu á heitum og köldum réttum í húsinu nr. 5 á lóðinni nr. 3A-7C við Geirsgötu. Yfirlýsing frá forráðamönnum Geirsgötu 3 og 7 dags. 28.feb.06 fylgir  Gjald kr. 6.100
33362 (01.29.540.7),BN033362,Grensásvegur 16A,breyta skráningu - lokun bílageymslu,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðri lokun bílageymslu og leyfi til þess að breyta skráningu húss (matshluta 03) nr. 16A  við Grensásveg á lóðinni Síðumúli 37-39 og Grensásvegur 16A.  Gjald kr. 6.100
33490 (02.38.660.4 01),BN033490,Gullengi 15*,breyting á byggingaraðferð bílskúra,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Vottun eininga skal skila fyrir úttekt á botnplötu.,Sótt er um að breyta staðsteyptum útveggjum í steyptar einingar t.d frá Loftorku í bílgeymslum Gullengi 15.  Gjald kr. 6.100
33517 (01.14.010.8),BN033517,Hafnarstræti 7,veitingahús 1. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um breytingar á innra skipulagi veitingahús á 1. hæð í Hafnarstræti 7. Núverandi inngangur verður færður og komið fyrir vörumóttökuhurð, núverandi skyggni endurklætt og hækkað. Engar breytingar eru á stærðum eða eignamörkum.  Gjald kr. 6.100"
33536 (01.28.440.1),BN033536,Háaleitisbraut 58-60,breyta skiltum,Frestað. Hæð skiltis verði ekki meiri en á skyggnisbrún.,Sótt er um leyfi til þess að breyta skiltum á norður og austurhlið hússins á lóð nr. 58-60 við Háaleitisbraut.  Erindinu fylgir bréf hönnuðar dags. 6. mars 2006 og samþykki húsfélagsins dags. 6. mars 2006.  Gjald kr. 6.100
33510 (01.72.710.1),BN033510,Háaleitisbraut 66,nýr inngangur á v-hlið o.fl.,Frestað. Vísað til athugasemda eldvarnaeftirlits.,Sótt er um að gera nýjan inngang á vesturhlið Háleitisbrautar 66 (Grensáskirkja) og breyta innra fyrirkomulagi á 1. hæð.   Erindinu fylgir bréf dags. 28. febrúar 2006 frá Kirkjumálasjóði og Grensáskirkju.  Gjald kr. 6.100
33514 (01.43.010.1),BN033514,Holtavegur 23,breyting kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um breytingar á fyrikomulagi í austurhluta kjallara Holtavegi 23 (Langholtsskóli).  Gjald kr.6.100
33498 (01.81.901.1),BN033498,Hólmgarður 37,hækka þak o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að hækka þak með kvist á hvorri þakhlið, byggja léttbyggða anddyrisviðbyggingu við norðurhlið 1. hæðar og svalir við suðurhlið 2. hæðar íbúðarhússins á lóð nr. 37 við Hólmgarð.  Skilyrt samþykki meðeigenda dags. 26. febrúar 2006 fylgir erindinu.  Stærð: Stækkun samtals 58,1 ferm., 88,6 rúmm.   Gjald kr. 6.100 + 5.405"
33499 (01.81.901.2),BN033499,Hólmgarður 39,hækka þak o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að hækka þak með kvist á hvorri þakhlið, byggja léttbyggða anddyrisviðbyggingu við norðurhlið 1. hæðar og svalir við suðurhlið 2. hæðar íbúðarhússins á lóð nr. 39 við Hólmgarð.  Skilyrt samþykki meðeigenda dags. 26. febrúar 2006 fylgir erindinu.  Stærð: Stækkun samtals 58,1 ferm., 88,6 rúmm.  Gjald kr. 6.100 + 5.405"
33502 (01.81.930.3),BN033502,Hólmgarður 52,hækka þak o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að hækka þak með kvist á hvorri þakhlið, byggja léttbyggða anddyrisviðbyggingu við norðurhlið 1. hæðar og svalir við suðurhlið 2. hæðar íbúðarhússins á lóð nr. 52 við Hólmgarð.  Samþykki meðeigenda dags. 27. febrúar 2006 fylgir erindinu.   Stærð: Stækkun samtals 58,1 ferm., 88,6 rúmm.  Gjald kr. 6.100 + 5.405"
33500 (01.81.820.3),BN033500,Hólmgarður 6,hækka þak o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að hækka þak með kvist á hvorri þakhlið, byggja léttbyggða anddyrisviðbyggingu við norðurhlið  1. hæðar  og svalir við suðurhlið 2. hæðar íbúðarhússins á lóð nr. 6 við Hólmgarð.  Samþykki meðeiganda dags. 26. febrúar og samþykki eiganda eystri helmings húss fyrir hluta framkvæmda dags. 26. febrúar 2006 fylgja erindinu.  Stærð: Stækkun samtals 58,1 ferm., 88,6 rúmm.  Gjald kr. 6.100  + 5.405"
