nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
34655 (01.83.710.3),BN034655,Austurgerði 6,lagfæring á skráningu,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðum breytingum á kjallara og útliti til norðurs og suðurs ásamt lagfæringu á skráningu.  Gjald 6.100 + ?? rúmm.
34647 (01.16.211.1),BN034647,Ásvallagata 8,"garðskýli, veggir á lóð o.fl.",Frestað. Vísað til athugasemda á umsóknarblaði að þeim uppfylltum verður málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu.,"Sótt er um leyfi til þess að steypa garðvegg við núverandi bílastæði, sorpskýli á baklóð og byggja lítið garðskýli í norðvesturhorni lóðar einbýlishússins á lóð nr. 8 við Ásvallagötu.  Stærð: Garðskúr 6,8 ferm., 15,7 rúmm.  Gjald kr. 6.100 + 958"
34580 (02.42.110.4),BN034580,Bakkastaðir 47,Br á steyptum veggjum á lóð + br. á bílskúr,Frestað. Vísað til OR vegna kvaðar. Málinu vísað til umsagnar skipulagsfulltrúa vegna veggja á lóð.,Sótt er um samþykki fyrir lækkun á gólfkóta innbyggðrar bílgeymslu og leyfi fyrir breytingum á steinsteyptum stoðveggjum við nýsamþykkt einbýlishús á lóð nr. 47 við Bakkastaði.  Stærð: Rúmmálsaukning vegna bílgeymslu 10 rúmm.  Gjald kr. 6.100 + 610
34667 (01.17.101.8),BN034667,Bankastræti 11,br. 1.hæð og kjallara,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa vegna veitingareksturs.,Sótt er um leyfi til að innrétta matsölustað í hluta af fyrstu hæð og kjallara fjöleignahússins á lóðinni nr. 11 við Bankastræti.  Gjald kr. 6.100
34392,BN034392,Bergstaðastræti 16-18,16 - endurbyggja hús,Frestað. Áður en málið kemur til samþykktar skal ganga frá stofnskrá lóðar í Landskrá fasteigna.,"Sótt er um leyfi til að endurbyggja húsið Hverfisgata 44 að Bergstaðastræti 16. Núverandi bakstigahús verður rifið og nýtt byggt í staðinn. Húsið er  úr timbri tvær hæðir og ris á steyptum kjallara. Bréf borgarminjavarðar dagsett 18. ágúst 2006 fylgir erindinu, ásamt ljósmyndum af núverandi útliti.   Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 15. september 2006 fylgir erindinu.  Stærðir 411,6 ferm., og 1169,8 rúmm.   Gjald kr. 6.100 + 71.357"
34510 (01.18.440.3),BN034510,Bergstaðastræti 43A,viðbygging og endurbætur,"Frestað. Leiðrétta skráningartöflu, grenndarkynningu ólokið.","Sótt er um leyfi til að rífa núverandi stigahús á 2. hæð, endurbyggja suðurhluta 1. hæðar og byggja við suðurhluta 2. hæðar  fjölbýlishússins á lóðinni nr. 43A við Bergstaðastræti. Ennfremur að byggja utanáliggjandi tröppur úr tré á steyptri undirstöðu til að komast að nýjum inngangi 2. hæðar.  Málinu fylgir umsögn Húsafriðunarnefndar dags. 25. ágúst 2006 og samþykki meðlóðarhafa dags. 24. ágúst 2006 og umsögn Minjasafns Reykjavíkur dags. 28. ágúst 2006.  Umsögn verkfrst. Fjarhitunar um eldvarnir dags. 12. september 2006 fylgir.  Einnig fylgir samþykki nágranna í Bergstaðastræti 45A, dags. 10. september 2006 fyrir útitröppum.  Stærðir:  Stækkun 14 ferm. og 29 rúmm.  Gjald kr. 6.100 + 1.769"
34639 (04.05.560.1),BN034639,Bíldshöfði 3,áður gerður söluskáli,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir söluskála sem samþykktur var til bráðabirgða með niðurrifskvöð 1993 á lóð nr. 3 við Bíldshöfða.  Stærð: Áður gerður söluskáli 43,6 ferm., 131 rúmm.  Gjald kr. 6.100"
34616 (01.21.810.1),BN034616,Borgartún 25,skilti,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um að leyfi fyrir tveimur sambærilegum 3,6 ferm., leiðbeiningarskiltum við bílstæði að austan og vestanverðu á lóðinni nr. 25 við Borgartún.   Gjald kr. 6.100"
34428 (01.13.430.7),BN034428,Brekkustígur 10,br. inni og stækk. 1. h,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir áður gerðu geymslurými undir bílskúr, leyfi til þess að stækka neðri hæð með svölum á þaki, síkka glugga á austurhlið neðri hæðar, fjölga gluggum á norðurhlið sömu hæðar og breyta innra skipulagi einbýlishússins á lóð nr. 10 við Brekkustíg.  Umsögn Húsfriðunarnefndar dags. 20. júlí 2006, umsögn Minjasafns Reykjavíkur dags. 18. ágúst 2006 og umsögn burðarvirkishönnuðar dags. 5. september 2006 fylgja erindinu. Jafnframt lögð fram útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 4. ágúst 2006.  Stærð: Áður gerð geymsla undir bílskúr 20,8 ferm., 41,1 rúmm. Viðbygging við neðri hæð einbýlishúss 20 ferm., 55,9 rúmm.  Gjald kr. 6.100 + 6.100 + 3.410"
34405 (01.35.100.1),BN034405,Brúnavegur Hrafnista,viðbygg. v.Laugarásbíó,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að rífa hluta Laugarásbíós (snyrtingar) og byggja nýjan bíósal austan við núverandi bíó úr steinsteypu einangrað að utan og klætt með steinflísum og álplötum á lóð Hrafnistu við Brúnaveg.  Stærð: Niðurrif 26,6 ferm. Viðbygging 539,1 ferm., 3596  rúmm.  Gjald kr. 6.100 + 6.100 + 219.356"
34459 (01.34.331.2),BN034459,Bugðulækur 5,reyndarteikningar v/ eignaskiptasamnings,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir áður gerðum breytingum á fjölbýlishúsinu á lóðinni nr. 5 við Bugðulæk.  Málinu fylgir samþykki meðeigenda ódags.  Gjald kr. 6.100
34644 (00.00.000.0),BN034644,Engjavegur 6,endurnýjun á byggingarleyfi umsókn sam. 6. júlí 2004,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um endurnýjun á byggingaleyfisumsókn sem samþykkt var þann 06.07.04 varðandi valmaþak á hús nr. 1 og 2 (matshl. 02 og 04) á lóðinni nr. 6 við Engjaveg.  Gjald 6.100
34630 (01.55.421.5),BN034630,Fálkagata 13,sþ. íbúð 0301,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðri íbúð í rishæð fjölbýlishússins á lóðinni nr. 13 við Fálkagötu.  Málinu fylgir bréf frá hönnuði dags. 14. september 2006.  Gjald kr. 6.100
34457 (01.24.720.2),BN034457,Flókagata 14,sótt um leyfi f. bílageymslu,Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta 01 og 02 dags. 27. júlí 2006.,"Sótt er um leyfi til að byggja steinsteyptan bílskúr með innbyggðri geymslu á lóðinni nr. 14 við Flókagötu.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 25. ágúst 2006 ásamt umsögn skipulagsfulltrúa dags. 25. ágúst 2006 fylgja erindinu.  Stærð: 45,7 ferm., 128 rúmm.  Gjald kr. 6.100 + 7.808"
