nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
32997 (01.14.040.6),BN032997,Austurstræti 10A,sólskáli á 5. h,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,"Sótt er um leyfi til þess að byggja sólskála á hluta suðursvala íbúðar á 5. hæð fjöleignarhússins á lóð nr. 10A við Austurstræti.  Bréf hönnuðar dags. 30. nóvember 2005 fylgir erindinu. Jafnframt lögð fram útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 7. mars 2006.  Stærð: Sólskáli 23,4 ferm., 67,4 rúmm.  Gjald kr. 5.700 + 3.842"
33256 (01.29.200.2),BN033256,Ármúli 16,milliloft,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að steypa milliloft sem aðra hæð matshluta 01 í stað ósamþykkts trégólfs, en steinsteypt gólf er í sömu hæð í áfastum húshluta (matshluta 02)  atvinnuhússins á lóð nr. 16 við Ármúla.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 3. febrúar 2006 fylgir erindinu.  Umboð hönnuðar frá eigendum dags. 23. janúar 2006, bréf hönnuðar dags. 7. febrúar og 1. mars 2006 fylgja erindinu.  Stærð: Milliloft 218,7 ferm.   Gjald kr. 6.100"
33348 (02.40.430.4),BN033348,Barðastaðir 67,útitröppur - loftræsigangur,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um að breyta útitröppum við norðausturhorn og byggja yfir göng við suðurhlið hússins á lóð nr. 67 við Barðastaði.  Stærðir: 19,4 ferm., 53,4 rúmm.  Gjald. kr. 6.100 + 3.257"
33144 (01.21.810.1),BN033144,Borgartún 25,innrétting  6. hæð,Frestað. Vísað til athugasemda eldvarnaeftirlits.,Sótt er um leyfi fyrir breyttu innra fyrirkomulagi sjöttu hæðar atvinnuhússins á lóðinni nr. 25 við Borgartún.  Gjald kr. 6.100
32661 (01.80.430.8),BN032661,Brekkugerði 34,viðbygging ofl.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til að byggja viðbyggingu úr steinsteypu að suðausturhlið hússins nr. 34 við Brekkugerði.   Grenndarkynning stóð yfir frá 2. til 30. nóvember 2005. Athugasemdabréf barst frá íbúum í Heiðargerði 104, móttekið 24.11.05. Lagt fram minnisblað af fundi með athugasemdaraðilum dags. 19. desember 2006. Lagðar fram skuggavarpsmyndir mótt. 13. janúar 2006 auk umsagnar skipulagsfulltrúa dags. 19. janúar 2005.   Stækkun: 126,1 ferm. og 442,1 rúmm.  Gjald kr. 5.700 + 5.700 + 26.968"
33297 (01.13.541.6),BN033297,Bræðraborgarstígur 15,stækkun á svölum,Frestað. Lagfæra skráningu.,"Sótt er um að stækka svalir austanmeginn á Bræðrarborgarstíg 15, verkið er hluti af viðgerðum á húsinu. Bréf fyrir hönd eigenda fylgir.  Janframt lagt fram bréf formanns húsfélagsins dags. 9. febrúar 2006. og bréf frá sama dags 7.mars 2006  Gjald kr. 6.100"
33455 (01.70.420.5),BN033455,Drápuhlíð 10,svalir á rishæð,"Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta nr. 1.01-1.03 dags. 3. mars 2006,","Sótt er um leyfi til þess að byggja svalir á rishæð hússins á lóðinni nr. 10 við Drápuhlíð  Sjá einnig erindi 33456, varðandi Drápuhlíð 12.  Samþykki meðeigenda í Drápuhlíð 10 og 12 (á teikn.) fylgir erindinu.  Gjald kr. 6.100"
33456 (01.70.420.6),BN033456,Drápuhlíð 12,svalir á rishæð,"Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta nr. 1.01-1.03 dags. 3. mars 2006,","Sótt er um leyfi til þess að byggja svalir á rishæð hússins á lóðinni nr. 12 við Drápuhlíð  Sjá einnig erindi 33455, varðandi Drápuhlíð 10.  Samþykki meðeigenda í Drápuhlíð 10 og 12 (á teikn.) fylgir erindinu.  Gjald kr. 6.100"
33454 (04.94.810.1),BN033454,Engjasel  1-23,Þaksvalir íbúð 03-01/04-01 Nr. 13,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,Sótt er um að gera þaksvalir á Engjaseli 13 fyrir íbúð á tveimur hæðum (0301 og 0401). Þaksvalir eru á 4. hæð út frá þakrými á fjölbýlishúsinu á lóð nr. 11-13 við Engjasel.  Meðfylgjandi er samþykki meðeigenda í Engjaseli 11-13.  Gjald kr. 6.100
33551 (01.11.050.4),BN033551,Eyjarslóð 7,fjölgun eigna,Frestað. Lagfæra skráningartöflu.,Sótt er um að fjölga eignarhlutum í Eyjaslóð 7. Eignahlutarnir 0201 og 0202 voru áður tengdar 0101. Samþykki eigenda fylgir með dags. 7. mars 2006.  Gjald Kr. 6.100
