nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
33353 (01.81.320.5),BN033353,Akurgerði 27,þakgluggar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að koma fyrir þremur þakgluggum í húsinu á lóðinni nr. 27 við Akurgerði.  Samþykki nágranna, Akurgerði 29, dags. 19. febrúar 2006 fylgir erindinu.  Gjald kr. 6.100"
33474 (01.43.430.1),BN033474,Álfheimar 74,takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Ofanritaður sækir um takmarkað byggingarleyfi til að færa ræsi, fyrir greftri, fyllingu og aðstöðugerð og setja upp girðingu á lóðinni nr. 74 við Álfheima."
33424 (00.00.000.0),BN033424,Baldurshagaland 1,niðurrif,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um niðurrif á Steinastöðum í Baldurshagalandi. Fastanúmer 205-3751 matshluta 01 og 70.  Stærðir 14.0 + 4,2 ferm og 29,0  + 9,0 rúmm   Gjald kr. 6.100"
33348 (02.40.430.4),BN033348,Barðastaðir 67,útitröppur - loftræsigangur,Frestað. Lagfæra skráningu.,Sótt er um að breyta útitröppum við norðausturhorn og byggja yfir göng við suðurhlið húsins Barðastaðir 67.  Stærðir:   Gjald. kr. 6.100 + 3.257
33211 (01.71.010.1),BN033211,Barmahlíð 34,nýjar svalir neðri hæð,Frestað. Vantar skráningartöflu. Gera skal grein afstöðu Jóns Jóhannessonar til málsins. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað er til uppdráttar nr. A101 dags. 21. febrúar 2006.,"Sótt er um leyfi til að fjarlægja steyptar svalir á neðri hæð hússins nr. 34 við Barmahlið og gera í þeirra stað léttbyggðar svalir, sem verða stærri en þær upphaflegu. Handrið verði gert úr sementsplötum sem verða steinaðar á sama hátt og húsið.  Erindinu fylgir samþykki eigenda Barmahlíðar 34 og 36 dags. 27. júlí 2005, áritað á teikningu, umsögn aðalhönnuðar dags. 16. jan. 2006. Jafnframt lagt fram mótmælabréf Jóns Jóhannessonar dags. 27. janúar 2006.  Gjald kr. 6.100"
33210 (01.71.010.2),BN033210,Barmahlíð 36,nýjar svalir á neðri hæð,Frestað. Vantar skráningartöflu. Gera skal grein afstöðu Jóns Jóhannessonar til málsins. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað er til uppdráttar nr. A101 dags. 21. febrúar 2006.,"Sótt er um leyfi til að fjarlægja steyptar svalir á neðri hæð hússins nr. 36 við Barmahlið og gera í þeirra stað léttbyggðar svalir, sem verða stærri en þær upphaflegu. Handrið verði gert úr sementsplötum sem verða steinaðar á sama hátt og húsið.  Erindinu fylgir samþykki eigenda Barmahlíðar 34 og 36 dags. 27. júlí 2005, áritað á teikningu, umsögn aðalhönnuðar dags. 16. jan. 2006. Jafnframt lagt fram mótmælabréf frá Jóni Jóhannessyni  dagsett 27.01.06   Gjald kr. 6.100"
33224 (01.82.401.4),BN033224,Básendi 10,breytingar inni og úti,Frestað. Lagfæra skráningartöflu.,"Sótt er um leyfi til að breyta innra fyrirkomulagi og útliti hússins nr. 10 við Básenda. Í kjallara verði m.a. eignaafmörkun breytt, gerður nýr inngangur og stigi milli hæða fjarlægður, öllu fyrirkomulagi á fyrstu hæð verði breytt og gerðar svalir með tröppum niður í garð, öllu fyrirkomulagi annarrar hæðar (rishæðar) verði breytt og komið fyrir svölum á þaki anddyris.  Erindinu fylgir samþykki lóðarhafa að Básenda 5,  7 og 8, lóðarhafa að Tunguvegi 9,  11 og 13, allt dags. 17. jan. 2006. samþ.  lóðarhafa básenda 12 dagsett  22.01.06 og samþ. burðarþ. dags 26.01.06  fylgja.   Gjald kr. 6.100"
33243 (01.19.032.6),BN033243,Bergþórugata 23,breyta verslun í íbúð fl,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að breyta innra fyrirkomulagi í kjallara , breyta útliti á fyrstu hæð við suðvesturhorn húss, breyta verslun á fyrstu hæð í íbúð og sameina tvær íbúðir á rishæð í eina íbúð (íbúð 0302) í húsinu á lóðinni nr. 23 við Bergþórugötu.  Gjald kr. 6.100"
33473 (01.85.400.2 03),BN033473,Bjarmaland 5,takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Ofanritaður sækir um takmarkað byggingarleyfi fyrir greftri, fyllingu og aðstöðugerð á lóðinni nr. 5 við Bjarmaland."
32240 (01.70.421.7),BN032240,Blönduhlíð 11,reyndarteikningar af risi,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðri séreign á rishæð hússins á lóðinni nr. 11 við Blönduhlíð.  Samþykki meðeigenda (á teikn.) fylgir erindinu.  Skoðunarskýrsla byggingarfulltrúa dags. 8. janúar 2005 fylgir erindinu..  Gjald kr. 5.700
33455 (01.70.420.5),BN033455,Drápuhlíð 10,svalir á rishæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja svalir á rishæð hússins á lóðinni nr. 10 við Drápuhlíð  Sjá einnig erindi 33456, varðandi Drápuhlíð 12.  Samþykki meðeigenda í Drápuhlíð 10 og 12 (á teikn.) fylgir erindinu.  Gjald kr. 6.100"
33456 (01.70.420.6),BN033456,Drápuhlíð 12,svalir á rishæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja svalir á rishæð hússins á lóðinni nr. 12 við Drápuhlíð  Sjá einnig erindi 33455, varðandi Drápuhlíð 10.  Samþykki meðeigenda í Drápuhlíð 10 og 12 (á teikn.) fylgir erindinu.  Gjald kr. 6.100"
33431 (01.63.4-9.9),BN033431,Eggertsgata 2-34,br. notkun rýma  á 1. hæð,Frestað. Vantar rafræna skráningu.,Sótt er um leyfi til þess að breyta skrifstofu umsjónarmanns í rými 0134 í húsi nr. 10 í námsmannaíbúð og íbúð 0112 í húsi nr. 6 í skrifstofu á 1. hæð stúdentagarða á lóð nr. 2-34 við Eggertsgötu.  Gjald kr. 6.100
