nr,url,heimilisfang,tegund,nidurstada,spurning
24928 (01.18.610.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024928,Baldursgata 12,reyndarteikn. v. eignaskipta,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir ósamþykktri íbúð í kjallara, skiptingu kjallara í sérgeymslur og fyrir áður gerðri stækkun kjallara í porti á lóð nr. 12 við Baldursgötu. Stærð: Áður gerð stækkun kjallara 33,8 ferm., 77,7 rúmm. Gjald kr. 4.800 + 4.056"
24962 (00.01.800.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024962,Brautarholt ,Viðbygging - verkstæði/vélageymsla.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að byggja steinsteypta viðbyggingu sem hýsir hluta starfsmannaaðstöðu við austurhlið verkstæðisbyggingar á jörðinni Brautarholti á Kjalarnesi.  Stærð: 36 ferm., 120,6 rúmm. Gjald kr. 4.800 + 6.134"
24930 (01.35.100.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024930,Brúnavegur Hrafnista ,br. innra skipulagi deild A3,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra skipulagi á deild A3 þannig að borðstofa og eldhús komi næst svölum á 3. hæð A-álmu Hrafnistu á lóð við Brúnaveg. Gjald kr. 4.800
24929 (01.71.300.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024929,Drápuhlíð 32,áður gerð íbúð í kjallara og fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðri íbúð í kjallara og fyrir áður gerðri séreign (ósamþ. íb.) á rishæð hússins á lóðinni nr. 32 við Drápuhlíð. Samþykki meðeigenda (á teikn.) fylgir erindinu. Skoðunarskýrsla byggingarfulltrúa dags. 24. október 2000 fylgir erindinu. Gjald kr. 4.800
24943,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024943,Drekavogur 4,breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að stækka og breyta fyrirkomulagi  kjallara og koma fyrir lyftu í húsinu nr. 4 við Drekavog. Stærð: Stækkun (m.v. fyrri samþykkt frá 9. apríl 2002) 35,9 ferm. og 138,7 rúmm. Gjald kr. 4.800 + 6.658"
24923 (01.41.410.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024923,Drekavogur 8,áður gerð skjólgirðing ,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir áður gerðri skjólgirðingu á þaki bílgeymslu hússins á lóðinni nr. 8 við Drekavog. Samþykki meðeigenda í húsi dags. 8. október 2001 og 13. mars 2002 fylgir erindinu. Samþykki eiganda Drekavogs 6 dags. 8. október 2001 fylgir erindinu. Samþykki eigenda Drekavogs 10, Efstasunds 99 og Skipasunds 92 fylgir einnig erindinu. Gjald kr. 4.800"
24855 (01.45.400.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024855,Dugguvogur 6,"br. inni, lasertag",Frestað. Vísað til fyrri athugasemda.,"Sótt er um leyfi til þess að innrétta aðstöðu fyrir ""lasertag"" og aðra afþreyingu í stað Sandsölunnar m.a. leyfi fyrir tveim hringstigum við suðurhlið og sex nýjum bílastæðum  á lóð nr. 6 við Dugguvog. Gjald kr. 4.800"
24927 (01.74.500.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024927,""">Efstaleiti 5",reyndarteikningar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um samþykki fyrir breytingum á innra fyrirkomulagi á öllum hæðum hússins á lóð nr. 5 við Efstaleiti. Bréf hönnuða dags. 23. apríl 2002 fylgir erindinu. Gjald kr. 4.800
24312 (01.41.000.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024312,Efstasund 78,Áður gerð íbúð í kjallara ofl.,Frestað. Vísað til fyrri athugasemda.,"Sótt er um samþykki fyrir áður gerðri íbúð í kjallara ásamt áður gerðri stækkun kjallara undir sólstofu 1. hæðar, leyfi til þess að lækka jarðveg við suðurhlið og færa rafmagnstöflu og inntök í íbúðarhúsinu á lóð nr. 78 við Efstasund. Virðingargjörð dags. 10. október 1951, manntalsskýrsla dags. 16. október 1952 og íbúðarskoðun byggingarfulltrúa fylgja erindinu. Stækkun: Áður gerð stækkun kjallara 16,6 ferm., 40,3 rúmm. Gjald kr. 4.800 + 2.093"
24893 (01.11.150.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024893,Eyjarslóð 1,(1b) breytt notkun 1.hæð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að breyta notkun fyrstu hæðar hússins nr. 1B (matshl. 02) á lóðinni nr. 1 við Eyjarslóð. Gjald kr. 4.800
24936 (01.18.511.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024936,Fjólugata 1,viðbygging ofl.,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja viðbyggingu að austurhlið (bakhlið) húss, breyta innra fyrirkomulagi á öllum hæðum, breyta tröppum við hús, stækka bílskúr og koma fyrir setlaug í suðausturhorni lóðar hússins á lóðinni nr. 1 við Fjólugötu. Stærð: Stækkun, viðbygging við hús 11,1 ferm. og xx rúmm. viðbygging bílskúr 23,7 ferm. og xx rúmm. Gjald kr. 4.800 + xx"
24889 (01.39.500.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024889,Fjölskyldugarður ,stöðuleyfi,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar gatnamálastjóra.,Sótt er um leyfi til þess að staðsetja leiktæki (fallturn og hringekju) í Fjölskyldugarðinum í Laugardal. Gjald kr. 4.800
24281 (01.24.360.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024281,Flókagata 1,viðbygging,Frestað. Vísað til fyrri athugasemda og bókunar frá 5. mars 2002.,"Sótt er um leyfi til þess að byggja kvist á suðurhlið, byggja brunasvalir á norðurhlið þakhæðar og fjarlægja svalir af fyrstu og annarri hæð og byggja í þess stað viðbyggingu með baðherbergjum í kjallara og á fyrstu og annarri hæð gistiheimilisins á lóðinni nr. 1 við Flókagötu. Umsögn Borgarskipulags dags. 7. maí 2001 fylgir erindinu. Stærð: Stækkun, viðbygging 27,2 ferm. og 63,5 rúmm. Gjald kr. 4.800 + 3.048"
24912 (01.19.420.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024912,Freyjugata 39,svalir,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að byggja steinsteyptar svalir yfir aðalinngangi á vesturhlið hússins nr. 39 við Freyjugötu. Gjald kr. 4.800
24398 (04.35.121.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024398,Glæsibær 12,"viðbygging,nýtt þak",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að byggja við stofu í suður, setja mænisþak í stað áður flats þaks einbýlishússins og samþykki fyrir áður gerðri geymslu vestan við bílskúr á lóð nr. 12 við Glæsibæ. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 8. febrúar 2002 fylgir erindinu. Stærð: Viðbygging 14,1 ferm., samtals rúmmálsaukning íbúðarhúss 134 rúmm., áður gerður geymsluskúr 18,5 ferm., 41,6 rúmm. Gjald kr. 4.800 + 8.742"
24415 (01.14.030.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024415,Hafnarstræti 20,"br. einingar, stigi, stækkun",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að breyta stiga og stigahúsi á 1. hæð, breyta rýmisskiptingu á 1. hæð og stækka 1. hæðina að Torginu á lóð nr. 20 við Hafnarstræti. Fundargerð húsfundar dags. 16. janúar 2001 fylgir erindinu. Stærð: Viðbygging 1. hæð 4,6 ferm., 14,7 rúmm. Gjald kr. 4.800 + 749"
24914 (01.35.310.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024914,Hjallavegur 6,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir reyndarteikningum af húsinu á lóðinni nr. 6 við Hjallaveg. Sýndar eru breytingar á innra fyrirkomulagi í kjallara og á fyrstu hæð. Gjald kr. 4.800
22103 (01.25.500.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022103,Hjálmholt 13 ,Svalaskýli,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja sólskála yfir hluta af svölum íbúðar á annarri hæð hússins nr. 13 við Hjálmholt, samkv. uppdr. Teiknistofunnar Háaleiti, dags. í júlí 1999. Samþykki meðeigenda (á teikn.) fylgir erindinu. Stærð: Stækkun sólskáli 7,9 ferm. og 19,8 rúmm. Gjald kr. 4.100 + 950"
24896 (04.67.400.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024896,Hraunberg 4,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir reyndarteikningum af húsinu nr. 4 við Hraunberg. Gjald kr. 4.800
24177 (01.15.321.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024177,Hverfisgata 71,"kvistur, verönd o.fl.br.",Frestað. Lagfæra skráningu.,"Að lokinni grenndarkynningu byggingarleyfisumsóknar er lögð fram umsókn þar sem sótt er um leyfi til að breyta innra fyrirkomulagi, útliti og fyrirkomulagi á lóðinni nr. 71 við Hverfisgötu. Skipulagi rishæðar verði breytt, skammbitaloft  fjarlægt þannig að opið verði í rjáfur, miðhluta þaks verði lyft sunnanmegin og komið fyrir tveimur gluggum og komið verði fyrir þakglugga að norðanverðu. Jafnframt verði bílastæði fært innar á lóð og komið fyrir verönd við norðvesturhlið hússins, samkv. uppdr. Studio Granda, dags. í nóvember 2001. Í húsinu verði atvinnustarfsemi.  Ennfremur er sótt um leyfi fyrir áður gerðum skúr úr bárujárni (matshl. 02) á lóðinni.  Bréf hönnuðar dags. 17. desember 2001 og 25. febrúar 2002 fylgja erindinu. Umsögn Borgarskipulags dags. 10. desember 2001 og umsögn burðarvirkishönnuðar dags. 12. des. 2001 fylgja erindinu. Málið var í grenndarkynningu frá 4. jan. til 1. febr. 2001. Athugasemdabréf barst frá Sigfúsi Kjaran, Lindargötu 58, dags. 29.01.02. Lögð fram umsögn Borgarskipulags, dags. 04.02.02. Stækkun: 0,7 ferm. og 5,6 rúmm. Gjald kr. 4.100 + 269"
24934 (01.17.400.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024934,Hverfisgata 84,Naglasnyrtistofa,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að innrétta snyrtistofu í verslunarrými í kjallara hússins á lóðinni nr. 84 við Hverfisgötu. Samþykki meðeigenda (á teikn.) fylgir erindinu. Gjald kr. 4.800
24849 (04.11.350.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024849,"9"">Jónsgeisli 23",nýbygging,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til þess að byggja tvílyft einbýlishús með innbyggðri tvöfaldri bílgeymslu á lóðinni nr. 23 við Jónsgeisla. Húsið er steypt í mót úr ""Argisol"" plasteiningum og steinað að utan með ljósu kvarsi. Stærð: Íbúð 1. hæð 122,2 ferm., 2. hæð 77,5 ferm., bílgeymsla 38,0 ferm. Samtals 237,7 ferm. og 796,6 rúmm. Gjald kr. 4.800 + 38.237"
24898 (02.34.130.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024898,Jötnaborgir 9-11,(11) bygging undir svalir,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja viðbyggingu undir svölum á austurhlið hússins nr. 11 á lóðinni nr. 9-11 við Jötnaborgir. Stærð: Viðbygging 16,5 ferm. og xx rúmm. Gjald kr. 4.800 + xx"
24940 (04.13.520.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024940,Kirkjustétt 26,"Stækka 1. hæð, br. útitr.o.fl.",Synjað. Samræmist ekki skilmálum. Höfundur hafi samband við embætti byggingarfulltrúa vegna staðsetningar húss á lóð.,"Sótt er um leyfi til þess að stækka 1. hæð einbýlishúss, breyta innra skipulagi, útliti austur- og vesturhliðar, útitröppum og  landaðlögun á lóð nr. 26 við Kirkjustétt. Jafnframt er erindi 24149 dregið til baka. Stærð: Íbúð 1. hæð var 98,1 ferm. verður 159,5 ferm., 2. hæð var 120,9 ferm. verður 116,2 ferm., bílgeymsla var 31,2 ferm. verður 47 ferm., samtals var hús 250,2 ferm. verður 322,7 ferm., 849,5 rúmm. verður 1041,2 rúmm. Gjald kr. 4.800 + 9.202"
24623 (01.15.240.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024623,Klapparstígur 13,"ósamþ. íb. í kj., reyndart.",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997 og með vísan til 15. gr. reglugerðar nr. 910/2000.,Sótt er um leyfi til þess að afmarka séreign (ósamþ. íb) í kjallara hússins á lóðinni nr. 13 við Klapparstíg. Samþykki nokkurra meðeigenda (ódags.) fylgir erindi. Skoðunarskýrsla byggingarfulltrúa dags. 5. janúar 2001 fylgir erindinu. Virðingargjörð dags. 21. september 1939 og afsal dags. 6. febrúar 1973 fylgja erindinu. Gjald kr. 4.800
24897 (01.15.150.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024897,Klapparstígur 18,breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að setja upp skyggni yfir hluta svala á annarri hæð og jafnframt stækka aðra hæð um  1,9 ferm., byggja  yfir hluta svala þriðju og fjórðu hæðar, framlengja þak rislofts yfir svalir fjórðu hæðar og byggja nýjar svalir og kvist á rislofti (5. hæð) hússins á lóð nr. 18 við Klapparstíg. Samþykki meðeigenda dags.11. apríl 2002 og umsögn Borgarskipulags dags. 7. september 2001 fylgja erindinu. Stærð: Stækkun 2. - 5. hæð 41,8 ferm. og 145,3 rúmm. Gjald kr. 4.800 + 6.974"
