nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
39759 (01.38.110.2),BN039759,Austurbrún 6,fjölgun eigna,Frestað. Vísað til athugasemda eldvarnaeftirlits.,Sótt er um leyfi til að skrá fjölbýlishús úr einni eign yfir í 71 eigna fjöleignahús á lóð nr. 6 við Austurbrún.  Gjald kr. 7.700
39913 (01.14.030.8),BN039913,Austurstræti 17,skilti,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að koma fyrir skilti á gafli verslunar- og skrifstofuhússins á lóð nr. 17 við Austurstræti.  Gjald kr. 7.700
39970 (01.26.120.1),BN039970,Ármúli 3,breyting á útliti bakhúss,Frestað. Vísað til athugasemda eldvarnaeftirlits.,Sótt er um leyfi til að breyta útliti með því að minnka opnanleg fög  og flytja til brunastiga í húsi á lóð nr. 3 við Ármúla.  Gjald kr. 7.700
39964 (01.18.411.0),BN039964,Bergstaðastræti 17,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að gera innri breytingar á 2. hæð sem fela í sér flutning á eldhúsi, að gera forstofu og endurskipuleggja baðherbergi í fjölbýlishúsi á lóð nr. 17 við Bergstaðastræti.  Gjald kr. 7.700"
39822 (04.94.110.2),BN039822,Bláskógar 3,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta óuppfyllta sökkla og gera nýja glugga á kjallara einbýlishússins á lóð nr. 3 við Bláskóga.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 29. maí 2009 fylgir erindinu.  Stækkun:  76,4 ferm., 197,3 rúmm.  Gjald kr. 7.700 + 15.192"
39879 (01.22.010.7),BN039879,Borgartún 10,breyta vínveitingaleyfi úr flokki 1 í flokk 2,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta flokkun veitingastaðarins Kaffitárs úr fl. I í fl. II á jarðhæð í húsinu nr. 10 á lóð nr. 8-16 við Borgartún.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 29. maí 2009 fylgir erindinu.  Gjald kr. 7.700
39982 (01.21.900.1),BN039982,Borgartún 27 og 31,breytingar á innra skipulagi,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir reyndarteikningum sem felst í ýmsum breytingum á innra skipulagi í atvinnuhúsnæðinu á lóð nr. 31 við Borgartún.  Bréf frá eiganda dags. 18. maí 2009 fylgir erindinu.  Gjald kr. 7.700
38971 (01.22.010.7),BN038971,Borgartún 8-16,breyting á innra skipulagi B1,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits. Bókun byggingarfulltrúa: Samþykkt með fyrirvara um útfærslu á bílastæðum framan við hús. Hvorki er verið að samþykkja fjölda né útfærslu. Fyrirkomulagi bílastæða er í vinnslu milli borgaryfirvalda og eiganda húss.,"Sótt er um leyfi til breytinga, sem orðið hafa á byggingartíma, á innra skipulagi 1. - 6. hæðar, svo og neðri kjallara verslunar- og skrifstofuhússins á lóð nr. 8-16 við Borgartún.   Jafnframt er erindi BN37056 dregið til baka.  Erindi fylgir brunahönnun frá Línuhönnun, reyndarskýrsla dags. 6. október 2008.  Gjald kr. 7.300 + 7.700"
39867 (04.37.000.2),BN039867,Brautarás 1-19,nr. 5-7 svalalokun,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja yfir svalir á 2. hæð raðhúsanna nr. 5 og nr. 7 á lóð nr. 1-19 við Brautarás.  Erindi fylgir samþykki meðlóðarhafa áritað á uppdrátt.  Stækkun hús nr. 5:  13,6 ferm., ?? rúmm.  Stækkun hús nr. 7:  13,6 ferm., ?? rúmm.  Samtals:  27,2 ferm., ?? rúmm.  Gjald kr. 7.700 + ??"
39966 (01.35.701.3),BN039966,Efstasund 42,bílskúr,"Synjað. Stærð bílgleymslu meiri en leyft er í deiliskipulagi, en þar er gert ráð fyri bílgeymslu að stærð 5 x 8 m.","Sótt er um leyfi til að byggja bílskúr með geymslu sem verður staðsteyptur á lóð nr. 42 við Efstasund.  Fyrirspurn BN039679 fylgir erindinu.  Stærð: 49,5 ferm. 148,0 rúmm.  Gjald kr. 7.700 + 11.396"
