nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
39637 (05.86.530.1),BN039637,Almannadalur 17-23,sameiginlegur afnotaréttur,Frestað. Óskað er nánari skýringa á málinu.,Sótt er um leyfi fyrir afmörkun á afnotarétti bílastæðaplans fyrir lóðir nr. 21 og 23 annars vegar og nr. 17 og 19 hins vegar við hesthús á lóð nr. 17-21 við Almannadal.  Gjald kr. 7.700
39656 (04.67.07-.-),BN039656,Austurberg 28-38,"hús nr. 34, breyting inni",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að taka gang í sameign á jarðhæð, þvottahús og geymslur og bæta við íbúðir 0102 og 0103 á jarðhæð í fjölbýlishúsi nr. 34 á lóð nr. 28-38 við Austurberg.  Sbr. fsp. BN038307 dags. 20. nóv. 2008 - Neikvætt.  Gjald kr. 7.700"
39630 (01.19.700.4),BN039630,Bergstaðastræti 66,endurnýjun á byggingaleyfi frá 20/2 2007,Frestað. Málinu vísað til umsagnar skipulagsstjóra þar sem það hefur áður verið grenndarkynnt.,"Sótt er um endurnýjun á byggingarleyfi nr. BN035398 dags. 20. feb. 2007, sem felst í að hækka þak á vesturhluta 1. hæðar, byggja kvist á norðaustur- og suðvesturþekju, rífa núverandi skúr á baklóð, byggja viðbyggingu við kjallara á vestari hluta  baklóðar og pall  að kjallara og 1. hæð suðvesturhliðar einbýlishússins á lóð nr. 66 við Bergstaðastræti.  Gjald kr. 7.700"
39569 (01.70.440.4),BN039569,Blönduhlíð 8,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að fjarlægja steyptan vegg í kjallara og koma fyrir járnbita og súlum undir loftplötu í staðinn í einbýlishúsi á lóð nr. 8 við Blönduhlíð.  Gjald kr. 7.700
39533 (01.22.010.7),BN039533,Borgartún 8-16 (14),matsölustaður 1. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta matsölustað á 1. hæð í austurenda verslunar- og skrifstofuhúsnæðis nr. 12-14 á lóð nr. 8-16  við Borgartún.  Meðfylgjandi er samþykki eigenda dags. 13.mars 2009.  Bréf frá efla um brunahönnun.  Gjald kr. 7.700 + 7.700
39633 (01.45.411.3),BN039633,Dugguvogur 3,breyta atvinnuhúsnæði í íbúð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að endurnýja byggingarleyfi nr. BN037063 dags. 4. mars 2008 sem felst í að setja svalir og þakglugga og breyta atvinnuhúsnæði í íbúð og vinnustofu á 2. og 3. hæð í húsi á lóð nr. 3 við Dugguvog.  Gjald kr. 7.700
39608 (01.45.400.2),BN039608,Dugguvogur 8-10,"nr. 10, breytingar inni og úti",Synjað. Umsótt notkun ekki í samræmi  við aðalskipulag Reykjavíkur 2001-2024.,Sótt er um leyfi til að breyta notkun skrifstofu- og lagerhúsnæðis í íbúðarhúsnæði á 2. hæð og bæta við aðgangsdyrum á austurhlið 1. hæðar hússins nr. 10 á lóð nr. 8-10 við Dugguvog.  Meðfylgjandi er samþykki meðeigenda fyrir ofangreindri starfsemi dags. okt. 2007 og mars 2008 ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 20. mars 2009.  Gjald kr. 7.700
39523 (01.85.010.1),BN039523,Efstaland 26,breyta innra skipulagi 0201 - pizzustaður,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta myndbandaleigu í flatbökustað með veitingaaðstöðu. Sett verður útloftunarrör á suðurhlið hússins á lóð nr. 26 við Efstaland.  Samþykki meðeiganda dags. 2. mars 2009.  Gjald kr. 7.700
39643 (01.18.660.1),BN039643,Freyjugata 24,breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi fyrir þegar gerðum breytingum á veggjum umhverfis eldhús í kjallara og flóttasvölum er sleppt á 1. hæð í gistiheimili á lóð nr. 24 við Freyjugötu.  Meðfylgjandi er brunahönnun, endurskoðuð dags. 5. mars 2009  Gjald kr. 7.700"
39586 (01.54.030.4),BN039586,Grenimelur 29,sþ. íbúð í kjallara,Frestað. Vantar skoðunarskýrslu byggingarfulltrúa vegna áður gerðrar íbúðar í kjallara. Umsækjandi skal óska skoðunar.,"Sótt er um leyfi fyrir núverandi stærð og staðsetningu bílskúrs, áður gerðri íbúð í kjallara og ýmsum fyrirkomulagsbreytingum á 2. hæð og í risi í fjölbýlishúsi á lóð nr. 29 við Grenimel.  Meðfylgjandi er ódagsett samþykki eigenda skráð á teikningar.  Einnig fylgir virðingargjörð dags. 25. október 1945 og afsal dags. 20. mars 1951.  Stækkun bílskúrs:  6,2 ferm. 16,7 rúmm.  Gjald kr. 7.700 + 1.286"
