nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
39637 (05.86.530.1),BN039637,Almannadalur 17-23,sameiginlegur afnotaréttur,Frestað. Vantar samþykki eins skráðs eiganda.,Sótt er um leyfi fyrir afmörkun á afnotarétti bílastæðaplans fyrir lóðir nr. 21 og 23 annars vegar og nr. 17 og 19 hins vegar við hesthús á lóð nr. 17-21 við Almannadal.  Bréf eigenda dags. 25. mars 2009 fylgir erindinu.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 17. apríl 2009 fylgir erindinu.  Gjald kr. 7.700
39689 (05.86.550.1),BN039689,Almannadalur 9-15,nr. 11 nýjar stærðir,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að skipta hestagerði í einingar í samræmi við eignarstærðir við hesthús á lóð nr. 11 við Almannadal.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 17. apríl  2009 fylgir erindinu.  Gjald kr. 7.700
39759 (01.38.110.2),BN039759,Austurbrún 6,fjölgun eigna,Frestað. Lagfæra skráningartöflu.,Sótt er um leyfi til að skrá fjölbýlishús úr einni eign yfir í 71 eigna fjöleignahús á lóð nr. 6 við Austurbrún.  Gjald kr. 7.700
39727 (04.60.350.3),BN039727,Álfab. 12-16/Þönglab.,Þönglabakki 1 -breyting á innra skipulagi,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi 2. hæðar í sjúkraþjálfunarmiðstöð í atvinnuhúsnæðinu á lóð nr. 1 við Þönglabakka.  Gjald kr. 7.700
39745 (04.60.350.3),BN039745,Álfab. 12-16/Þönglab.,Álfabakki 12 -breyting á einingu 0103,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi í bakaríi sem felast meðal annars í að koma fyrir  kaffiaðstöðu fyrir 62 manns inni sem og í yfirbyggðu svæði framan við aðstöðu bakarísins í einingu 0103 á  1. hæð í húsi á lóð nr. 12 við Álfabakka.  Bréf frá hönnuði dags. 30. mars 2009,  bréf frá stjórn svæðisfélags í Mjódd dags, 31, mars 2009 og samþykki húsfélagsins Álfabakka 12 dags. 23. mars 2009.  Gjald kr. 7.700"
39757 (01.43.220.1),BN039757,Álfheimar 29,reyndarteikningar v/eignaskiptayfirlýsingar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir reyndarteikningum vegna gerðar eignaskiptasamnings fyrir fjölbýlishús á lóð nr. 29 við Álfheima.  Gjald kr. 7.700
39585 (01.83.420.3),BN039585,"5"">Ásgarður  18-24",breyta í íbúð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að stækka glugga á suðurhlið og til að breyta rými 0204 í mhl 03 þar sem nú er skráð hársnyrtistofa í íbúð í sambýlishúsinu nr. 22-24 á lóð nr.  18-24 við Ásgarð.  Erindi fylgir samþykki sumra meðeigenda  Gjald kr. 7.700
39731 (01.52.140.5),BN039731,Boðagrandi 9,breyta gluggum og innra skipulagi (sjá bn038449),Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta innra skipulagi í nýsamþykktu erindi, BN038449 dags. 18. júní 2008, einnig til að minnka glugga og breyta litavali  úr ljósum marmaramulningi í dökkan íslenskan fjörusalla á leikskólanum á lóð nr. 9  við Boðagranda.  Með erindinu fylgir mæli- og hæðarblað.   Gjald kr. 7.700"
39533 (01.22.010.7),BN039533,Borgartún 8-16 (14),matsölustaður 1. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að innrétta matsölustað á 1. hæð í austurenda verslunar- og skrifstofuhúsnæðis nr. 12-14 á lóð nr. 8-16  við Borgartún.  Meðfylgjandi er samþykki eigenda dags. 13.mars 2009.  Bréf frá Efla um brunahönnun dags 26.mars 2009.  Gjald kr. 7.700 + 7.700+7.700
39750 (01.13.501.4),BN039750,Bræðraborgarstígur 3,gistiheimili,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,Sótt er um leyfi til að breyta kjallara og 1. hæð í gistiheimili í fjölbýlishúsi á lóð nr. 3 við Bræðraborgarstíg.   Gjald kr. 7.700
39622 (01.85.020.1),BN039622,Dalaland 1-11 2-16,nr. 3 byggja svalaskýli,Frestað. Vísað til athugasemda á umsóknarblaði. Er það í þriðja skiptið sem sömu athugasemdir eru gerðar.,"Sótt er um leyfi til að byggja svalaskýli við íbúð 0301 í fjölbýlishúsi á lóð nr. 3 við Dalaland.  Meðfylgjandi er samþykki flestra meðeigenda dags. feb. 2009  Stærðir 13,5 ferm., 36,5 rúmm.  Gjald kr. 7.700 + 7.700 + 2.811"
39735 (01.11.050.4),BN039735,Eyjarslóð 7,breytt innra fyrirkomulag,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir þegar framkvæmdum breytingum innanhúss á 1. og 2. hæð í iðnaðarhúsi á lóð nr. 7 við Eyjarslóð.  Gjald kr. 7.700
