nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
39321 (01.13.650.2),BN039321,Aðalstræti 6,"viðbygging, br inni á aðalst 6-8","Frestað. Þar sem að umsóknin tekur til þriggja lóða, skal skal leggja inn þrjár aðskildar umsóknir.","Sótt er um leyfi til að innrétta sem hótel, alls 75 herbergi, eldhús, matsali, starfsmannarými og tilheyrandi fylgirými,  meginhluta kjallara, allt bakhús, 2. 3. og 4. hæð verslunar- og skrifstofuhússins nr. 6 og 2. 3. og 4. hæð skrifstofuhússins nr. 8 við Aðalstræti.  Einnig er sótt um leyfi til að koma fyrir nýrri lyftu sem gengur frá kjallara upp á 4. hæð Aðalstrætis 6, til að endurbyggja Héðinshús á baklóð og til að opna milli Aðalstrætis 4, 6 og 8.  Erindi fylgir bréf hönnuðar, samþykki eigenda Mjóstrætis 5 vegna staðsetningar sorpgáma, innkeyrslu og aðkomu, brunahönnun frá VSI og samþykki meðeigenda í Aðalstræti 6, allt dags. 16. desember 2008.  Einnig fylgir endurskoðuð brunahönnun dags. 12. janúar 2009, beiðni um undanþágu frá fjölda herbergja fyrir fatlaða m. v. BR dags. 10. janúar 2009 og umsögn Aðgengis ehf. um þau herbergi sem ætluð eru fötluðum dags. 13. janúar 2009.  Stækkun:  3,6 ferm., 142,1 rúmm.  Gjald kr. 7.300 + 10.942"
39334 (01.43.430.1),BN039334,Álfheimar 74,breyta verslunarrými í veitingastað,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta rými 01-41 í matshl. 01 úr verslunarrými í veitingastað í verslunarmiðstöð á lóð nr. 74 við Álfheima.  Fyrirspurn sem fékk jákvæða umfjöllun 16. des. 2008 fylgir. Samþykki húseigenda dags 8. jan 2009  Gjald kr. 7.300
39377 (01.17.432.5),BN039377,Barónsstígur 27,breyta versl í íbúð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta verslunarrými 1. hæðar í íbúð með geymslu í kjallara  í húsi á lóð nr. 27 við Barónsstíg.  Gjald kr. 7.700
39344 (01.17.130.7),BN039344,Bergstaðastræti 4,breyting á geymslum,Frestað. Vísað til athugasemda á umsóknarblaði. Skoða verður hvort breyta þurfi skipulagi vegna svalagangs.,"Sótt er um leyfi til að breyta aðgengi að efri hæð Mhl. 02 með því að byggja svalir, breytt er eignarhaldi og skráningu á geymslu og anddyri í matshluta 01, allt í húsi á lóð nr. 4 við Bergstaðastræti.  Erindi fylgir samþykki meðlóðarhafa dags. 13. janúar 2009.  Gjald kr. 7.300"
34530 (00.00.000.0),BN034530,Bogahlíð 4,sólskáli á svölum þegar byggður,Frestað. Lagfæra skráningartöflu.,"Sótt er um leyfi til að byggja svalaskýli úr prófílum og tvöföldu sólgleri á hluta svala á fjölbýlishúsinu á lóðinni nr. 4 við Bogahlíð.  Meðfylgjandi er samþykki meðeigenda dags. feb. 2007  Stærðir 14 ferm., 39,2 rúmm  Gjald kr. 6.100 + 7.700.+ 2.862"
39349 (04.23.510.4),BN039349,Bröndukvísl 14,endurn á byggingarleyfi,Frestað. Umsækjandi skal láta vinna tillögu að breyttu deiliskipulagi sem grenndarkynnt verður þegar berst.,"Sótt er um endurnýjun á byggingarleyfi BN034103 sem samþykkt var 15. ágúst 2008, þar sem veitt var leyfi fyrir áður gerðri stækkun kjallara og leyfi til þess að stækka tengibyggingu á  1. hæð milli íbúðarhúss og bílskúrs á lóð nr. 14 við Bröndukvísl.  Ennfremur er sótt um minni háttar breytingu á sama  leyfi, það er að færa sorpgeymslu að lóðarmörkum.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 16. janúar 2009 fylgir erindinu.  Gjald kr. 7.700"
39155 (02.69.550.3),BN039155,Freyjubrunnur 29,stækkun og breyting 4. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að stækka og breyta efstu hæð fjölbýlishúss úr steyptum einingum á lóð nr. 29 við Freyjubrunn.  Stærðir: Stækkun 41,9 ferm., 321,2 rúmm.  Eftir stækkun samtals 874,5 ferm., 2.868,3 rúmm.  Gjald kr. 7.300 + 23.448"
39317 (01.80.700.1),BN039317,Furugerði 1,"breyta 9. hæð ,stækka 1. hæð",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að stækka 9. hæð og bæta þar við sex íbúðum og baðaðstöðu, einnig er sótt um að stækka matsal til suðurs á jarðhæð og fjölga bílastæðum við fjölbýlishús á lóð nr. 1 við Fururgerði.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 9. janúar 2009 fylgir erindinu. Sömu leiðis minnisblað burðarvirkishönnuðar dags. 6. janúar 2009 og bréf arkitekta dags. 12. janúar 2009.  Stækkun: Kjallari 30,4 ferm., 1. hæð 95,9 ferm., 9. hæð 426,7 ferm. Samtals stækkun 598,6 ferm., 3.353,4 rúmm.  Heildarstærð eftri stækkun. 5.466,9 ferm., 16.507 rúmm.  Gjald kr. 7.300 + 7.700 + 244.798"
39337 (01.13.652.5),BN039337,Garðastræti 17,breyta hluta í í búð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta í íbúð þess hluta teiknistofunnar sem er á 1. hæð í íbúðar- og atvinnuhúsinu á lóð nr. 17 við Garðastræti.  Meðfylgjandi er samþykki húsfundar.  Gjald kr. 7.300
39324 (01.11.730.6),BN039324,"24"">Geirsgata 3a-7c","nr 5, opinn glerskáli m/ markisu",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Þinglýsa skal ákvæðum í bréfi Faxaflóahafna um leigutíma fyrir útgáfu byggingarleyfis umækjanda ber að sækja árlega um endurnýjun byggingarleyfis og skal miða við útgáfudag byggingarleyfisins.,Sótt er um leyfi til að breyta uppbyggingu glerskála sbr. erindi BN038905 samþ. 7.10.2008 þannig að veggir verða opnanlegir að fullu og í þaki inndraganleg markísa við veitingahúsið Sægreifann á lóð nr. 5 við Geirsgötu 3a-7c.  Umsögn Faxaflóahafna frá 13. janúar 2009 fylgir erindinu.  Gjald kr. 7.300
