nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
39448 (00.00.000.0 02),BN039448,Almannadalur 11,"aðskilið byggingaleyfi fyrir hesthús nr. 11, rýmiseining, neðri hæð 0103 og efrihæð 0203, breyting á stiga 0103",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til skilja byggingarleyfi einingar 0103/0203 frá byggingarleyfi eininga 0101/0102 og 0102/0202 vegna mismunandi byggingarstöðu og breyta stiga í einingu 0103 í hesthúsi á lóð nr. 11 við Almannadal.  Gjald kr. 7.700
39348 (01.13.540.2),BN039348,Bárugata 35,svalir,Dregið til baka. Samanber bréf umsækjanda.,"Sótt er um leyfi til að byggja svalir, sbr. fyrirspurn BN039114 dags. 4.11. 2008, við miðjukvist á vesturhlið íbúðarhúss á lóð nr. 35 við Bárugötu.  Bréf umsækanda dags. 3. febrúar 2009 fylgir erindinu en þar er óskað að erindið sé dregið til baka.  Gjald kr. 7.700"
39352 (01.85.010.1),BN039352,Efstaland 26,breyta innra skipulagi fyrir 1. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi.,Sótt er um leyfi til að færa núverandi inngang framar í sameign og innrétta hluta af henni sem aðstöðu til kaffiveitinga og verður þannig hluti af bakaríi í verslunarhúsi á lóð nr. 26 við Efstaland.  Meðfylgjandi er yfirlýsing frá meðeiganda í húsi árituð á uppdrátt.  Gjald kr. 7.700
38868 (02.85.160.6),BN038868,Fannafold 145,garðskáli,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að bæta við glugga á vesturgafl og til að byggja garðskála úr gleri og timbri með einangruðu þaki á steyptum undirstöðum við parhús á lóð nr. 145 við Fannafold.  Stærðir stækkun: 29,5 ferm. 86,6 rúmm.  Samtals eftir stækkun: 280,1 ferm., 979,2 rúmm.  Gjald kr. 7.300 + 6.322"
39155 (02.69.550.3),BN039155,Freyjubrunnur 29,stækkun og breyting 4. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að stækka og breyta efstu hæð fjölbýlishúss úr steyptum einingum á lóð nr. 29 við Freyjubrunn.  Stærðir: Stækkun 41,9 ferm., 321,2 rúmm.  Eftir stækkun samtals 874,5 ferm., 2.868,3 rúmm.  Gjald kr. 7.300 + 23.448"
38629 (01.51.530.4),BN038629,Granaskjól 54-58,"nr 58 sólstofa, stækkun","Frestað. Vísað til athugasemda á umsóknarblaði. Nýjum uppdráttum vísað til skipulagsstjóra, til umsagnar.","Sótt er um leyfi til að byggja við húsið Granaskjól 58 sólstofu og stækka eldhús til norðurs.  Viðbygging 8,3 ferm., 24,41 rúmm.  Sólskáli 16,1 ferm., 56,6 rúmm  Stækkun samtals:  24,4 ferm., 78 rúmm.  Gjald kr. 7.300 + 6.008"
39284 (02.22.000.1),BN039284,Gufunes Áburðarverksm,"endurvinnsla, útgönguleið",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra skipulagi og innrétta endurvinnslu fyrir plastefni, til að koma fyrir tveimur nýjum gönguhurðum úr vélasal og til að byggja milliloft  í atvinnuhúsinu sem auðkennt er með fastanr. 203-8422, mhl. 01 merkt 0101 við Gufunes.  Stækkun:  34,8 ferm.  Gjald kr. 7.300"
39475 (01.14.030.3),BN039475,Hafnarstræti 18,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að staðsetja bar í austurhluta húss og breyta snyrtingum á karlasalerni í veitingarhúsi á lóð nr. 18 við Hafnarstæti.  Gjald kr.7.700
39476 (04.06.130.6),BN039476,Hamarshöfði 1,innrétta húsvarðaíbúð eignarnr. 0201,Synjað. Samræmist ekki ákvæðum byggingarreglugerðar vegna gluggastærðar sbr. gr.79 um stærð á gluggum.,Sótt er um leyfi til að innrétta húsvarðaíbúð á 2. hæð í atvinnuhúsnæðinu á lóð nr. 1 við Hamarshöfða.  Gjald kr. 7.700
39164 (01.62.880.1),BN039164,Hlíðarendi 2-6,flóðlýsingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um tímabundið leyfi fyrir flóðlýsingar við nýgerðan gervigrasvöll. Um er að ræða tíu 12 m möstur sem raða sér kringum völlinn á svæði knattspyrnufélagsins Vals á lóð nr. 2-6 við Hlíðarenda.  Bréf frá höfundi dags. 9. jan. 2009. Umsögn flugvalla-og leiðsögusviðs dags. 7. jan. 2009. Gögn frá ELFA verkfræðistofu dags. 15. des. 2008 um umhverfisáhrif flóðlýsingar.  Gjald 7.300 + 7.700
