nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
37128 (04.68.100.1),BN037128,Asparfell 2-12,loftnetabúnaður,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að setja upp búnað fyrir farsíma á fjölbýlishúsinu nr. 6 við Æsufell á lóð nr. 2-12 við Asparfell.  Samþykki dags. 6. júní 2007 fylgir. Annað samþykki f.h. húsfélagsins Æsufell 2-6 dags 8. ágúst 2008 fylgir einnig.  Gjald kr. 6.800
38812 (04.68.100.1),BN038812,Asparfell 2-12,nr. 2-6 fjölga bílastæðum,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að fjölga bílastæðum um 44 stæði við fjölbýlishús við Æsufell 2-6 á lóð nr. 2-12 við Asparfell  og nr. 2-6 við Æsufell.  Samþykki Húsfélags Æsufells 2, 4, 6 dags 11. júlí 2008 og Asparfells 2 - 12 dags. 2. mars 2009.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 5. september 2008 fylgir erindinu.  Gjald kr. 7.300 + 7.700"
39377 (01.17.432.5),BN039377,Barónsstígur 27,breyta verslun í íbúð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta verslunarrými 1. hæðar í íbúð með geymslu í kjallara  í húsi á lóð nr. 27 við Barónsstíg.  Samþykki meðeiganda dags. 8. mars 2009.  Gjald kr. 7.700
39533 (01.22.010.7),BN039533,Borgartún 8-16 (14),matsölustaður 1. hæð,Frestað. Vantar skráningartöflu.,Sótt er um leyfi til að innrétta matsölustað á 1. hæð í austurenda verslunar- og skrifstofuhúsnæðis nr. 12-14 á lóð nr. 8-16  við Borgartún.  Meðfylgjandi er samþykki eigenda dags. 13.mars 2009.  Bréf frá efla um brunahönnun.  Gjald kr. 7.700 + 7.700
29498 (01.13.100.5),BN029498,Brunnstígur 5,stakstæð vinnustofa,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að byggja steinsteypta vinnustofu með tyrfðu þaki, jafnframt er sótt um leyfi fyrir timburpalli milli íbúðarhúss og vinnustofu í hæð við aðalhæð íbúðarhússins og svala í vinnustofu og steypta veggi á lóðamörkum við einbýlishús á lóð nr. 5 við Brunnstíg.  Stærðir: 84,2 ferm., 258,7 rúmm.  Gjald kr. 7.700 + 19.920"
39622 (01.85.020.1),BN039622,Dalaland 1-11 2-16,byggja svalaskýli,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja svalaskýli við íbúð 0301 í fjölbýlishúsi á lóð nr. 3 við Dalaland.  Meðfylgjandi er samþykki þriggja meðeigenda dags. feb. 2009  Stærðir xxx ferm., xxx rúmm.  Gjald kr. 7.700 + xxx"
39608 (01.45.400.2),BN039608,Dugguvogur 8-10,"nr. 10, breytingar inni og úti",Frestað. Málinu vísað til umsagnar skipulagsstjóra.,Sótt er um leyfi til að breyta notkun skrifstofu- og lagerhúsnæðis í íbúðarhúsnæði á 2. hæð og bæta við aðgangsdyrum á austurhlið 1. hæðar hússins nr. 10 á lóð nr. 8-10 við Dugguvog.  Meðfylgjandi er samþykki meðeigenda fyrir ofangreindri starfsemi dags. okt. 2007 og mars 2008.  Gjald kr. 7.700
38883 (02.69.310.3),BN038883,Friggjarbrunnur 53,fjölbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja 4 - 6 hæða fjölbýlishús með sextíu og einni íbúð á bílakjallara fyrir 52 bíla úr forsteyptum einingum við Skyggnisbraut 2-6 á lóð nr. 53 við Friggjarbrunn.  Stærð:  Kjallari (bílageymslur)  2.095,3 ferm., 1. hæð 1.193,9 ferm., 2. hæð 1.235,6 ferm., 3. hæð 1.240,4 ferm.,   4. hæð 1.240,4 ferm., 5. hæð 770,5 ferm., 6. hæð  382 ferm.,   Samtals:  8.158,1 ferm., 25.069,6 rúmm. 52 bílastæði eru í bílgeymslu, 51á lóðum og við götu, samtals 103 stæði.  Gjöld kr. 7.300 + 7.700 + 1.930.359"
39491 (04.30.010.1),BN039491,Grjótháls 10,bón- og þvottastöð,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að byggja bón- og þvottastöð á einni hæð, að hluta til úr stálgrind klæddri pólýúretan samlokueiningurm, að öðru leyti úr staðsteyptri, járnbentri steinsteypu með flötu þaki á lóð nr.10 við Gjótháls.   Stærð: 599,9 ferm. og 2366,7 rúmm.  Gjald kr. 7.700 + 182.236"
39282 (04.11.240.5),BN039282,Grænlandsleið 9,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja viðbyggingu úr timburgrind, útveggir einangraðir og klæddir hvítri álklæðningu á parhúsi á lóð nr. 9 við Grænlandsleið.  Samþykki lóðarhafa dags. 22. feb. 2009.   Stækkun:  39.5 ferm. og 130 rúmm.  Gjöld kr. 7.300 + 9.490"
