nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
39420 (01.13.650.1),BN039420,Aðalstræti 4,innri breyting,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að opna yfir í Aðalstræti 6 í kjallara og á jarðhæð til að útvíkka rekstur hótelsins á lóð nr. 4 við Aðalstræti.  Gjald kr. 7.700
39321 (01.13.650.2),BN039321,Aðalstræti 6,"viðbygging, br inni á aðalst 6-8",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að innrétta sem hótel, alls 75 herbergi, eldhús, matsali, starfsmannarými og tilheyrandi fylgirými,  meginhluta kjallara, allt bakhús, 2. 3. og 4. hæð verslunar- og skrifstofuhússins nr. 6 og 2. 3. og 4. hæð skrifstofuhússins nr. 8 við Aðalstræti.  Einnig er sótt um leyfi til að koma fyrir nýrri lyftu sem gengur frá kjallara upp á 4. hæð Aðalstrætis 6, til að endurbyggja Héðinshús á baklóð og til að opna milli Aðalstrætis 4, 6 og 8.  Erindi fylgir bréf hönnuðar, samþykki eigenda Mjóstrætis 5 vegna staðsetningar sorpgáma, innkeyrslu og aðkomu, brunahönnun frá VSI og samþykki meðeigenda í Aðalstræti 6, allt dags. 16. desember 2008.  Einnig fylgir endurskoðuð brunahönnun dags. 12. janúar 2009, beiðni um undanþágu frá fjölda herbergja fyrir fatlaða m. v. BR dags. 10. janúar 2009 og umsögn Aðgengis ehf. um þau herbergi sem ætluð eru fötluðum dags. 13. janúar 2009.  Stækkun:  3,6 ferm., 142,1 rúmm.  Gjald kr. 7.300 + 10.942"
39423 (01.13.650.3),BN039423,Aðalstræti 8,br. inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta notkun úr skrifstofu í hótel á 2. 3. og 4. hæð atvinnuhússins á lóð nr. 8 við Aðalstræti.  Gjald kr. 7.700
39395 (01.14.040.7),BN039395,Austurstræti 12,endurnýjun á byggingarleyfi bn036307,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um endurnýjun á byggingarleyfi nr. BN036307 sem var samþykkt 3. júlí 2007. Sótt er um leyfi til að setja flaggstöng á norður- og suðurhlið hússins, ásamt opnanlegum fögum í atvinnuhúsið á lóð nr. 12 við Austurstæti.  Gjald kr. 7.700"
39348 (01.13.540.2),BN039348,Bárugata 35,svalir,Frestað. Skipulagsferli ólokið.,"Sótt er um leyfi til að byggja svalir, sbr. fyrirspurn BN039114 dags. 4.11. 2008, við miðjukvist á vesturhlið íbúðarhúss á lóð nr. 35 við Bárugötu.  Gjald kr. 7.700"
39344 (01.17.130.7),BN039344,Bergstaðastræti 4,breyting á geymslum,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta aðgengi að efri hæð Mhl. 02 með því að byggja svalir, breytt er eignarhaldi og skráningu á geymslu og anddyri í matshluta 01, allt í húsi á lóð nr. 4 við Bergstaðastræti.  Erindi fylgir samþykki meðlóðarhafa dags. 13. janúar 2009.  Gjald kr. 7.300"
39390 (01.71.301.7),BN039390,Blönduhlíð 25,textabreyting,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir textabreytingu sem fellst í að fella niður gólfniðurfall í baðherbergi í rishæð fjölbýlishússins á lóð nr. 25 við Blönduhlíð.  Gjald kr. 7.700
34530 (00.00.000.0),BN034530,Bogahlíð 4,sólskáli á svölum þegar byggður,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi.,"Sótt er um leyfi til að byggja svalaskýli úr prófílum og tvöföldu sólgleri á hluta svala á fjölbýlishúsinu á lóðinni nr. 4 við Bogahlíð.  Meðfylgjandi er samþykki meðeigenda dags. feb. 2007  Stærðir 14 ferm., 39,2 rúmm  Gjald kr. 6.100 + 7.700.+ 2.862"
39355 (01.35.100.1),BN039355,Brúnavegur 13,klefi v/ vatnsúðal,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að samningi vegna lóðar sé þinglýst fyrir útgáfu byggingarleyfis. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja klefa fyrir vatnsúðalagnir við norðurhlið D-álmu dvalarheimilisins á lóð nr. 13 við Brúnaveg.  Stækkun: 12,1 ferm., 30,9 rúmm.  Gjald kr. 7.700 + 2379"
39256 (01.82.600.3),BN039256,Byggðarendi 5,sótt um samþ. á áður gerðum framkv.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir áður gerðri framkvæmd þar sem rými inn af bílskúr er tekið í notkun og gluggar settir á norðurhlið einbýlishússins á lóð nr. 5 við Byggðarenda.  Stækkun: 76,7 ferm. og 182,2 rúmm.  Gjöld kr. 7.300 + 7.700 + 13.301"
