nr,url,heimilisfang,tegund,nidurstada,spurning
26501 (01.14.041.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026501,Aðalstræti 9,br. í 6 skrifst. á 2.h,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að skipta 2. hæð í sex sjálfstæðar  skrifstofueiningar auk áður samþykkts þjónusturýmis Íslandssíma, setja björgunarop í alla glugga skrifstofueininga 2. hæðar og breyta innra skipulagi ásamt endurbótum brunahólfunar stigahúss í kjallara hússins á lóð nr. 9 við Aðalstræti. Bréf frá stjórn húsfélagsins dags. 13. janúar 2003, umsögn gatnamálastjóra dags. 23. janúar 2003, útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 24. janúar og 17. október 2003, mótmæli meðeiganda dags. 27. febrúar 2003, afsal vegna eignar nú 0003 innfært 18. febrúar 2001, bréf meðeiganda dags. 7. mars 2003, ljósrit af bréfum eldvarnareftirlits dags. 1. ágúst 1997, 8. febrúar 1998 og 2. júní 2000, bréf Jóns Einars Jakobssonar lögmanns dags. 23. september 2003 og 20. október 2003, samþykki sumra meðeigenda  dags. 15. júní 2003 og minnisblað forstöðum. lögfræði- og stjórnsýslu skipulags- og byggingarsviðs dags. 5. nóvember 2003 fylgja erindinu. Gjald kr. 5.100"
27723 (01.18.000.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027723,Amtmannsstígur 2,br. inni og úti,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta innra fyrirkomulagi á öllum hæðum hússins á lóðinni nr. 2 við Amtmannsstíg. Í kjallara verði aðstaða fyrir nemendur en á efri hæðum vinnuaðstaða fyrir kennara Menntaskólans í Reykjavík. Jafnframt er á teikningum gerð grein fyrir áður gerðum breytingum sem gerðar voru samhliða viðhaldi utanhúss. Breytingarnar miða að því að færa húsið nær upprunalegu útliti. Umsögn Húsafriðunarnefndar dags. 4. september 2003 og umsögn Árbæjarsafns dags. 17. september 2003 fylgja erindinu. Gjald kr. 5.100
28182 (01.14.040.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028182,Austurstræti 12A,br. á brunavörnum,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi fyrir breytingum á brunavörnum o. fl. í húsinu nr. 12A við Austurstræti í framhaldi af athugasemdum sem gerðar voru við lokaúttekt. Bréf hönnuðar dags. 28. október 2003 fylgir erindinu. Gjald kr. 5.100
28365 (01.43.430.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028365,Álfheimar 74,breytingar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að setja upp brunahurð milli geymslu og eldhúss í aðstöðu Félags eldri borgara í kjallara Glæsibæjar á lóð nr. 74 við Álfheima. Gjald kr. 5.100
28397 (04.23.750.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028397,Árkvörn 6,br. inni v. lokaúttektar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að breyta hurðum, breyta eldvarnamerkingum og setja fastan bekk undir björgunarop frá leiðslugangi í 4. áfanga Ártúnsskóla á lóð nr. 6 við Árkvörn. Gjald kr. 5.100"
28359 (01.83.510.2 08),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028359,Ásgarður 163,nr. 163 gervihnattadiskur,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að koma fyrir kringlóttu fjarskiptaloftneti á suðurhlið hússins nr. 163 á lóðinni nr. 149-165 við Ásgarð. Loftnetið verði um 90 cm í þvermál. Erindinu fylgir samþykki nokkurra meðlóðarhafa. Gjald kr. 5.100
28291 (04.06.400.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028291,"1"">Bíldshöfði 10",gistiheimili,Synjað. Með vísan til umsagnar skipulagsfulltrúa dags. 12. nóvember 2003.,Sótt er um leyfi til að koma fyrir gistiheimili með 20 gistiherbergjum á efri hæð hússins nr. 10 við Bíldshöfða. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 14. nóvember 2003 og umsögn skipulagsfulltrúa dags. 12. nóvember 2003 fylgja erindinu. Gjald kr. 5.100
28394 (01.21.800.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028394,Borgartún 21 - 21A,nr.21A skilti á vesturhlið.,Frestað. Vísað til athugasemda á umsóknarblaði. Enn er vísað til svohljóðandi athugasemda vegna umsóknar nr. BN026560 frá 14. október 2003: Vísað til athugasemda eldvarnaeftirlits. Athugasemd varðar öryggi og skal lokið við málið án tafar.,"Sótt er um leyfi til þess að koma fyrir upplýstu skilti yfir inngangi á vesturhlið hússins nr. 21A við Borgartún. Stærð skiltis 0,45m x 2,82m, þ.e. 1,27 ferm. Gjald kr. 5.100"
27245 (00.00.000.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027245,Borgartún 5,br innra frkl mhl 03,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að hólfa húsið nr. 5 við Borgartún (matshl. 03) á lóðinni nr. 5 við Borgartún og 6 við Sætún í tvo hluta og gera litla skrifstofu í miðju húsi. Gerð er grein fyrir öllum matshlutanum vegna skráningar. Gjald kr. 5.100
28253 (01.24.220.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028253,Brautarholt 20,br. á 1. og 2. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að koma fyrir tveimur veitingastöðum á fyrstu og annarri hæð hússins nr. 20 við Brautarholt. Á fyrstu hæð verði einn veitingastaður í austurhluta (0101) og annar í vesturhluta (0102) og á milligólfi (0104) og vesturhluta annarrar hæðar (0202). Snyrtingar fyrir báða staðina verði  staðsettar í rými 0105 og flóttaleiðir að hluta um kjallara. Jafnframt er sótt um leyfi tl að koma fyrir nýrri flóttaleið frá annarri hæð um stálstiga við norðurhlið.   Gjald kr. 5.100
28375 (02.84.560.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028375,Brekkuhús 1,Sameining rýma á 2. h.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir innra fyrirkomulagi og til að opna tímabundið milli rýma nr. 0201 og 0202 í verslunarhúsinu nr. 1 við Brekkuhús.  Gjald kr. 5.100
28147 (04.94.830.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028147,Dalsel 19-35,33-35 reyndarteikningar,Frestað. Á milli funda.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu nr. 33-35 (matshl. 08 og 09) á lóðinni nr. 19-35 við Dalsel. Gerð er grein fyrir tveimur áður gerðum íbúðum í kjallara húss nr. 35. Afsalsbréf dags. 11. maí 1987, 10. desember 1996 og 11. apríl 2002 fylgja erindinu. (Afsalsbréf dags. 7. júní 1982 gerir grein fyrir einni fjögurra herbergja íbúð í suðurhluta kjallara.) Skoðunarskýrslur byggingarfulltrúa dags. 26. október 2003 (íbúð 0001) og 26. september 2000 (íbúð 0002) fylgja erindinu. Tölvubréf hönnuðar varðandi bílastæðamál dags. 15. nóvember 2003 (sbr. erindi 16429 samþ. 10. mars 1998) fylgir erindinu. Gjald kr. 5.100."
27884 (01.41.410.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027884,Drekavogur 10,breyta í tvær íbúðir,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að breyta einbýlishúsinu nr. 10 við Drekavog í tvíbýlishús með sjálfstæðum íbúðum á neðri og efri hæð (rishæð).  Erindinu fylgir bréf umsækjanda dags. 21. sept. 2003. Erindinu fylgir skýrsla Rannsóknarstofnunar byggingariðnaðarins vegna hljóðeinangrunar dags. 11. nóv . 2003. Greiða skal fyrir eitt bílastæði í flokki I Gjald kr. 5.100
28230 (04.94.730.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028230,Engjasel 52-68,(56-58) br. klæðning,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir áður gerði breytingum á svalasskýlum og tilhögun klæðningar á hússins nr. 56 og 58 (mhl 03 og 04) á lóðinni nr. 52-68 við Engjasel frá því sem samþykkt var 17. júlí 2001. Breytingin varðar deilingu glugga og klæðningu og einangrun á gaflveggjum. Klæðningarefni er ""alucobond"". Gjald kr. 5.100"
24269 (01.29.710.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024269,Fellsmúli 24-30,Anddyri í húsi nr. 24-26,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja skyggni og stækka anddyri á austurhlið hússins nr. 26 (matshluta 02) á lóðinni nr. 24-30 við Fellsmúla. Samþykki eigenda hússins nr. 24-26 dags. 6. nóvember 2003 fylgir erindinu. Stærð: Stækkun, anddyri 15,7 ferm. og 55,1 rúmm. Gjald kr. 4.800 + 2.810"
