nr,url,heimilisfang,tegund,nidurstada,spurning
28332 (01.18.000.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028332,Amtmannsstígur 6,leiðrétt uppmæling,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir leiðréttingum á herbergjastærðum, stiga, útliti og landaðlögun íbúðarhússins á lóð nr. 6 við Amtmannsstíg. Umboð hönnuðar frá öðrum eiganda hússins dags. 4. nóvember 2003 fylgir erindinu. Gjald kr. 5.100"
28353 (05.13.120.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028353,Andrésbrunnur 12-18,br. á eldhúsinnr.,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að breyta eldhúsinnréttingum í eldhúsum allra íbúða í húsi nr. 12 og öllum í húsi nr. 14 nema íbúðum 0202 og 0302 á lóð nr. 12-18 við Andrésbrunn. Gjald kr. 5.100
27796 (01.14.040.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027796,Austurstræti 10A,íb. á 5.hæð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að breyta skrifstofuhúsnæði í íbúð og útbúa tvennar svalir á fimmtu hæð hússins á lóðinni nr. 10A við Austurstræti. Jafnframt er sótt um leyfi fyrir gerfihnattadiski á suðurþekju hússins. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 17. október 2003 fylgir erindinu. Samþykki meðeigenda (á teikn.) fylgir erindinu. Gjald kr. 5.100
28328 (01.43.430.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028328,Álfheimar 74,br. í salark. eldri borgara,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997 Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að breyta brunakröfu á vegg milli kjötvinnslu og samkomusalar Félags eldri borgara ásamt brunakröfu á hurð að geymslu í andddyri sömu eignar í kjallara Glæsibæjar á lóð nr. 74 við Álfheima. Gjald kr. 5.100
28340 (01.13.010.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028340,Ánanaust 1,eldvarnarhurð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að koma fyrir eldvarnarhurð á fyrstu hæð milli húsa á lóðinni nr. 2 við Seljaveg og á lóðinni nr. 1 við Ánanaust. Gjald kr. 5.100
28308 (01.26.410.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028308,Ármúli 21,breyting inni - breyting úti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra fyrirkomulagi, breyta útliti norður- og suðurhliðar og breyta brunavörnum í húsinu á lóðinni nr. 21 við Ármúla. Gjald kr. 5.100"
28305 (01.26.520.1 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028305,Ármúli 31,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta lítillega innra fyrirkomulagi í kjallara og á fyrstu hæð og koma fyrir rýmingarleið á austurgafli hússins nr. 31 við Ármúla sem er matshluti 01 á lóðinni nr. 34 við Suðurlandsbraut. Gjald kr. 5.100
28301 (01.29.510.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028301,Ármúli 38,aðsetur fyrir trúfélag,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að breyta og nýta sem aðsetur trúfélags skrifstofuhúsnæði á þriðju hæð matshluta 03 á lóðinni nr. 38 við Ármúla. Gjald kr. 5.100
28310 (02.40.710.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028310,Bakkastaðir 111,endurn. byggingarleyfi,"Frestað. Lóðinni Bakkastöðum 111 var úthlutað þann 21. apríl 1998, varð lóðin byggingarhæf þann 11. september sama ár. Síðan eru liðin full 5 ár sem er langt fram fyrir tímafresti til framkvæmda sem tilgreindir voru í úthlutunarskilmálum. Með vísan til þess frestar byggingarfulltrúi afgreiðslu málsins og vísar því til umsagnar skrifstofustjóra borgarverkfræðings með þeirri spurningu hvort afturkalla eigi úthlutunina vegna þess að skilmálar um tímafresti til framkvæmda hafi ekki verið virtir.","Sótt er um endurnýjun byggingarleyfis 23227 frá 11. september 2001 þar sem sótt var um ""leyfi til þess að byggja einlyft einbýlishús með innbyggðri bílgeymslu á lóðinni nr. 111 við Bakkastaði.  Húsið er steinsteypt, einangrað og klætt utan með ál- og timburklæðningu."" Stærð: Íbúð 233,7 ferm., bílg. 25,9 ferm.  Samtals 259,6 ferm. og 939,1 rúmm. Gjald kr. 5.100 + 47.894"
28335 (01.19.201.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028335,Bergþórugata 14,reyndarteikning,Frestað. Vantar samþykki meðeigenda.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu á lóðinni nr. 14 við Bergþórugötu. Gerð er grein fyrir eignarhaldi, áður gerðum breytingum á innra fyrirkomulagi á öllum hæðum og breytingu á útliti þakhæðar. Gjald kr. 5.100"
28342 (01.82.020.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028342,Borgargerði 6,áður gerðar breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðum breytingum þar sem m.a. er gert grein fyrir kjallara undir hluta íbúðarhúss  ásamt skiptingu bílskúrs í tvær bílgeymslur og fyrir fjölgun bílastæða á lóð nr 6 við Borgargerði. Gjald kr. 5.100
28152 (01.23.110.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028152,Borgartún 30,br. eignask. á 6.h ofl,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að breyta innra skipulagi á 6. hæð atvinnuhússins á lóð nr. 30 við Borgartún. Gjald kr. 5.100
28162 (01.13.700.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028162,Bræðraborgarstígur 19,rishæð,Frestað. Lagfæra skráningu.,Sótt er um samþykki fyrir núverandi innra fyrirkomulagi á rishæð (5.hæð) hússins á lóðinni nr. 19 við Bræðraborgarstíg. Gjald kr. 5.100
28334,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028334,Byggðarendi 24,breytt skráning,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að skipta í tvo matshluta tvíbýlishúsi á lóð nr. 24 við Byggðarenda. Skráningarnúmerum á uppdráttum er breytt og tafla leiðrétt. Gjald kr. 5.100
27365 (01.35.000.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027365,Dalbraut 3,Viðb./sólsk.,Frestað. Grenndarkynningu ólokið.,"Sótt er um leyfi til þess að rífa sólskála á 2. og 3. hæð og byggja viðbyggingu úr timbri og áli við suðurhlið 2. og 3. hæðar fjöleignarhússins á lóð nr. 3 við Dalbraut. Bréf hönnuðar dags. 27. maí 2003 og samþykki meðlóðarhafa dags. 25. júlí 2003 fylgja erindinu. Stærð: Niðurrif sólskáli 2. hæð 59,6 ferm., sólskáli 3. hæð 18,3 ferm. Viðbygging verður 60,8 ferm., hvor hæð, samtals 126,6 ferm., 352,4 rúmm. Gjald kr. 5.100 + 17.972"
