nr,url,heimilisfang,tegund,nidurstada,spurning
27870 (01.55.329.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027870,Arnargata 4,geymsla og gl.,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að nýta sökkulrými undir nýju anddyri, hækka glugga á norðausturhlið og leiðrétta stærðir einbýlishússins á lóð nr. 4 við Arnargötu.  Gjald kr. 5.100"
27796 (01.14.040.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027796,Austurstræti 10A,íb. á 5.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta skrifstofuhúsnæði í íbúð á fimmtu hæð hússins á lóðinni nr. 10A við Austurstræti. Gjald kr. 5.100
27928 (01.18.450.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027928,Baldursgata 19,v. eignaskipta,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Samþykktin tekur ekki til timburklæðningar efst á framhlið.,Sótt er um samþykki fyrir núverandi innra skipulagi í báðum íbúðunum og leiðréttingu skráningar þar sem bakhús verður matshluti 02 í stað 70 áður á lóð nr. 19 við Baldursgötu. Gjald kr. 5.100
27978 (01.71.001.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027978,Barmahlíð 35,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðri íbúð á rishæð (3. hæð) hússins á lóðinni nr. 35 við Barmahlíð. Virðingargjörð dags. 9. mars 1950 fylgir erindinu. Umboð eiganda eignar 0301 dags. 3. september 2002 fylgir erindinu. Skoðunarskýrsla byggingarfulltrúa dags. 6. mars 2000 fylgir erindinu. Gjald kr. 5.100
27482 (01.67.201.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027482,Bauganes 7,reyndarteikningar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu nr. 7 við Bauganes. Gerð er grein fyrir þremur íbúðum í húsinu.  Virðingargjörð dags. 1. febrúar 1943 og íbúðarskoðun byggingarfulltrúa dags. 15. júlí 2003 fylgja erindinu. Bréf eiganda kjallaraíbúðar dags. 10. ágúst 2003 fylgir erindinu. Gjald kr. 5.100
27991 (01.13.540.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027991,Bárugata 35,breyting 2. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að útbúa franskar svalir á suðurhlið annarrar hæðar hússins á lóðinni nr. 35 við Bárugötu. Gjald kr. 5.100
27751 (05.13.440.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027751,Biskupsgata 11-19,raðhús m 5 íbúðum,Frestað. Sýna loftræsingu frá eldunarstað. Skipulagsferli ólokið.,"Sótt er um leyfi til þess að byggja raðhús á einni hæð úr steinsteypu með fimm íbúðum og með bílskúrsálmu suðaustan við hús á lóðinni nr. 11-19 við Biskupsgötu. Húsin verði einangruð að innan og pokapússuð og máluð að utan í hvítum lit. Bréf umsækjanda dags. 18. ágúst 2003 og bréf hönnuðar dags. 19. ágúst 2003 fylgja erindinu. Stærðir: MHL 01, 139,7 ferm. og 481,8 rúmm.; MHL 02, 140,3 ferm. og 483,8 rúmm.; MHL 03, 140,3 ferm. og 483,9 rúmm.; MHL 04, 140,3 ferm. og 483,9 rúmm.; MHL05, 140,2 ferm. og 458 rúmm.; MHL 06, 143 ferm. og 460,5 rúmm. Samtals 843,8 ferm. og 2.877,6 rúmm. Gjald kr. 5.100 + 146.757"
27887 (05.13.440.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027887,Biskupsgata 1-9,raðhús m 5 íbúðum,Frestað. Sýna loftræsingu frá eldunarstað. Skipulagsferli ólokið.,"Sótt er um leyfi til þess að byggja raðhús á einni hæð úr steinsteypu með fimm íbúðum og með bílskúrsálmu suðaustan við hús á lóðinni nr. 1-9 við Biskupsgötu. Húsin verði einangruð að innan og pokapússuð og máluð að utan í hvítum lit. Stærðir: MHL 01, 139,7 ferm. og 481,8 rúmm.; MHL 02, 140,3 ferm. og 483,8 rúmm.; MHL 03, 140,3 ferm. og 483,9 rúmm.; MHL 04, 140,3 ferm. og 483,9 rúmm.; MHL05, 140,2 ferm. og 458 rúmm.; MHL 06, 143 ferm. og 460,5 rúmm. Samtals 843,8 ferm. og 2.877,6 rúmm. Gjald kr. 5.100 + 146.757"
27750 (05.13.430.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027750,Biskupsgata 21-29,raðhús m 5 íbúðum,Frestað. Sýna loftræsingu frá eldunarstað. Skipulagsferli ólokið.,"Sótt er um leyfi til þess að byggja raðhús á einni hæð úr steinsteypu með fimm íbúðum og með bílskúrsálmu suðaustan við hús á lóðinni nr. 21-29 við Biskupsgötu. Húsin verði einangruð að innan og pokapússuð og máluð að utan í hvítum lit. Bréf umsækjanda dags. 18. ágúst og bréf hönnuðar dags. 19. ágúst 2003 fylgja erindinu. Stærðir: MHL 01, 139,7 ferm. og 481,8 rúmm.; MHL 02, 140,3 ferm. og 483,8 rúmm.; MHL 03, 140,3 ferm. og 483,9 rúmm.; MHL 04, 140,3 ferm. og 483,9 rúmm.; MHL05, 140,2 ferm. og 458 rúmm.; MHL 06, 143 ferm. og 460,5 rúmm. Samtals 843,8 ferm. og 2.877,6 rúmm. Gjald kr. 5.100 + 146.757"
27752 (05.13.430.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027752,Biskupsgata 31-39,raðhús m 5 íbúðum,Frestað. Sýna loftræsingu frá eldunarstað. Skipulagsferli ólokið.,"Sótt er um leyfi til þess að byggja raðhús á einni hæð úr steinsteypu með fimm íbúðum og með bílskúrsálmu suðaustan við hús á lóðinni nr. 31-39 við Biskupsgötu. Húsin verði einangruð að innan og pokapússuð og máluð að utan í hvítum lit. Bréf umsækjanda dags. 18. ágúst og bréf hönnuðar dags. 19. ágúst 2003 fylgja erindinu. Stærðir: MHL 01, 139,7 ferm. og 481,8 rúmm.; MHL 02, 140,3 ferm. og 483,8 rúmm.; MHL 03, 140,3 ferm. og 483,9 rúmm.; MHL 04, 140,3 ferm. og 483,9 rúmm.; MHL05, 140,2 ferm. og 458 rúmm.; MHL 06, 143 ferm. og 460,5 rúmm. Samtals 843,8 ferm. og 2.877,6 rúmm. Gjald kr. 5.100 + 146.757"
27374 (04.06.500.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027374,Bíldshöfði 18,veislusalur,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að koma fyrir veislusal fyrir allt að 80 manns í austurenda annarrar hæðar matshluta 03 (framhús) á lóðinni nr. 18 við Bíldshöfða, samkv. uppdr. Ólafs Ó. Axelssonar arkitekts, dags. 23.05.03. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 12. september 2003 fylgir erindinu. Samþykki nokkurra meðlóðarhafa fylgir erindinu. Gjald kr. 5.100"
27951 (01.21.800.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027951,Borgartún 21 - 21A,nr. 21A breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og starfrækja kaffihús í suðurhluta hússins nr. 21A á lóðinni nr. 21-21A við Borgartún. Gjald kr. 5.100
27854 (01.24.120.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027854, Brautarholt 2,br. inni og 5. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir leiðréttum stærðum kjallara og leyfi til þess að breyta innra skipulagi kjallara og 1.- 5. hæðar ásamt stækkun 5. hæðar og hækkun stigahúss matshluta 02 á lóð nr. 2 við Brautarholt. Stærð: Kjallari var 24,5 ferm., verður 19,5 ferm., 5. hæð var 260,7 ferm., verður xxx ferm. Gjald kr. 5.100 + xxx"
27984 (01.34.850.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027984,Dalbraut 14,breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta óuppfylltum sökkulrýmum í tvær geymslur og loftræstiklefa í kjallara hússins á lóðinni nr. 14 við Dalbraut. Stærð: Stækkun 130,8 ferm. og 395,7 rúmm. Gjald kr. 5.100 + 20.181"
27872 (02.84.400.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027872,Dalhús 41,"br. 1.h, eldh. fært",Frestað. Gera grein fyrir aðkomuleið að tæknirými á lofti.,Sótt er um leyfi til þess að breyta skógeymslu og geymslum í eldhús og breyta núverandi eldhúsi í skógeymslu á 1. hæð Húsaskóla á lóð nr. 41 við Dalhús. Bréf hönnuðar dags. 21. ágúst og 9. september 2003 ásamt teikningu verkfræðings fylgja erindinu. Gjald 5.100
27980 (01.70.221.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027980,Drápuhlíð 5,reyndarteikningar og íbúð í kj.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi og áður gerðri íbúð í kjallara hússins á lóðinni nr. 5 við Drápuhlíð. Bréf f.h. Húsfélagsins Drápuhlíð 5 (ódags.), íbúðaskoðun byggingarfulltrúa dags. 12. ágúst 2003 og virðingargjörð dags. 1. apríl 1951 fylgja erindinu.  Gjald kr. 5.100"
27717 (01.38.320.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027717,Dyngjuvegur 8,br. bílskúr,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að breyta bílskúr á 1. hæð í vinnuherbergi og setja glugga í stað bílskúrsdyra á norðausturhlið hússins á lóð nr. 8 við Dyngjuveg. Gjald kr. 5.100
27993 (00.00.000.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027993,Engjavegur 8,"br. inni, kj. undir mhl.02",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að hafa kjallara undir matshluta 02 með lager, eldhúsi, starfsmannaaðstöðu og snyrtingum ásamt breytingum á innra skipulagi viðbyggingar og breytingar og fjölgunar bílastæða á lóð nr. 8 við Engjaveg. Bréf hönnuðar dags. 9. september 2003 og brunahönnun 2. útgáfa dags. september 2003 fylgja erindinu. Stærð: Kjallari 279,1 ferm., stækkun 1.hæð 18,8 ferm., samtals stækkun 297,9 ferm., 765,2 rúmm. Gjald kr. 5.100 + 39.025"
27979 (04.30.400.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027979,Grjótháls 7-11,dyr á austurgafl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að setja tvennar dyr á austurgafl hússins á lóðinni nr. 7-11 við Grjótháls. Gjald kr. 5.100
27952 (01.85.530.1 02),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027952,Grundarland 3,sólstofa ofl.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja viðbyggingu milli íbúðarhúss og bílgeymslu, sólstofu við suðurhlið og valmaþak yfir flatt þak ásamt samþykki fyrir breytingum á gluggum á suðurhlið einbýlishúss nr. 3 á lóð nr. 1-7 við Grundarland. Stærð: Viðbygging xxx ferm. Gjald kr. 5.100"
26547 (04.11.420.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026547,Grænlandsleið 14,br. í tvíbýlishús,Frestað. Umsækjandi geri grein fyrir rétti sínum til lóðarinnar.,Sótt er um leyfi til þess að breyta tveggja hæða steinsteyptu einbýlishúsi með innbyggðri bílgeymslu í tvíbýlishús á lóðinni nr. 14 við Grænlandsleið. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 31. janúar 2003 fylgir erindinu. Gjald kr. 5.100
26548 (04.11.420.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026548,Grænlandsleið 16,br. í tvíbýlishús,Frestað. Umsækjandi geri grein fyrir rétti sínum til lóðarinnar.,Sótt er um leyfi til þess að breyta  tveggja hæða steinsteypt einbýlishúsi með innbyggðri bílgeymslu í tvíbýlishús á lóðinni nr. 16 við Grænlandsleið.  Útskrift úr gerðabók embættisafreiðslufundar skipulagsfulltrúa frá 31. janúar 2003 fylgir erindinu. Gjald kr. 5.100
26549 (04.11.420.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026549,>Grænlandsleið 18,Br. í tvíbýlihús,Frestað. Umsækjandi geri grein fyrir rétti sínum til lóðarinnar.,Sótt er um leyfi til þess að breyta tveggja hæða steinsteyptu einbýlishúsi með innbyggðri bílgeymslu í tvíbýlishús á lóð nr. 18 við Grænlandsleið. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 31. janúar 2003 fylgir erindinu. Gjald kr. 5.100
26550 (04.11.421.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026550,Grænlandsleið 20,Br. í tvíbýlishús,Frestað. Umsækjandi geri grein fyrir rétti sínum til lóðarinnar.,Sótt er um leyfi til þess að breyta tveggja hæða steinsteyptu einbýlishúsi með innbyggðri bílgeymslu í tvíbýlishús á lóð nr. 20 við Grænlandsleið.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 31. janúar 2003 fylgir erindinu. Gjald kr. 5.100
27781 (05.13.590.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027781,Gvendargeisli 106,breyting ,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og útliti einbýlishússins á lóðinni nr. 106 við Gvendargeisla. Leiðrétt skráningartafla fylgir erindinu. Gjald kr. 5.100
27901 (05.13.520.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027901,Gvendargeisli 18,einbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði þ.e. leiðrétta skráningu.,Sótt er um leyfi til að byggja einbýlishús úr steinsteypu á lóðinni nr. 18 við Gvendargeisla. Húsið verði byggt úr steinsteypu í einangrunarmót og sléttpússað. Neðri hluti þess verði málaður sementsgrár en efri hlutinn klæddur hvítu bárustáli og útbyggingar lagðar flísum. Stærðir: ca. 240 ferm. og 940 rúmm. Gjald kr. 5.100 + xx
27895 (02.35.230.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027895,Hamravík 80,"br. gl. á 1. h, innr. 1. og 2. h",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra skipulagi á 1. og 2. hæð og fjölga gluggum á norðvesturhlið 1. hæðar einbýlishússins á lóð nr. 80 við Hamravík. Gjald kr. 5.100
25323 (01.80.100.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN025323,Heiðargerði 15,yfirb. svalir og br. á bílskúr,Frestað. Vísað til fyrri athugasemda.,"Sótt er um samþykki fyrir áður gerðri yfirbyggingu yfir hluta svala á 2. hæð og fyrir áður gerðu anddyri við austurhlið ásamt leyfi til þess að stækka svalaskýli og stækka  bílskúr að útvegg íbúðarhússins á lóð nr. 15 við Heiðargerði. Samþykki eigenda Heiðargerðis 13 og 17 (á teikningu) og útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 18. júlí 2003 fylgja erindinu. Stærð: Áður gert anddyri 5,7 ferm., áður gert svalaskýli 7,5 ferm., samtals áður gert 13,2 ferm., 35 rúmm. Stækkun 2. hæðar 3,9 ferm., 9 rúmm., bílskúrs 6 ferm., 17,4 rúmm. Gjald kr. 4.800 + 2.947"
27989 (01.35.421.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027989,Hjallavegur 34-36,"nr. 36 breyting inni, kvistur",Frestað. Vísað til athugasemda á umsóknarblaði. Að þeim uppfylltum verður málið sent skipulagsfulltrúa til ákvörðunar um grenndarkynningu.,Sótt er um leyfi til breyta innra fyrirkomulagi og byggja ofanábyggingu á húsið nr. 36 á lóðinni nr. 34-36 við Hjallaveg. Stærðir: xx Gjald kr. 5.100 + xx
27815 (01.43.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027815,Holtavegur 23,utanhússklæðn. C-álma,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að breyta útliti glugga og klæða utan með álplötum C-álmu Langholtsskóla á lóðinni nr. 23 við Holtaveg. Umsögn VSO Ráðgjafar vegna útveggja dags. 27. mars 2003 fylgir erindinu. Gjald kr. 5.100
27773 (01.15.141.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027773,Hverfisgata 15,breytingar brunaþol hurða,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að breyta brunaþoli hurða í Þjóðmenningarhúsi á lóðinni nr. 15 við Hverfisgötu. Bréf eldvarnahönnuðar dags. 4. ágúst 2003 fylgir erindinu. Gjald kr. 5.100
