nr,url,heimilisfang,tegund,nidurstada,spurning
28575 (01.63.000.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028575,Aragata 10,skipta í tvær íbúðir,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og skrá sem tvær íbúðir húsið á lóðinni nr. 10 við Aragötu. Húsið er nú skráð sem ein eign en á samþykktum teikningum eru sýndar þrjár íbúðir í húsinu. Bréf umsækjenda dags. 11. nóvember 2003 sameignarsamningur dags. 17. maí 1961 og yfirlýsing dags. 1. febrúar 2000 fylgja erindinu. Gjald kr. 5.100
28544 (01.26.120.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028544,Ármúli 3,viðb. o.fl. breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja einnar hæðar léttbyggða viðbyggingu við norðvesturhorn húss að Ármúla (matshluta 01), setja upp hringhurð í anddyri á suðurhlið, skipta út gluggum á suður og vesturhlið 1. hæðar og breyta innra skipulagi á 1., 2., 4. og 5. hæð atvinnuhússins á lóð nr. 3 við Ármúla. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 19. desember 2003. Stærð: Viðbygging 49,9 ferm., xxx rúmm. Gjald kr. 5.100 + xxx"
28578 (01.29.510.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028578,Ármúli 42,endurnýjun á byggingarleyfi,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um endurnýjun byggingarleyfis nr. 26123 frá 19. nóvember 2002 þar sem sótt var um ""leyfi til þess að klæða með sléttum álplötum  framhúsið á lóðinni nr. 42 við Ármúla."" Ástandslýsing útveggja dags. 1. október 2002 fylgdi upphaflegu erindi. Gjald kr. 5.100"
26825 (02.42.240.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026825,Barðastaðir 7-11,"reyndarteikn 7, 9, 11",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir breytingu á útfærslu þaksvala  sem orðið hafa á byggingartímanum á húsunum nr. 7, 9 og 11 við Barðastaði. Jafnframt er sótt um leyfi fyrir breytingum á fyrirkomulagi merkinga á flóttaleiðum.  Bréf hönnuðar dags. 25. febrúar 2003 fylgir erindinu. Gjald kr. 5.100"
28556 (01.18.530.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028556,Bergstaðastræti 48,ný íbúð á 1. hæð,Synjað. Samræmist ekki ákvæðum byggingarreglugerðar.,Sótt er um leyfi til að koma fyrir íbúð í atvinnuhúsnæði (skrifstofur) í suðurhluta fyrstu hæðar hússins nr. 48 við Bergstaðastræti. Erindinu fylgir samþykki meðeigenda áritað á teikningu. Gjald kr. 5.100
28587 (01.18.600.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028587,Bergstaðastræti 55,br. á salarhæð,Frestað. Lagfæra skráningu.,Sótt er um leiðréttingu á salarhæð fjölbýlishússins vegna gerðar eignaskiptayfirlýsingar á lóð nr. 55 við Bergstaðastræti 55. Gjald kr. 5.100
28572 (01.18.031.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028572,Bergstaðastræti 7,klæðning,Frestað. Vantar samþykki lóðarhafa nr. 9B við Bergstaðastræti.,"Sótt er um leyfi til að klæða framhlið, suðurgafl o.fl. á húsinu nr. 7 við Bergstaðastræti. Notuð verði loftræst klæðning með einangrun og flísum í gulum og bláum lit sem næst því sem fyrir er og ljós álklæðning. Erindinu fylgir bréf burðarvirkjahönnuðar dags. 15. des. 2003. Gjald kr. 5.100"
27942 (01.27.300.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027942,Bólstaðarhlíð 10,svalir og fl. br.,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til þess að breyta innra skipulagi og útbúa svalir á suðurhlið rishæðar hússins á lóðinni nr. 10 við Bólstaðarhlíð. Jafnframt er gerð grein fyrir áður gerðri verönd íbúðar í kjallara hússins. Málið var í kynningu frá 7. október til 4. nóvember 2003. Engar athugasemdir bárust. Samþykki meðeigenda dags. 6. ágúst, 1. september og 3. september 2003 fylgja erindinu. Bréf hönnuðar dags. 17. nóvember og 2. desember 2003 fylgja erindinu. Gjald kr. 5.100"
28253 (01.24.220.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028253,Brautarholt 20,br. veitingast. á 1. og 2. hæð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að koma fyrir tveimur veitingastöðum á fyrstu og annarri hæð hússins nr. 20 við Brautarholt. Á fyrstu hæð verði einn veitingastaður í austurhluta (0101) og annar í vesturhluta (0102) ásamt milligólfi (0104) og vesturhluta annarrar hæðar (0202). Jafnframt er sótt um leyfi til þess að koma fyrir nýrri flóttaleið frá annarri hæð um stálstiga við norðurhlið.   Erindinu fylgir samþykki meðeigenda dags. 26. nóv. og 8. desember 2003 áritað á teikningu. Gjald kr. 5.100
28032 (01.81.7-9.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028032,Breiðagerði 20,viðbygging við skóla,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að byggja einnar til tveggja hæða steinsteypta viðbyggingu ásamt kjallara og lagnakjallara að suðurhlið Breiðagerðisskóla á lóð nr. 20 við Breiðagerði. Erindið var grenndarkynnt frá 15. október til 13. nóvember 2003. Engar athugasemdir bárust. Bréf hönnuðar ódags. og brunahönnun frá Línuhönnun  dags. í september 2003 fylgja erindinu Stærð: Samtals stækkun 1750,9 ferm., 4066,9 rúmm. Gjald kr. 5.100 + 207.412"
28562 (01.13.440.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028562,Bræðraborgarst 20,"reyndarteikningar
",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu á lóðinni nr. 20 við Bræðraborgarstíg vegna eignaskiptayfirlýsingar. Uppdrættir eru unnir skv. uppmælingu, gerð er grein fyrir tveimur íbúðum í húsinu. Virðingargjörð dags. 1. mars 1942 fylgir erindinu. Gjald kr. 5.100"
28563 (01.80.710.1 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028563,Espigerði 2,klæðning 8. og 9. hæð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að klæða útveggi suðurhluta hússins nr. 2 á lóðinni nr. 2-4 við Espigerði með lituðum álplötum. Klæðningin nái aðeins til áttundu og níundu hæðar hússins. Erindinu fylgir ástandsskýrsla vegna leka dags. nóv. 2003. Gjald kr. 5.100
28036 (01.55.420.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028036,Fálkagata 1,reyndarteikningar,Frestað. Vantar samþykki meðeigenda.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu á lóðinni nr. 1 við Fálkagötu. Gerð er grein fyrir breytingum á innra fyrirkomulagi á fyrstu hæð, útliti húss og áður gerðri íbúð á rishæð.  Skoðunarskýrslur byggingarfulltrúa dagsettar 18. apríl 1996 og 25. janúar 2002 fylgja erindinu. Bréf hönnuðar dags. 18. september 2003 fylgir erindinu. Skýrsla til rafmagnsstjórnar Reykjavíkur dags. 24. september 1968 og afsalsbréf dags. 6. ágúst 1971 fylgja erindinu. Gjald kr. 5.100"
27865 (01.55.421.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027865,Fálkagata 13,samþykki á íbúð á 1.h,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðri íbúð á 1. hæð fjöleignarhússins á lóð nr. 13 við Fálkagötu. Íbúðarskoðun byggingarfulltrúa dags. 5. júní 2003,  samþykki meðeigenda ódags., ljósrit af afsali eignar 0301 innfært 3. maí 2002 og ljósrit af afsali eignar 0102 (ósamþ. íb.) dags. 21. nóvember 2002 fylgja erindinu.  Bréf hönnuðar dags. 30. september og 28. október 2003 fylgja erindinu. Gjald kr. 5.100"
28580 (01.29.710.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028580,Fellsmúli 24-30,24  breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir breytingum á húsi nr. 24 á lóðinni nr. 24-30 við Fellsmúla. Gjald kr. 5.100
28569 (01.17.222.5 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028569,Frakkastígur 12,12 - breyta risíbúð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að breyta innra fyrirkomulagi á þriðju hæð hússins nr. 12 á lóðinni nr. 12-12A við Frakkastíg. Breytingarnar varða m.a. fluttning á  eldhúsi og baðherbergi frá því sem sýnt var á fyrri samþykkt 14. okt. 2003. Erindinu fylgir greinagerð hönnuðar vegna breytinga og önnur vegna burðarvirkja dags. 16. des. 2003. Gjald kr. 5.100
28568 (04.36.410.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028568,Fylkisvegur 6-8,Færa ljósamöstur,Frestað. Málinu vísað til umsagnar Orkuveitu Reykjavíkur vegna vatnslagna og til umsagnar gatnamálastofu vegna holræsalagna.,Sótt er um leyfi til að færa ljósamöstur við nýjan gervigrasvöll á lóðinni nr. 6-8 við Fylkisveg til vesturs og út fyrir mörk lóðar. Gjald kr. 5.100
28567,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028567,Geirsgata  verbúð 8,sjávarfangsvinnsla - skilti,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og koma fyrir skilti á verbúð 8 við Geirsgötu. Bréf Reykjavíkurhafnar dags. 16. desember 2003 fylgir erindinu. Gjald kr. 5.100
27623 (01.18.330.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027623,Grundarstígur 2,samþ. íbúð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að innrétta íbúð í einingu 0102 sem áður var verslun á 1. hæð fjöleignarhússins á lóð nr. 2 við Grundarstíg. Samþykki meðeigenda ódags. fylgir erindinu. Gjald kr. 5.100
28559 (01.55.2-9.9 10),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028559,Hagatorg 3 - Háskólabíó,breytingar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að stækka svið og fækka jafnframt sætum í fyrstu röð um sex í stóra sýningarsal Háskólabíós á lóðinni nr. 3 við Hagatorg. Gjald kr. 5.100
28449 (04.35.301.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028449,Hábær 34,forstofa og fleiri br.,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að byggja anddyrisviðbyggingu úr steinsteypu að suðausturhlið húss, byggja þak yfir verönd á norðvesturhlið og breyta innra fyrirkomulagi einbýlishúss á lóðinni nr. 34 við Hábæ. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 12. desember 2003 fylgir erindinu. Stærð: Viðbygging anddyri 7,0 ferm. og 16,78 rúmm. Gjald kr. 5.100 + 856"
28565 (01.24.441.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028565,"5"">Háteigsvegur 6",br. innandyra + gl. og hurð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess breyta innra skipulagi í sex íbúðir, setja glugga á suðurhlið 2. hæðar, útihurð á suðurhlið kjallara og breyta notkun bílskúrs úr íbúðarherbergi í tilsjónaraðstöðu í sambýlinu á lóð nr. 6 við Háteigsveg. Bréf framkvæmdarstjóra Styrktafélags vangefinna dags. 15. desember 2003 og staðfesting Securitas varðandi öryggiskerfi dags. 16. desember 2003 fylgja erindinu. Gjald kr. 5.100"
28284 (01.36.500.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028284,Hofteigur 30,áður gerð  íbúð kj.,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um samþykki fyrir áður gerðri íbúð í kjallara íbúðarhússins á lóð nr. 30 við Hofteig. Íbúðarskoðun byggingarfulltrúa dags. 17. desember 2003 fylgir erindinu. Gjald kr. 5.100
27701 (01.15.242.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN027701,Hverfisgata 45,reyndarteikningar,Frestað. Lagfæra skráningu.,Sótt er um leyfi fyrir núverandi innra fyrirkomulagi og skráningu íbúðarhúss með heimagistingu á lóðinni nr. 45 við Hverfisgötu. Gjald kr. 5.100
28581 (04.11.340.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN028581,Jónsgeisli 59,einbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja steinsteypt einbýlishús á tveimur hæðum með innbyggðri bílgeymslu einangrað og klætt utan með málmplötum, steinflísum og timbri á lóðinni nr. 59 við Jónsgeisla. Bréf hönnuðar dags. 16. desember 2003 fylgir erindinu. Stærð: Íbúð 1. hæð 134,0 ferm.. 2. hæð 100,0 ferm. Bílgeymsla 2. hæð 29,0 ferm. Samtals 263,0 ferm. og 871,0 rúmm. Gjald kr. 5.100 + 44.421"
