nr,url,heimilisfang,tegund,nidurstada,spurning
22641 (01.26.310.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022641,Ármúli 13 ,Breyting inni/úti,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um ýmsar breytingar á innra fyrirkomulagi á öllum hæðum og útliti hússins nr. 13 við Ármúla. Breytingar á útliti varða nýjar vestursvalir og stálstiga, nýja glugga á suður- og norðurhlið og breytingu á gluggum, allt á fjórðu hæð, ásamt tveimur fjarskiptadiskum á þaki. Gjald kr. 4.100"
22629 (01.29.040.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022629,Ármúli 2 ,Viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar Borgarskipulags vegna óljóss byggingarreits.,"Sótt er um leyfi til að byggja við húsið á lóðinni nr. 1 við Ármúla til austurs. Viðbygging yrði að mestu þriggja hæða, byggð úr steinsteypu með máluðum útveggjum og lituðum málmplötum á þaki og þakbrúnum. Stærðir: 1. hæð 437,6 ferm., 2. hæð 426,3 ferm., 3. hæð 426,3 ferm., 4. hæð 21,9 ferm., samtals 1312,1 ferm. og 4934,6 rúmm. Gjald kr. 4.100 + 202.318"
22445 (01.26.120.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022445,Ármúli 3 ,breytt fyrirkomulag inni,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að breyta innra skipulagi fyrstu hæðar í bakhúsi (matshl. 03) á lóðinni nr. 3 við Ármúla. Jafnframt er erindi 20466 fellt úr gildi. Bréf hönnuða dags 8. janúar 2001 fylgir erindinu. Gjald kr. 4.100
22659 (01.21.910.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022659,Borgartún  35-37,"bílag.stækk.,br.afst. húss,lyfta",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að stækka opna bílgeymslu undir bílaplan á norðurhluta lóðar, breyta afstöðu húss og bæta við lyftu með tilheyrandi breytingum á innra skipulagi allra hæða húss nr. 35 á lóð nr. 35-37 við Borgartún. Stærð: Hús verður kjallari 489,7 ferm., 1. hæð 569,5 ferm., 2.-5. hæð 554,6 ferm. hver hæð, 6. hæð 255,1 ferm., samtals verður hús 3532,7 ferm., 12064,1 rúmm. Stækkun 11,8 ferm., 36,8 rúmm. (Opin bílgeymsla var 964,8 ferm. verður 1423,4 ferm., var  2685,8 rúmm. verður 3899,3 rúmm.)"
22656 (01.16.233.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022656,Brávallagata 24 ,Íbúð á rishæð,Frestað. Skoðist milli funda.,Sótt er um leyfi til að afmarka séreignaríbúð í risi hússins nr. 24 við Brávallagötu. Gjald kr. 4.100
22676 (02.42.530.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022676,Brúnastaðir 51 ,Breytingar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Vottun eininga skal skila fyrir úttekt á botnplötu.,Sótt er um leyfi til þess að breyta byggingaraðferð útveggja hússins á lóðinni nr. 51 við Brúnastaði. Notast verður við forsteyptar samlokueiningar í stað staðsteyptra veggja. Útlit hússins breytist lítillega (einingaskil) en innra skipulag er óbreytt. Gjald kr. 4.100
22282 (02.57.620.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022282,Bæjarflöt 17 ,Rými 0203 -dagvistun f. fatlaða.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að koma fyrir brunastiga á austurhlið og innrétta dagvistun fyrir einhverfa einstaklinga í rými 0203 á annarri hæð hússins á lóðinni nr. 17 við Bæjarflöt. Í rýminu er gert ráð fyrir sjö dagvistarplássum og fjórum starfsmönnum. Gjald kr. 4.100
22351 (04.68.300.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022351,Drafnarfell 2-18,nr.14-18 Breytingar,Frestað. Vantar samþykki meðeigenda.,"Sótt er um leyfi til þess að breyta innra skipulagi, starfsemi og útliti á suður-, austur- og norðurhlið hússins nr. 14-18 (matshl. 07) á lóðinni nr. 2-18 við Drafnarfell. Gjald kr. 4.100"
22651 (04.03.520.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022651,Eldshöfði 5 ,Hækkun frá síðustu samþ.,Frestað. Vísað til athugasemda á umsóknarblaði. Skoðist á staðnum á milli funda.,"Sótt er um leyfi til að hækka húsið á lóðinni nr. 5 við Eldshöfða frá því sem samþykkt var 13. apríl 1999, til samræmis við aðliggjandi hús. Jafnframt er sótt um stækkun á milligólfum og um björgunarop á norðurvegg. Nýjar stærðir: 1. hæð með millgólfum 259.4 ferm. (aukning 22), rúmmál 1545 rúmm. (aukning 245.4). Gjald kr. 4.100 + 10.061"
22678 (01.36.730.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022678,Engjateigur 17-19,Snyrtistofa,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að innrétta snyrtistofu í rými 0103 í húsinu nr. 17 á lóðinni nr. 17-19 við Engjateig.  Umsögn borgarlögmanns dags. 8. febrúar 2001 og bréf Málflutningsskrifstofunar dags. 23. febrúar 2001 fylgja erindinu. Afrit af fundargerð húsfundar þann 26. febrúar fylgir erindinu. Gjald kr. 4.100
