nr,url,heimilisfang,tegund,nidurstada,spurning
24258 (01.14.050.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024258,Austurstræti 18,endurn. á bygg.l. frá 13.12.01,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Athygli umsækjanda er vakin á því að enn er ólokið kærumeðferð málsins. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um endurnýjun á byggingarleyfi sem samþykkt var í skipulags- og byggingarnefnd 13. des. 2000 varðandi breytingar á framhlið hússins nr. 18 við Austurstræti, ofanábyggingu, þaksvölum o.fl., sbr. erindi nr. 24258. Stærðir: Glerskáli og stækkun 3. hæðar 45 ferm., 233,9 rúmm. Gjald kr. 4.800 + 11.227"
24171 (01.43.020.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024171,Álfheimar  2-6,hús nr. 6 - snyrtistofa,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að innrétta snyrtistofu í einingu 0203 í húsi nr. 6 á lóð nr. 2-6 við Álfheima. Gjald kr. 4.100
23591 (02.40.410.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN023591,Barðastaðir 73,leiðr. teikningar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um samþykki fyrir breytingum á gluggum á  suðurhlið, fyrir breytingu á stærð geymslu ásamt breytingu á klæðningu útveggja og þaks á einbýlishúsi á lóð nr. 73 við Barðastaði. Gjald kr. 4.100"
24248 (01.19.011.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024248,Barónsstígur 22,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir reyndarteikningum af húsinu nr. 22 við Barónsstíg. Á teikningum eru sýndar tvær sjálfstæðar íbúðir. Gjald kr. 4.800
24108 (01.67.410.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024108,Bauganes 16,einbýlishús,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Fyrirvari er gerður vegna dælingar úr kjallara sem verði á kostnað eiganda.,"Að lokinni afgreiðslu skipulags- og byggingarnefndar 21. nóvember 2001 er lögð fram að nýju umsókn þar sem sótt er um leyfi til þess að byggja einbýlishús að hluta á tveimur hæðum, með innbyggðri bílgeymslu, allt einangrað að utan og klætt múrkerfi og steinflísum á lóð nr. 16 við Bauganes. Jafnframt er umsókn nr. 23428 dregin til baka. Tölvupóstur frá hönnuði dags. 14. nóvember 2001 fylgir erindinu. Bréf hönnuðar dags. 27. nóvember 2001 fylgir erindinu. Stærð: Íbúð 1. hæð 62,0 ferm., 2. hæð 144,6 ferm., bílgeymsla 25,5 ferm. Samtals 232,1 ferm. og 736,5 rúmm.  Gjald kr. 4.100 + 35.352"
24253 (01.18.030.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024253,Bergstaðastræti 13,Hækkun,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að byggja inndregna þakhæð (4. hæð) með tveimur íbúðum ofan á húsið á lóðinni nr. 13 við Bergstaðastræti. Stærð: xx Gjald kr. 4.800 + xx
24193 (01.14.311.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024193,Bjarkargata 14,"Svalaskýli á 1. h, br innra frkl",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja svalaskýli á svölum fyrstu hæðar hússins nr. 14 við Bjarkargötu. Jafnframt er sótt um samþykki fyrir áður gerðum breytingum á innara fyrirkomulagi, eignaafmörkun og skráningu hússins. Erindinu fylgir samþykki lóðarhafa dags. 10. des. 2001. Stærð svalaskýlis: xx Gjald kr. 4.800 + xx"
24250,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024250,Bláfjöll,Bláfjallaskáli br. og brunav.uppdrættir,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir breytingum á innra fyrirkomulagi og brunavörnum í skíðaskála Bláfjallanefndar í Bláfjöllum. Gjald kr. 4.800
24115 (01.21.810.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN024115,Borgartún 29,Br. á innra norðurhluta,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra fyrirkomulagi, útliti, afmörkun eignarhluta og skráningu norðurhluta hússins nr. 29 við Borgartún. Samþykki allra nema eins húseigenda dags. 10. okt. 2001 og ódags. samþykki eins eiganda fylgir erindinu.  Gjald kr. 4.100"
20774 (01.23.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN020774,Borgartún 32,Breyta rishæð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að byggja kvist og hækka neyðarstiga á vesturhlið og breyta rishæð hússins á lóðinni nr. 32 við Borgartún úr geymslu í fundarsal fyrir 15-20 manns.  Málinu fylgir greinagerð vegna brunavarna dags. 27. mars 2001. Stærð: Stækkun, kvistur 4,84 ferm. og 13,35 rúmm. Gjald kr. 4.100 +547"
