nr,url,heimilisfang,tegund,nidurstada,spurning
Þetta gerðist:,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015373,Ármúli 28,Uppfærsla á teikningum,Frestað. Lóðauppdráttur ekki í samræmi við mæliblað. Gera grein fyrir fjölda bílastæða. Gera grein fyrir skábraut og inngangi.,Sótt er um leyfi fyrir áður gerðum breytingum innanhúss (reyndarteikningar)  og að klæða bakhús með loftræstri steindri klæðningu á lóðinni nr. 28 við Ármúla. Gjald kr. 2.387
"15373 (01.01.292.103) Ármúli 28,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013967,Ármúli 30,Breytingar,Frestað. Lóðauppdráttur ekki í samræmi við mæliblað. Gera grein fyrir fjölda bílastæða.  Gera grein fyrir skábraut. Veggur í lóðamörkum að austan verður að fara.,Sótt er um leyfi til þess að klæða með steindum plötum bakbyggingu á lóðinni nr. 30 við Ármúla og koma fyrir skábraut á gangstétt við aðaldyr. Gjald kr. 2.387.oo.
"13967 (01.01.292.104) Ármúli 30,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015284,Ásvallagata 9,Hjólageymslu og hluta af gangi breytt úr séreign í sameign og fleira.,Samþykkt.,Sótt er um leyfi til að breyta innra skipulagi rishæðar og kjallara vegna eignaskipta í húsinu á lóðinni nr. 9 við Ásvallagötu. Gjald kr. 2.387 Samþykki meðeigenda fylgir á teikningu. Samþykkt  29. júlí 1997.
"15284 (01.01.162.305) Ásvallagata 9,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015175,Ásvallagata 63,Breyta íbúðum á 1. hæð og 2. hæð í eina íbúð og setja stiga milli hæða innan íbúðanna.,Samþykkt. Leiðrétta skal skráningartöflu áður en eignaskiptasamningur er gerður.,Sótt er um leyfi til að sameina tvær íbúðir á 1. og 2. hæð í eina íbúð á lóðinni nr. 63 við Ásvallagötu. Samþykki meðeiganda dags. 16.06.1997 fygir erindinu. Gjald kr. 2.387
"15175 (01.01.139.306) Ásvallagata 63,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015478,Bergþórugata 31,Svalir á austurhlið,Samþykkt.,Sótt er um leyfi til þess að setja svalir á austurhlið rishæðar hússins á lóðinni nr. 31 við Bergþórugötu. Gjald kr. 2.387
"15478 (01.01.190.322) Bergþórugata 31,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015453,Borgartún 3,Skilti,Samþykkt.,Sótt er um leyfi til þess að setja upp skilti á götuhlið hússins á lóðinni nr. 3 við Borgartún. Gjald kr. 2.387 Samþykki meðeigenda dags. 18. júlí 1997 fylgir erindinu.
"15453 (01.01.216.202) Borgartún 3,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015461,Brúarvogur 2,br. frá fyrv. byggingarl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta áður samþykktu atvinnuhúsnæði úr steinsteypu á lóðinni nr. 2 við Brúarvog. Gjald kr. 2.387 Ódagsettir minnispunktar hönnuðar fylgja erindinu.
"15461 Brúarvogur 2,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015418,Efstasund 10,Breyting vegna eignaskipta,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir breytingu á eignarhluta vegna eignaskipta í húsinu á lóðinni nr. 10 við Efstasund. Gjald kr. 2.387
"15418 (01.01.355.013) Efstasund 10,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015449,Efstasund 45,Breyting á þaki og smá stækkun á eldhúsi.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að hækka þak og stækka áður samþykkta viðbyggingu við húsið á lóðinni nr. 45 við Efstasund. Stækkun: 25,6 rúmm. Gjald kr. 2.387 + 611"
"15449 (01.01.357.310) Efstasund 45,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN014968,Eyjabakki 2-16,klæðning,Samþykkt.,Sótt er um leyfi til þess að klæða suðurgafla hússins á lóðinni nr. 2-16 við Eyjabakka með sléttri klæðningu. Gjald kr. 2.387 Bréf dags. 20. maí 1997 fylgir erindinu. Málinu fylgir ný skýrsla um ástand útveggja dags. 20. maí og 1. júní 1997.
"14968 (01.04.630.102) Eyjabakki 2-16,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015510,Hjallavegur 5,Byggja bílskúr ofl.,Frestað.,"Sótt er um leyfi til þess að rífa eldri bílskúr og byggja nýjan og að byggja útitröppur við norðurhlið hússins á lóðinni nr. 5 við Hjallaveg. Stærð: 36 ferm., 107,5 rúmm. Gjald kr. 2.387"
"15510 (01.01.353.205) Hjallavegur 5,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015382,Hraunteigur 24,Leiðrétting/breytingar á innra skipulagi og uppmæling vegna gerðar eignaskiptayfirlýsingar og fleira.,Frestað. Með vísan til umsagnar Borgarskipulags.,"Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi vegna eignaskipta, útlitsbreytingu og um leyfi fyrir fyrirkomulagi bílastæða á lóðinni nr. 24 við Hraunteig. Gjald kr. 2.387 Málinu fylgir umsögn Borgarskipulags dags. 8. ágúst 1997."
"15382 (01.01.361.105) Hraunteigur 24,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015421,Hverfisgata 106,"Br. á íb. í kj. hurð, glugga ofl.",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að endurinnrétta íbúð í kjallara hússins á lóðinni nr. 106 við Hverfisgötu og breyta gluggum. Gjald kr. 2.387 Samþykki meðeigenda fylgir erindinu.
"15421 (01.01.174.112) Hverfisgata 106,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015463,Hverfisgata 18,Stækkun á kvisti,Frestað. Málinu vísað til umsagnar Borgarskipulags. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að stækka kvist á 3. hæð og breyta lítillega innréttingu á 3. hæð í húsinu á lóðinni nr. 18 við Hverfisgötu. Gjald kr. 2.387  Samþykki eigenda Hverfisgötu 16, dags. 6. ágúst fylgir erindinu."
"15463 (01.01.171.005) Hverfisgata 18,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015459,Hverfisgata 44,"Br, inni",Samþykkt. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi í húsi Samhjálpar á lóðinni nr. 44 við Hverfisgötu. Gjald kr. 2.387
"15459 (01.01.172.003) Hverfisgata 44,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015361,Háteigsvegur 7,br. á innréttingum,Samþykkt.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi á 1. og 2. hæð í húsinu á lóðinni nr. 7 við Háteigsveg. Gjald kr. 2.387
"15361 (01.01.244.302) Háteigsvegur 7,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015423,Hátún 35,Endurbyggja og stækka bílskúra,Frestað. Með vísan til umsagnar Borgarskipulags og athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að endurbyggja og stækka bílskúr og geymslu á lóðinni nr. 35 við Hátún. Stækkun: 29,4 ferm., 79,4 rúmm. Gjald kr. 2.387 + 1.895 Samþykki eigenda Hátúns 33, 37 og Miðtúns 66 fylgja erindinu. Málinu fylgir umsögn Borgarskipulags dags. 11. ágúst 1997."
"15423 (01.01.235.116) Hátún 35,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015255,Höfðatún 4,"Núverandi horf v/eignaskiptas,",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir núverandi fyrirkomulagi hússins vegna eignaskiptasamnings á lóðinni nr. 4 við Höfðatún. Gjald kr. 2.387
"15255 (01.01.220.102) Höfðatún 4,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015470,Laugarásvegur 17,Áður gerð íbúð á jarðhæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðri íbúð á 1. hæð í húsinu á lóðinni nr. 17A við Laugarásveg. Gjald kr. 2.387 Samþykki meðeigenda dags. 25. júlí 1997 fylgir erindinu. Skoðunarskýrsla byggingarfulltrúa fylgir erindinu.
"15470 (01.01.380.405) Laugarásvegur 17,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015457,Laugavegur 18,Stigi ,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að steypa stiga á milli efri og neðri kjallaraplötu í húsinu á lóðinni nr. 18 við Laugaveg. Gjald kr. 2.387
"15457 (01.01.171.501) Laugavegur 18,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015334,Leirubakki 2-16,Sótt er um leyfi til klæðningar á húsinu.,Samþykkt.,Sótt er um leyfi til þess að klæða húsið á lóðinni nr. 2-16 við Leirubakka að utan með sléttri  klæðningu (stenex). Gjald kr. 2.387 Ástandsskýrsla Línuhönnunar dags. mars 1996 fylgir erindinu og fundargerð húsfélagsins frá 28. maí 1997.
"15334 (01.04.633.301) Leirubakki 2-16,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015476,Markarvegur 9,gluggar á kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að setja glugga á kjallara hússins á lóðinni nr. 9 við Markaveg. Gjald kr. 2.387
"15476 (01.01.846.305) Markarvegur 9,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015462,Miðtún 86,Kvistur og íbúð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að hækka kvist á suðurhlið, bæta við kvistum á norðurhlið og fá samþykkta áður gerða íbúð í risi hússins á lóðinni nr. 86 við Miðtún. Stækkun: 17,1 rúmm. Gjald kr. 2.387 + 408 Samþykki meðeigenda dags. 8. ágúst 1997 fylgir erindinu. Skoðunarskýrslur byggingarfulltrúa dags. 30. júní 1997 og vottorð heilbrigðiseftirlitsins dags. 30. júní 1997 fylgja erindinu."
"15462 (01.01.235.112) Miðtún 86,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015466,Rauðalækur 6,Bílastæði,Frestað. Gera grein fyrir umsókn. Málinu vísað til umsagnar Borgarskipulags.,Sótt er um leyfi til þess að koma fyrir tveimur bílastæðum á lóðinni nr. 6 við Rauðalæk. Gjald kr. 2.387
"15466 (01.01.343.303) Rauðalækur 6,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015485,Salthamrar 2,Sótt um að setja girðingu.,Samþykkt. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til þess að reisa skjólvegg úr timbri innan og utan lóðamarka við lóðina nr. 2 við Salthamra. Gjald kr. 2.387
"15485 (01.02.293.301) Salthamrar 2,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015469,Skipholt 29,"br. á matshluta 2 og endurn, á byggingarl. íbúðar á 3 hæð",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra fyrirkomulagi í matshluta 02, koma fyrir íbúð á 3. hæð og setja kvist á suðurhlið hússins á lóðinni nr. 29 við Skipholt. Gjald kr. 2.387"
"15469 (01.01.250.112) Skipholt 29,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015405,Skútuvogur 6 - Vörugeymsla,Skemma,Samþykkt. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Frágangur á brunavörnum háður sérstakri úttekt slökkviliðsstjóra.,Sótt er um leyfi til þess að byggja atvinnuhúsnæði með breytingum frá áður gerðri samþykkt á lóðinni nr. 6 við Skútuvog. Gjald kr. 2.387
"15405 (01.01.420.401) Skútuvogur 6 - Vörugeymsla,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015371,Steinagerði 3,Endurnýjun á byggingarleyfi vegna stækkunar bílskúrs,Samþykkt.,"Sótt er um leyfi til þess að byggja bílskúr á lóðinni nr. 3 við Steinagerði í samræmi við teikningar dags. 5. maí 1988 og byggingarleyfi frá 1988. Stærð: 122,2 ferm., 329,2 rúmm. Gjald kr. 2.387 + 7.858"
"15371 (01.01.816.202) Steinagerði 3,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015355,Síðumúli 12,Br. innrétt. og opna milli með hurð.,Samþykkt. Guðlaugur Gauti Jónsson vék af fundi við afgreiðslu málsins.,Sótt er um leyfi til þess að breyta fyrirkomulagi á 1. hæð hússins á lóðinni nr. 12 við Síðumúla og opna dyr að húsi nr. 14 við Síðumúla. Gjald kr. 2.387
"15355 (01.01.293.101) Síðumúli 12,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015381,Súðarvogur 18,Svalir yfir innkeyrslu,Samþykkt.,Sótt er um leyfi til þess að byggja svalir úr timbri yfir innkeyrslu á vesturhlið hússins á lóðinni nr. 18 við Súðarvog. Gjald kr. 2.387 Bréf eigenda dags. 4. ágúst 1997 fylgir erindinu.
"15381 (01.01.454.106) Súðarvogur 18,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015368,Súðarvogur 6,"Gluggar, skyggni pallur ofl.",Frestað. Vísað er til fyrri athugasemda vegna skipulags lóðar og eignanúmera.,"Sótt er um leyfi til þess að breyta gluggum á 1. hæð og millipalli á austurhlið, koma fyrir skyggni og útipalli við aðalinngang og breyta innra fyrirkomulagi í húsinu á lóðinni nr. 6 við Súðarvog. Gjald kr. 2.387"
"15368 (01.01.452.101) Súðarvogur 6,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015480,Tryggvagata 13-15,"Endurbyrjun þ.e.endurskoðun á samþ, teikn.",Samþykkt. Frágangur á brunavörnum háður sérstakri úttekt slökkviliðsstjóra.,Sótt er um leyfi til að breyta áður samþykktum teikningum af húsinu á lóðinni nr. 13-15 við Tryggvagötu. Gjald kr. 2.387
"15480 (01.01.117.406) Tryggvagata 13-15,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015403,Vatnagarðar ( Ikea),Skilti,"Frestað. Umsókn er ekki í samræmi við þegar uppsett skilti, sem skal fjarlægt strax. Sjá einnig bréf dags. 06.08.1997.","Sótt er um leyfi til þess að koma fyrir veggskilti með 1-1,5 M háum stöfum á húsi Ikea við Vatnagarða. Gjald kr. 2.387"
"15403 Vatnagarðar ( Ikea),",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015372,Vesturbrún 2,Sótt er um að fá samþykkta risíbúð.,Samþykkt.,Sótt er um leyfi fyrir áður gerðri íbúð í risi hússins á lóðinni nr. 2 við Vesturbrún. Gjald kr. 2.387 Skoðunarskýrslur byggingarfulltrúa dags. 30. maí 1997 og heilbrigðiseftirlitsins dags. 26. júlí 1997. Samþykkt meðeigenda fylgir erindinu.
"15372 (01.01.380.201) Vesturbrún 2,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015448,Óðinsgata 2,breyting á ósamþykktri íbúð í kjallara,Frestað. Vantar frekari skýringar á eignarhaldi.,Sótt er um leyfi til þess að breyta ósamþykktri íbúð í kjallara hússins á lóðinni nr. 2 við Óðinsgötu. Gjald kr. 2.387
"15448 (01.01.180.303) Óðinsgata 2,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015392,Þingholtsstræti 24,Gluggar og kvistur,Samþykkt.,"Sótt er um leyfi til þess að endurnýja glugga og klæðningu (bárujárn) á götuhlið og norðurgafli og lagfæra kvist á götuhlið hússins á lóðinni nr. 24 við Þingholtsstræti. Stækkun: 3,9 rúmm. Gjald kr. 2.387 + 93"
"15392 (01.01.183.209) Þingholtsstræti 24,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015488,Háteigsvegur 8,Trjáfelling,Samþykkt.,Sótt er um leyfi til þess að fella grenitré á lóðinni nr. 8 við Háteigsveg. Umsögn garðyrkjustjóra dags. 31. júlí 1997 fylgir erindinu.
"15488 (01.01.244.417) Háteigsvegur 8,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN015489,Laugateigur 10,Trjáfelling,Samþykkt.,"Sótt er um leyfi til þess að fella tré á lóðinni nr. 10 við Laugateig. Umsögn garðyrkjustjóra dags. 31. júlí sl., fylgir erindinu."
