nr,url,heimilisfang,tegund,nidurstada,spurning
32680 (01.13.650.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN032680,Aðalstræti 12,stækkun kjallara og lóðarmörk,Frestað. Lagfæra skráningu.,"Sótt er um stækkun kjallara hússins nr. 12 við Aðalstræti til að koma fyrir gasgeymslu og loftræsibúnaði. Jafnframt er sótt um leyfi til að leiðrétta lóðarmörk til samræmis við nýtt mæliblað. Erindinu fylgir yfirlýsing Reykjavíkurborgar og Minjaverndar hf vegna samnýtingar innfærð 5. okt. 2005, yfirlýsing Reykjavíkurborgar og Minjaverndar hf vegna lóðarmarka innfærð 5. okt. 2005, hvorutveggja í ljósriti. Stækkun: 1,3 ferm. og 16,3 rúmm. Gjald kr. 5.700 + 921"
32867 (01.28.030.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN032867,Álftamýri 43-57,nr 47 byggt yfir svalir og bílgeymslu,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að byggja viðbyggingu úr timbri yfir svalir og bílgeymslu hússins nr. 47 á lóðinni nr 43-57 við Álftamýri. Stærð: Stækkun viðbygging 2.h. xx Gjald kr. 5.700 + xx
29448 (01.13.911.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN029448,Ásvallagata 46,áður gerð íb. á rish.,Frestað. Lagfæra skráningu.,"Sótt er um samþykki fyrir áður gerðri íbúð á rishæð fjölbýlishússins á lóð nr. 46 við Ásvallagötu. Afsal rishæðar frá 4. mars 1976, virðingargjörð dags. 12. desember 1951, íbúðarskoðun byggingarfulltrúa dags. 28. nóvember 2002 og 1. september 2004 ásamt samþykki sumra meðeigenda (á teikningu) fylgja erindinu. Gjald kr. 5.400"
32596 (01.18.620.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN032596,Baldursgata 24A,Sólstofa,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta 01 og 02 dags. 10. nóvember 2005.,"Sótt er um leyfi til þess að byggja viðbyggingu með þaksvölum að suðurhlið 1. hæðar  einbýlishússins á lóðinni nr. 24A  við Baldursgötu. Jafnframt er erindi 28729 dregið til baka. Samþykki eigenda húsa nr. 24 og 26 við Baldursgötu (vantar einn) dags. 27. október 2005 fylgir erindinu. Stærð: Viðbygging 13,9 ferm. og 41,2 rúmm. Gjald kr. 5.700 + 2.348"
32613 (01.71.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN032613,Barmahlíð 34,snyrtistofa í bílgeymslu,Frestað. Lagfæra skráningartöflu. Grenndarkynningu ólokið.,"Sótt er um leyfi til þess að starfrækja snyrtistofu í bílskúr (matshl. 02) á lóðinni nr. 34 við Barmahlíð, skv. uppdr. Ágústar Þórðarsonar, dags. 21.09.05. Ný skráningartafla vegna matshl. 02 fylgir erindinu. Samþykki meðeigenda (ódags.) fylgir erindinu. Gjald kr. 5.700"
32847 (01.82.401.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN032847,Básendi 10,"niðurrif - endurbyggja rishæð
",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,Sótt er um leyfi til þess að rífa og endurbyggja í sömu mynd rishæð hússins á lóðinni nr. 10 við Básenda. Gjald kr. 5.700
32843 (01.19.640.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN032843,Bergstaðastræti 77,stækkun bílskúrs ofl.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta 1.01 - 1.04 dags. 2. nóvember 2005.,"Sótt er um leyfi til þess að stækka bílskúr í austur og breikka aðkomu frá götu að lóð nr. 77 við Bergstaðastræti. Stærð: Stækkun bílgeymslu 47,7 ferm., 138,5 rúmm. Gjald kr .5.700 + 7.895"
32858 (01.21.620.1 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN032858,Borgartún 1,aðkoma f. hjólastól,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að setja upp lyftu milli 1. og 2. hæðar, skábraut að nýjum inngangi á suðurhlið 1. hæðar ásamt lítilsháttar breytingum á innra skipulagi 2. hæðar atvinnuhússins á lóð nr. 1 við Borgartún. Gjald kr .5.700"
32890 (01.23.000.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN032890,Borgartún 26,takmarkað byggingarleyfi,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi.,"Ofanritaður sækir um takmarkað byggingarleyfi fyrir greftri, fyllingu og aðstöðugerð á lóðinni nr. 26 við Borgartún."
32618 (01.21.810.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN032618,Borgartún 29,ofanábygging,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að byggja þriðju og inndregna fjórðu hæð ofan á steinsteypt atvinnuhús, breyta hluta kjallara í bílgeymslu fyrir 13 bíla, sameina áður tvö stigahús með lyftu frá kjallara og upp á 4. hæð og klæða húsið með flísum á lóð nr. 29 við Borgartún. Samþykki meðeigenda (á teikningu) og ljósrit af kaupsamning vagna sölu einnar eignar dags. 11. október 2005 fylgja erindinu. Jafnframt lagt fram bréf Hauks Margeirssonar, verkfræðings dags. 20. október 2005. Stærð: Stækkun samtals 1195,5 ferm., 4364 rúmm. Gjald kr. 5.700 + 5.700 + 248.748"
