nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
48421 (01.13.650.2),BN048421,Aðalstræti 6,Takmarkað byggingarleyfi,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.","Sótt er um um takmarkað byggingarleyfi að Aðalstræti 6, sbr. BN048229, til að setja upp verkpalla og niðurrif á efstu hæð til undirbúnings endurbyggingar."
48406 (01.14.050.1),BN048406,Austurstræti 16,Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um samþykki á þegar framkvæmdum breytingum á 1. hæð og í kjallara sbr. BN047201 sem tengjast hóteli á lóð nr. 16 við Austurstræti.  Gjald kr. 9.500
48341 (01.08.980.9),BN048341,Ánanaust 8,Hús fyrir endurvinnslu,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að byggja úr límtré, klæddu með einangruðum stálsamlokueiningum og á steyptum undirstöðum hús fyrir móttöku á skilaumbúðum til endurvinnslu, mhl. 02, á lóð nr. 8 við Ánanaust.  Skv. deiliskipulagi samþykktu 9. apríl 2014.  Stærðir 126,4 ferm., 480,3 rúmm.  Gjald kr. 9.500"
48283 (01.18.020.9),BN048283,Bergstaðastræti 10,Breyting BN036553,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á þegar gerðum breytingum, sbr. erindi BN036553 samþ. 9. október 2007, af íbúðum í húsi á lóð nr. 10 við Bergstaðastræti.  Gjald kr. 9.500"
48404 (01.24.770.9),BN048404,Bollagata 7,Dyraop - kjallari,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að gera dyraop út á pall þar sem jarðvegsyfirborð hefur verið lækkað, sbr. fyrirspurn BN048050, við kjallaraíbúð á lóð nr. 7 við Bollagötu.  Meðfylgjandi er samþykki meðeigenda á teikningu.  Gjald kr. 9.500"
48394 (01.22.000.2),BN048394,Borgartún 6,Leikjamiðstöð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta leikjamiðstöð í vesturenda kjallara húss á lóð nr. 6 við Borgartún.  Gjald kr. 9.500
47805 (01.22.010.7),BN047805,Borgartún 8-16A,S1 - Bilakjallari - þrjár hæðir,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja 6. áfanga Höfðatorgs, bílakjallara BK5 á þremur hæðum með 235 stæðum, í horni við Skúlagötu/Skúlatún kringum byggingareit S1 á lóð nr. 8-16 við Borgartún.  Stækkun:  8.516,7 ferm., 31.166,2 rúmm.  Gjald kr. 9.500"
48262 (01.24.120.1),BN048262,Brautarholt 2,Kaffihús fl.II,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðri stækkun á anddyri og leyfi til að innrétta kaffihús í flokki II fyrir 62 gesti í íbúðar- og atvinnuhúsi á lóð nr. 2 við Brautarholt.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagfulltrúa frá 10. október 2014 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. dags. 9. október 2014.  Áður gerð stækkun:  xx ferm., xx rúmm.  Gjald kr. 9.500"
48390 (02.57.580.3),BN048390,Bæjarflöt 10,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á þegar byggðu, stækkuðu millilofti í iðnaðarhúsi  á lóð nr. 10 við Bæjarflöt.  Stækkun: xx ferm.  Stærð eftir stækkun samt. ferm. og rúmm.  Gjald kr. 9.500"
48295 (01.66.--9.9),BN048295,Flugvöllur 106748,Stöðuleyfi fyrir kennslugám,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir tímabundnu stöðuleyfi fyrir kennslugám fyrir fræðslusetur/skóla sem er við norðurenda byggingar  nr. 347 við Reykjavíkurflugvöll nr. 106748.  Stærðir. XX ferm., XX rúmm.  Gjald kr. 9.500"
