nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
48229 (01.13.650.2),BN048229,"9"">Aðalstræti 6",Endurnýja efstu hæð og þak,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að endurnýja efstu hæð og þak og innrétta sem hótelherbergi til viðbótar annari hótelstarfsemi í húsinu á lóð nr. 6 við Aðalstræti.  Gjald kr. 9.500
48234 (01.14.041.4),BN048234,Aðalstræti 9,Veitingastaður í fl. III,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyf til að innrétta veitingarstað fyrir 80 gesti  í flokki III með opnunartíma til 23:00 á virkum dögum og til kl. 01:00 um helgar í rými ?? og fá heimild til að vera með aðstöðu til útiveitinga þegar svo viðrar á á lóð nr. 9 við Aðalstræti.  Tvær jákvæðar fyrirspurnir BN046885 og BN047186 dags. 28. nóv. 2013 og 11. feb. 2014 fylgir.  Gjald kr. 9.500
48209 (01.19.031.4),BN048209,Barónsstígur 28,Fjölbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja fjölbýlishús úr steyptum samlokueiningum, fjórar hæðir og kjallara með átta íbúðum á lóð nr. 28 við Barónsstíg.  Jafnframt er erindi BN047706 dregið til baka.  Niðurrif:   xx ferm., xx rúmm.  Stærð:  Kjallari 84,7 ferm., 1., 2. og 3. hæð 81 ferm., 4. hæð 78,3 ferm.  Samtals 406 ferm., 1.287 rúmm.  Gjald kr. 9.500"
47757 (01.19.310.1),BN047757,Barónsstígur 47,Stækka bílastæði,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að stækka sem nemur fjórum bílastæðum bráðabirgðabílastæði  milli Heilsuverndarstöðvar og Domus Medica á byggingareit við Heilsuverndarstöðina á lóð nr. 47 við Barónsstíg.  Gjald kr. 9.500
47770 (04.06.200.1),BN047770,Bíldshöfði 9,Dvergshöfði 2 - breyting inni 1. og 2. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að koma fyrir nýjum inngangi á norðurhlið 1. hæðar á mhl. 04, koma fyrir verslun á 1. hæð og breyta innra fyrirkomulagi á 2. hæð, koma fyrir skilti  á norðvesturhluta lóðar og breyta rýmisnúmerum á 1. og 2. hæð í húsi nr. 2 við Dvergshöfða á lóð nr. 9 við Bíldshöfða.  Samþykki meðeigenda dags. 15. ágúst 2014 fylgir.  Gjald kr. 9.500"
48210 (01.16.221.0),BN048210,Blómvallagata 10,Reyndarteikningar vegna lokaúttektar. sbr. BN045985,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðum breytingum vegna lokaúttektar sbr. BN045985, þar sem fram kemur að veggur hefur verið felldur út í þakrými, gluggar hafa verið aðlagaðir að stíl hússins og gerð grein fyrir geymslu undir stiga í kjallara í húsi á lóð nr. 10 við Blómvallagötu.  Gjald kr. 9.500"
48222 (01.35.000.7),BN048222,Dalbraut 3,Sorptunnur,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir fjórum sorptunnueiningum við suðurhlið hússins á lóð nr. 3 við Dalbraut.  Gjald kr. 9.500
48089 (04.68.300.7),BN048089,Drafnarfell  2-18,12 - Reyndarteikningar af verslunarhúsnæði,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðum breytingum sem er að loka hurð og gluggum í suðurhlið og að breyta nr. 6, 8, 10 og 12 í einn eignarhluta og 14 og 18 verða tveir eignarhlutar í  húsi á lóð nr. 2-18 við Drafnarfell.   Samþykki meðeigenda dags. 26. ágúst 2014 fylgir.  Gjald kr. 9.500 + 9.500"
48230 (01.46.340.2),BN048230,Fákafen 11,Breytingar inni/úti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta verslun og veitingastað í flokki II fyrir 45 gesti, fyrirlestrasal sem tekur 20 gesti í sæti í rými 0101, koma fyrir skiltum, sólskermun á glugga og nýja flóttahurð á húsið á lóð nr. 11 við Fákafen.  Gjald kr. 9.500"
48224 (01.24.8-9.9),BN048224,Flókagata Miklatún,Kjarvalsstaðir - stöðuleyfi fyrir skilti,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010.,Sótt er um stöðuleyfi fyrir skiltastandinum á Klambratúni við Miklubraut vegna sýningar á Kjarvalsstöðum á tímabilinu 26. september - 10. desember 2014.  Gjald kr. 9.500
48232 (01.13.322.9),BN048232,Framnesvegur 14,Eldhús fært ofl.,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta áður samþykktu erindi BN042327 vegna lokaúttektar þannig að hætt verður við geymslu og eldhús verður fært til í ósamþykktri íbúð í húsinu á lóð nr. 14 við Framnesveg.  Gjald kr. 9.500
48225 (02.69.350.4),BN048225,Friggjarbrunnur 17-19,Breyta kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að lækka gólf í lagnarými og innrétta tómstundarými í kjallara parhúss á lóð nr. 17-19 við Friggjarbrunn.  Stækkun:  xx rúmm,  Gjald kr. 9.500"
