nr,url,heimilisfang,tegund,nidurstada,spurning
53029 (01.13.650.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053029,Aðalstræti 4,Útihurð,Frestað. Vísað til athugasemda eldvarnareftirlits á umsóknarblaði.,Sótt er um leyfi til að skipta út útidyrahurð í móttöku og koma fyrir rafdrifinni snúningshurð með flóttahurð til hliðar í hóteli á lóð nr. 4 við Aðalstræti. Gjald kr. 11.000
52975 (01.55.070.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052975,Arngrímsgata 5,Hús Íslenskra fræða,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja ""Hús íslenskra fræða"" sem verður þrjár hæðir og kjallari auk bílakjallara fyrir 60 bíla, staðsteypt og klætt cortenstáli, ásamt því að innrétta veitingastað í flokki l - tegund c, á lóð nr. 5 við Arngrímsgötu. Erindi fylgir brunahönnun frá Eflu dags. 16. maí 2017 og skýringasett sem sýnir breytingar frá áður samþykktu erindi BN044048. Erindi fylgir hljóðvistargreinargerð frá Eflu dags. 12.05.2017. Stærð, A-rými:  6.464,5 ferm., 28.415,4 rúmm. B-rými:  2.271,3 ferm. Gjald kr. 11.000"
53098 (01.29.510.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053098,Ármúli 42,"Vínveitingaleyfi fl.2, tegund A",Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyf til að breyta flokki veitingarstaðarins úr flokki I tegund A í flokk II  tegund A í pizzastaðnum á 1. hæð í húsinu á lóð nr. 42 við Ármúla.  Gjald kr. 11.000
53116 (04.91.210.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053116,Árskógar 1-3,Takmarkað byggingarleyfi - kjallaraveggir og plata yfir kjallara,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um takmarkað byggingarleyfi fyrir uppsteypu kjallaraveggja og plötu yfir kjallara fjölbýlishúsa og bílageymslu á lóð nr. 1-3 við Árskóga sbr. erindi BN051288.
53056 (01.16.201.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053056,Ásvallagata 28,Lyfta þaki - Gistiheimili notkunarfl.4,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að hækka þak á viðbyggingu og framlengja yfir þaksvalir á austurhlið og innrétta fimm gistieiningar sem verða gististaður í flokki II, teg. gistiheimili í einbýlishúsi á lóð nr. 28 við Ásvallagötu. Stækkun:  xx rúmm. Gjald kr. 11.000"
53019 (04.02.410.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053019,Básbryggja 51,Áður gerðar breytingar,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Það athugist að um er að ræða samþykkt á áður gerðri framkvæmd sem gerð var án byggingarleyfis. Óvissa kann því að vera um uppbyggingu og útfærslu framkvæmdar. Hvorki er skráð verktrygging á verkið né ábyrgðaraðilar. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,"Sótt er um leyfi fyrir áður gerðum breytingum sem felast í því að íbúðir 0303 og 0304 hafa verið sameinaðar og rými 0402 og 0403, sem áður tilheyrðu íbúðum á neðri hæð, eru sameinuð íbúð 0401 samhliða því að óskað er eftir að áður samþykkt erindi BN052370 verði fellt úr gildi í húsi á lóð nr. 51 við Básbryggju. Gjald kr. 11.000"
53000 (01.17.130.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053000,Bergstaðastræti 4,Veitingahús,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að innrétta veitingastað í flokki II tegund C sem verður tengdur matvinnslu sem er á annarri hæð hússins á lóð nr. 4 við Bergstaðastræti. Gjald kr. 11.000
53048 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053048,Borgartún 8-16A,S-1 - Þórunnartún 1 - geymsla bílakjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja geymslu í bílakjallara á hæð -1 við norðvestur hlið hótels á lóð nr. 1 við Þórunnartún. Gjald kr. 11.000
52978 (01.85.020.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052978,Dalaland 1-11 2-16,4 - Reyndarteikning kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra fyrirkomulagi í kjallara ásamt því að breyta mörkum eignarhluta í húsi nr. 4 á lóð nr. 1-16 við Dalaland. Samþykki meðeigenda dags. 01.06.2017 fylgir erindi. Gjald kr. 11.000
52972 (01.85.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052972,Efstaland 26,Breyting á brunatexta v/lokaúttektar,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012.  Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta erindi BN052228, um er að ræða breytingar á texta um brunavarnir v/lokaúttektar á gististað í flokki II, teg. gistiheimili í húsi á lóð nr. 26 við Efstaland. Gjald kr. 11.000"
