nr,url,heimilisfang,tegund,nidurstada,spurning
52191 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052191,Austurbakki 2,Breytingar L1 og T4 - BN048688,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.","Sótt er um leyfi til að breyta erindi BN048688, um er að ræða breytingar sem orðið hafa við fullnaðarhönnun, s.s. breytt stigahús og inngangar,  innra skipulag og útlit, stækkun 3. og  4. hæðar, breyttar salarhæðir, auk breytinga á skráningu verslunar og skrifstofuhúsanna L1 og T4 á lóð nr. 2 við Austurbakka. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 17. febrúar 2007 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 17. febrúar 2017. Stækkun:  138,3 ferm., 485,4 rúmm. Gjald kr. 10.100"
52908,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052908,Árskógar 1-3,Takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Sótt er um takmarkað byggingarleyfi fyrir undirstöður, botnplötu og lagnir í grunn fyrir fjölbýlishús á lóð nr. 1-3 við Árskóga sbr. BN051288."
52825 (02.40.450.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052825,Barðastaðir 25-35,35 - Innrétta opið eldhús - skrifstofuaðstaða,Frestað. Vísað til athugasemda eldvarnareftirlits á umsóknarblaði.,Sótt er um leyfi til að stækka eldhús og búr og innrétta hluta anddyris sem skrifstofu í húsinu á lóð nr. 35 við Barðastaði.  Umsögn brunahönnuðar fylgir erindinu dags. 8 maí 2017 Gjald kr. 11.000
52890 (01.17.432.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052890,Barónsstígur 25,Breyting á skráningu - breyting BN050401,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta skilgreiningu gististaðar í flokk II, teg. xx, sjá erindi BN050401 í húsi á lóð nr. 25 við Barónsstíg. Gjald kr. 11.000"
52887 (01.15.441.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052887,Barónsstígur 5,Gistiheimili í flokki II,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er að nýju um leyfi til að byggja svalir og innrétta gistiheimili í flokki ll - tegund b í húsi á lóð nr. 5 við Barónsstíg. Sjá erindi BN049325. Bréf arkitekts dags. 16.05.2017 fyglir erindi. Gjald kr. 11.000
52113 (01.19.021.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052113,Bergþórugata 19,Sameina tvær íbúðir í eina,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um leyfi til að byggja svalir á 1. og 2. hæð og sameina báðar íbúðir í húsi á lóð nr. 19 við Bergþórugötu. Erindi fylgir umsögn Minjastofnunar Íslands dags. 23. mars 2017. Gjald kr. 10.100
52828 (04.06.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052828,Bíldshöfði 9,Verslun - 1.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta verslun í rými 0105 í húsi á lóð nr. 9 við Bíldshöfða. Gjald kr. 11.000
50325 (01.18.222.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN050325,Bjarnarstígur 3,Reyndarteikningar,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Það athugist að um er að ræða samþykkt á áður gerðri framkvæmd sem gerð var án byggingarleyfis. Óvissa kann því að vera um uppbyggingu og útfærslu framkvæmdar. Hvorki er skráð verktrygging á verkið né ábyrgðaraðilar.,"Sótt er um samþykki á áður gerðum breytingum sem felast í að fjarlægja stiga milli hæða í viðbyggingu næst götu og byggja stigahús inní garð við einbýlishús á lóð nr. 3 við Bjarnarstíg. Erindi fylgir samþykki lóðarhafa Bjarnarstígs nr. 1 og nr 3 fylgir áritað á uppdrátt. Stækkun:  9,9 ferm., 25 rúmm. Gjald kr. 10.100"
52639 (01.22.100.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052639,Borgartún 18,Hurð í stað glugga austurhlið - breyting 2.hæð,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að útbúa flóttahurð á austurhlið 1. hæðar og til að breyta innra skipulagi, stækka hringstiga og fjölga vinnustöðvum á 2. og 3. hæð verslunar- og skrifstofuhúss á lóð nr. 18 við Borgartún Erindi fylgir minnisblað um brunavarnir dags. maí 2017. Gjald kr. 11.000"
52838 (01.71.300.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052838,Drápuhlíð 36,Bílskúr,Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað til uppdrátta 100 B0 dags. 9.5.2017.,"Sótt er um leyfi til að byggja staðsteyptan bílskúr við austuhlið lóðar upp við lóðarmörkum nr. 38  á lóð fjölbýlishúss nr. 36 við Drápuhlíð.  Bréf frá hönnuði dags. 9. maí 2017 fylgir.  Stærð bílskúr:  28,0 ferm., 85,4 rúmm.  Gjald kr. 11.000"
