nr,url,heimilisfang,tegund,nidurstada,spurning
53456 (04.94.301.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053456,Akrasel 17,Verönd,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að steypa verönd við suðvesturhlið einbýlishúss á lóð nr. 17 við Akrasel. Gjald kr. 11.000
53422 (04.60.350.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053422,Álfab. 12-16/Þönglab.,Skipta kjallara upp í tvær eignir,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um leyfi til að skipta kjallara upp í tvær eignir og breyta að hluta til sameignarrýmum í séreignarrými í húsi á lóð nr. 14 við Álfabakka. Samþykki meðeigenda dags. 31.08.2017 fylgir erindi. Gjald kr. 11.000
53444 (01.43.430.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053444,Álfheimar 74,Klæðning á gamla Glæsibæ,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að klæða að utan eldri hluta Glæsibæjar, mhl.01, en búið er að klæða aðra hluta hússins, á lóð nr. 74 við Álfheima. Samþykki húsfélagsfundar dags. 15.09.2016 fylgir erindi ásamt umsögn burðarvirkishönnuðar dags. 04.09.2017. Gjald kr. 11.000"
53491 (04.06.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053491,Bíldshöfði 9,Breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta verslun og breyta inngangi milli módulína W og T í rými 0101 í húsi á lóð nr. 9 við Bíldshöfða. Gjald kr. 11.000
53473 (04.30.430.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053473,Dragháls 18-26,Breytingar,Frestað. Vísað til athugasemda heilbrigðiseftirlits á umsóknarblaði.,"Sótt er um leyfi til að breyta erindi BN050004, 3. hæð er breytt í fjögur rými, útliti norðurhliðar breytt, byggð milliloft í rýmum 0301 og 0304, sprinklerrými stækkað og flóttaleiðum og brunavörnum breytt í atvinnuhúsi á lóð nr. 18-26 við Dragháls. Stækkun:  milliloft 152,5 ferm. Gjald kr. 11.000"
53226 (01.74.530.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053226,Efstaleiti 4,"Fjölbýlishús - mhl. 01, mhl. 04",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja 2 fjölbýlishús, mhl. 01 og 04, með alls 78 íbúðum á lóð nr. 4 við Efstaleiti. Stærðir: Mhl. 01 A-rými x ferm., x rúmm. B-rými x ferm., x rúmm. Mhl. 04 A-rými x ferm., x rúmm. B-rými x ferm., x rúmm. Erindi fylgja varmatapsútreikningar dags. 25.08.2017. Gjald kr. 11.000"
53223 (01.74.530.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053223,Efstaleiti 4,"Fjölbýlishús - mhl. 02, 03 og 05",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja 2 fjölbýlishús, mhl. 02 og 03 með alls 50 íbúðum, ásamt bílakjallara, mhl. 05 með 82 bílastæðum, á lóð nr. 4 við Efstaleiti. Stærðir: Mhl. 02 A-rými 2.988,9 ferm., 9.502,5 rúmm. B-rými 124,6 ferm., 361,3 rúmm. Mhl. 03 A-rými 1.231,2 ferm., 3.962,6 rúmm. B-rými 33,9 ferm., x rúmm. Mhl. 05 A-rými 2.876,0 ferm., 8.729,7 rúmm. B-rými x ferm., x rúmm. Gjald kr. 11.000"
53483 (02.85.220.6 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053483,>Fannafold 223,Breyting v/lokaúttektar - BN052296,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi fyrir áður gerðum breytingum sem eru í samræmi við eldra erindi BN040311 í húsi á lóð nr. 223 við Fannafold. Samþykki meðeigenda er áritað á byggingarleyfisumsókn. Gjald kr. 11.000
53406 (01.46.330.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053406,Faxafen 5,Innri breytingar,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta í rými norðurhluta 2. hæðar úr skrifstofum í snyrtistofu og eru breytingar tilgreindar í byggingarlýsingu á teikningum fyrir húsið á lóð nr. 5 við Faxafen. Gjald kr. 11.000
53472 (01.08.920.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053472,Fiskislóð 23-25,Geymslukerfi,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um leyfi til að setja upp geymslukerfi ofan á núverandi geymslur 1. hæðar ásamt því að koma fyrir öðrum flóttahringstiga á gafli og gera nýjan glugga á vesturhlið í húsi á lóð nr. 23-25 við Fiskislóð. Gjald kr. 11.000
53440 (02.45.610.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053440,Fossaleynir 1,Stækka og breyta Egilshöll,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað.  Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.","Sótt er um breytingar á erindi BN052523 sem felast í því að byggð er 380 ferm. viðbygging við norðurhlið áfanga 6 ásamt 100 ferm. tæknirými á 2. hæð, nýr inngangur gerður á tengigang og íþróttasalur hannaður fyrir 2500 manna samkomur auk þess sem stálburðarvirki þaks í sal er breytt í íþróttahúsinu Egilshöll á lóð nr. 1 við Fossaleyni. Stækkun A-rými 522,4 ferm. , 3.551,1 rúmm. Erindi fylgja greinargerð um brunahönnun dags. ágúst 2017, minnispunktar brunahönnuðar varðandi tækifærisskemmtanir dags. 22.08.2017 og bréf hönnuðar dags. 22.08.2017. Gjald kr. 11.000"
53119 (01.17.302.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053119,Frakkastígur 9,Breyta íbúðarhús í veitingastað í fl. III tegund C. og gólf í kjallara lækkað,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta veitingastað í flokki III tegund C í kjallara, til að lækka hluta gólfs um 70 cm til að ná löglegri hæð og verður þar komið fyrir eldhúsi og snyrtingum, veitingastaður og opið eldhús verður á fyrstu hæð og geymslur og skrifstofur á annarri hæð í einbýlishúsi á lóð nr. 9 við Frakkastíg. Umboð frá eiganda dags. 27. júní 2017, umsögn skipulags dags. 28. október 2017, bréf hönnuðar  um breytingar dags. 29. ágúst 2017, umsögn Minjastofnunar Íslands dags. 21. ágúst 2017 og hljóðvistaskýrsla dags. 28. ágúst 2017 fylgja erindi. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 8. september 2017 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 6. september 2017. Stækkun: xx rúmm. Gjald kr. 11.000"
53435 (02.69.570.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053435,Freyjubrunnur 13,Einbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja tveggja hæða steinsteypt einbýlishús með innbyggðri bílgeymslu á lóð nr. 13 við Freyjubrunn. Stærð, A-rými:  237,5 ferm., 732 rúmm. Gjald kr. 11.000"
53503 (02.69.380.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053503,Freyjubrunnur 33,"Breytingar sbr. BN051256

breyting inni","Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að breyta áður samþykktu erindi BN051256 er varðar byggingalýsingu, brunatexta, innri breytingar og hætt er við op við aðalinngang í hús á lóð nr. 33 við Freyjubrunn.  Gjald kr. 11.000"
53449 (01.11.520.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053449,Grandagarður 11,Pizzastaður breytingar inni áður samþykkt mál BN052968,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN052968 þannig að breytt er staðsetning á handlaug, ræstiskáp í eldhúsi og brunaslöngu á jarðhæð, starfsmannaherbergi og lagerrými stækkað og grafið verður frá björgunaropi í staðinn fyrir að steypa tröppur á húsinu á lóð nr. 11 við Grandagarð. Gjald kr. 11.000"
53153 (01.54.130.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053153,Grenimelur 8,Hækkun - svalir,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012.  Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að hækka og endurgera þakhæð ásamt því að setja nýjar svalir á 1. og 2. hæð í húsi á lóð nr. 8 við Grenimel. Sjá erindi BN052433. Stækkun: 80,2 ferm., 145,8 rúmm. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 31. mars 2017 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 30. mars 2017.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 8. september 2017 fylgir erindinu. Erindi var grenndarkynnt frá 3. ágúst 2017 til og með 31. ágúst 2017 fyrir hagsmunaaðilum að Grenimel 5, 6, 7, 9, 10 og Reynimel 25, 27, 29. Engar athugasemdir bárust. Gjald kr. 0"
