nr,url,heimilisfang,tegund,nidurstada,spurning
53380 (04.60.610.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053380,Álfabakki 8,Breyting inni 1. hæð og kjallara,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að stækka sal 1 á 1. hæð, með því að saga hlut af steyptu gólfi og komið verður fyrir hallandi gólfi byggt upp af berandi timburburðarbitum og nýr stigi kemur í stað fyrir núverandi í norðvesturhorni húss á lóð nr. 8 við Álfabakka. Umsögn burðarvirkishönnuðar dags. 2. nóv. 2017 fylgir. Gjald kr. 11.000"
53764 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053764,Borgartún 8-16A,Katrínartún 4 - færa sorpgeymslu,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi.  Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.",Sótt er um breytingu á erindi BN049912  sem felst í því að færa til sorpgeymslu milli rýma og breyta innra skipulagi í kjallara H2 á lóð nr. 8-16A við Borgartún. Gjald kr. 11.000
53765 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053765,Borgartún 8-16A,BK6 - Kæld sorpgeymsla. Breyting á stofnerindi BN049640,Frestað. Vísað til athugasemda heilbrigðiseftirlits.,Sótt er um leyfi til að innrétta sorpgeymslu í BK6 með aðgengi frá BK1 í bílakjallara á lóð nr. 8-16A við Borgartún. Gjald kr. 11.000
53595 (01.25.010.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053595,Brautarholt 26-28,Íbúðarhótel - 2. og 3.hæð,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja svalir og síkka glugga á suður- og austurhlið, innrétta átta íbúðir í suðurhluta 2. 3. hæðar, gististað í flokki II, teg. b, alls 16 gistieiningar í norðurhluta 2. og 3. hæðar og verslun og þjónustu á 1. hæð í atvinnuhúsi á lóð nr. 26-28 við Brautarholt. Lögð fram umsögn skipulagsfulltrúa dags. 3. mars 2017. Gjald kr. 11.000"
53625 (05.11.310.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053625,Döllugata 11,Einbýlishús,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja steinsteypt einbýlishús með innbyggðri bílgeymslu á lóð nr. 11 við Döllugötu. Stærð, A-rými:  294,5 ferm., 1.015,4 rúmm. B-rými:  53 ferm. Gjald kr. 11.000"
53560 (01.74.530.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053560,Efstaleiti 2A,Djúpgámar,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að setja niður djúpgáma á lóð nr. 2a við Efstaleiti. Stærðir:  17,1 ferm., 39,5 rúmm. Gjald kr. 11.000"
53759 (01.74.520.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053759,Efstaleiti 2B,Djúpgámar,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að setja niður djúpgáma á lóð nr. 2b við Efstaleiti. Stærðir:  17,1 ferm., 39,5 rúmm. Gjald kr. 11.000"
53760 (01.74.520.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053760,Efstaleiti 2C,Djúpgámar,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að setja niður djúpgáma á lóð nr. 2c við Efstaleiti. Stærðir:  17,1 ferm., 39,5 rúmm. Gjald kr. 11.000"
53761 (01.74.520.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053761,Efstaleiti 2D,Djúpgámar,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að setja niður djúpgáma á lóð nr. 2d við Efstaleiti. Stærðir:  17,1 ferm., 39,5 rúmm. Gjald kr. 11.000"
53762 (01.74.530.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053762,Efstaleiti 4A,Djúpgámar,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að setja niður djúpgáma á lóð nr. 4a við Efstaleiti. Stærðir:  17,1 ferm., 39,5 rúmm. Gjald kr. 11.000"
53763 (01.74.530.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053763,Efstaleiti 4B,Dúpgámar,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að setja niður djúpgáma á lóð nr. 4b við Efstaleiti. Stærðir:  17,1 ferm., 39,5 rúmm. Gjald kr. 11.000"
53724 (04.03.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053724,Eirhöfði 2-4,Stálgrindarhús,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja stálgrindarhús, mhl.03, sem hýsa mun hjólbarðageymslu og þjónustu fyrir þá byggingu sem þegar er á lóð nr. 2-4 við Eirhöfða. Stærðir: A-rými 2.194,0 ferm., 22.558,2 rúmm. Erindi fylgir: Greinargerð um brunahönnun dags. 30.09.2017. Umsögn skipulagsfulltrúa  við fyrirspurn dags. 27.04.2017. Samkomulag um kvöð vegna flutninga dags. 22.08.2017 Varmatapsútreikningar dags. 02.11.2017. Gjald kr. 11.000."
52945 (01.08.920.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052945,Fiskislóð 27,Atvinnuhúsnæði,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja þriggja hæða skrifstofuhús úr forsmíðuðum einingum, klætt sementsbundnum plötum á staðsteyptum sökkli á lóð nr. 27 við Fiskislóð. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 23. júní 2017 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 23. júní 2017. Erindi fylgja greinargerð um brunavarnir og umsögn burðarvirkishönnuðar dags. 22. maí 2017. Stærð:  2.545,7 ferm., 9.510,7 rúmm. Gjald kr. 11.000"
53623 (01.08.740.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053623,Fiskislóð 53-69,53 - Jógastöð - stækkun,Frestað. Vísað til athugasemda heilbrigðiseftirlits.,"Sótt er um leyfi til að stækka yogastöð með því að taka í notkun óráðstafað rými á norðvestur enda á 1. hæð og stækka þannig búningsklefa, taka í notkun nýjan yogasal og gluggafrontur settur í hurðagat í húsinu nr. 53 á lóð nr. 53-69 við Fiskislóð. Gjald kr. 11.000"
51857 (01.27.010.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051857,Flókagata 58,Svalir bakhlið,"Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað til uppdrátta 10-01, 10-02, 10-03, dags. 12.10.2016.","Sótt er um leyfi til að fjarlægja bogasvalir og koma fyrir nýjum stærri svölum á suðurhlið  1. og 2. hæðar og koma fyrir nýjum svölum á rishæð í húsi á lóð nr. 58 við Flókagötu. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 25. ágúst 2017 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 25. ágúst 2017. Gjald kr. 10.100"
