nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
15693 (01.01.834.206),BN015693,Ásgarður 22-24,Fá samþykkta íbúð,Samþykkt.,Sótt er um leyfi til þess að gera íbúð á 1. hæð í húsinu á lóðinni nr. 24-24A við Ásgarð.  Gjald kr. 2.387  Samþykki meðeigenda dags. ágúst 1997 fylgir erindinu.  Yfirlýsing umsækjenda dags. 10. október 1997 fylgir erindinu.
15855 (01.01.185.301),BN015855,Bergstaðastræti 48,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir leiðréttum teikningum af húsinu á lóðinni nr. 48 við Bergstaðastræti.  Gjald kr. 2.387
15839 (01.01.782.006),BN015839,Birkihlíð 36,Sótt er um leyfi til að setja sólstofu.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja sólstofu við húsið á lóðinni nr. 36 við Birkihlíð.  Stærð: sólstofa 16,5 ferm., 51 rúmm.  Gjald kr. 2.387 + 1.217"
15813 (01.04.308.001),BN015813,Bitruháls 2,Sótt er um leyfi til að setja skilti.,Samþykkt.,Sótt er um leyfi til þess að reisa súlur með auglýsingaskiltum á lóðinni nr. 2 við Bitruháls.  Gjald kr. 2.387
15180 (01.01.221.002),BN015180,Borgartún 20,Breyting inni,Samþykkt.,Sótt er um leyfi til að breyta innréttingu austurhluta 1. hæðar framhúss á lóðinni nr. 20 við Borgartún.  Gjald kr. 2.387
15873,BN015873,Brúnastaðir 46,Breyting á uppbyggingu útveggja.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta byggingarlýsingu þannig að húsið á lóðinni nr. 46 við Brúnastaði verði einangrað að utan og innan steypt í einangrunarmót.  Gjald kr. 2.387
15860 (01.01.348.401),BN015860,Dalbraut 18-20,Lúga fyrir pappírsgáma á 1. hæð,Samþykkt.,Sótt er um leyfi til þess að koma fyrir lúgu fyrir pappír á sorpgeymslum húsanna á lóðinni nr. 18-20 við Dalbraut.  Gjald kr. 2.387
15838 (01.04.030.101),BN015838,Eirhöfði 2-4,Sótt er um leyfi til að gera starfsmanna aðstöðu og skjalageymslu.,Frestað. Athuga bílastæði. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir starfsmannaaðstöðu með gluggum í vestur og norður og skjalageymslu á millilofti í norðurhluta skemmu á lóðinni nr. 2-4 við Eirhöfða.  Stærð: milligólf 23 ferm.  Gjald kr. 2.387
15564 (01.02.861.208),BN015564,Funafold 41,Garðskáli viðbygging.,Frestað. Fer of nærri lóðamörkum.,"Sótt er um leyfi til þess að byggja garðstofu við húsið á lóðinni nr. 41 við Funafold.  Stærð: 20,5 ferm., 57,4 rúmm.  Gjald kr. 2.387 + 1.370  Samþykki eigenda Funafoldar 31, 33 og 39, ódagsett fylgir erindinu."
15844 (01.04.060.004),BN015844,Funahöfði 7,Skilti,Samþykkt.,"Sótt er um leyfi til þess að setja upp auglýsingu þ.e. líkan af málningarfötu á þak húseignar Stálsmiðjunar á lóðinni nr. 7 við Funahöfða.  Gjald kr. 2.387  Bréf lóðarhafa dags. 5. ágúst 1997 uppdráttur dags. 31. júlí sl., og myndir fylgja erindinu."
15774 (01.01.182.112),BN015774,Grettisgata 18,Reyndarteikningar á áður samþ. teikningum.,Frestað. Lagfæra teikningar og byggingarlýsingu.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og breyta hæðarafsetningu hússins á lóðinni nr. 18 við Grettisgötu.  Gjald kr. 2.387  Mæling mælingadeildar á mænishæð næstu húsa fylgir eindinu.
15835 (01.01.361.011),BN015835,Hraunteigur 11,Sótt er um leyfi til að breyta tveimur  einstaklinsíbúðum í eina íbúð.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að sameina tvær áður gerðar einstaklingsíbúðir í eina íbúð í húsinu á lóðinni nr. 11 við Hraunteig.  Gjald kr. 2.387  Skoðunarskýrslur byggingarfulltrúa dags. 8. október 1997 og heilbrigðiseftirlitsins dags. 8. október 1997, samþykki meðeigenda dags. nóv. 1997, ljósrit af brunabótamati og ljósrit af kaupsamningi dags. 30. desember 1960 fylgja erindinu."
14831 (01.01.520.301),BN014831,Hringbraut 119,Breyttar innréttingar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að innrétta hárgreiðslustofu á 1. hæð í húsinu á lóðinni nr. 119 við Hringbraut.  Gjald kr. 2.387.oo.
15836 (01.01.817.801),BN015836,Hæðargarður 33-35,Breytingar vegna eignaskipta,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að færa húsvarðaríbúð í aðra íbúð á 1. hæð þe. úr 0106 í 0105  í húsinu á lóðinni nr. 33-35 við Hæðargarð.  Jafnframt lagt fram bréf stjórnar húsfélagsons dags. 10 október 1997.  Gjald kr. 2.387
15826 (01.01.345.101),BN015826,Kirkjusandur 2,Sótt er um leyfi til að fjölga bílastæðum og leiðrétting á afstöðumynd.,Samþykkt. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leiðréttingu á afstöðumynd frá 1995 þ.e.a.s. fjölga bílastæðum um 43.  Gjald kr. 2.387  Bréf hönnuðar dags. 2. október 1997 fylgir erindinu.
15756 (01.01.721.301),BN015756,Kringlan 4-6,Breyting á eignaskiptingu 8. hæðar.,Samþykkt. Umsækjandi skal leggja fram til samþykktar eldvarnauppdrætti áður en framkvæmdir hefjast. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að breyta eignamörkum á 8. hæð hússins á lóðinni nr. 4-6 við Kringluna.  Gjald kr. 2.387
15822 (01.01.261.301),BN015822,Lágmúli 5,Sótt er um leyfi til  tilfærslu á innréttingum,Frestað. Lagfæra teikningar. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að gera tvö ný dyraop á 1. hæð hússins á lóðinni nr. 5 við Lágmúla.  Gjald kr. 2.387
15827 (01.01.243.409),BN015827,Mánagata 3,Reyndarteikningar,Samþykkt.,Sótt er um leyfi til þess að breyta eignamörkum í kjallara hússins á lóðinni nr. 3 við Mánagötu.  Gjald kr. 2.387
15830 (01.01.182.136),BN015830,Njálsgata 5,teikningar af núverandi ástandi hússins,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um að fá samþykkta áður gerða íbúð í bakhúsi á lóðinni nr. 5A við Njálsgötu.  Gjald kr. 2.387
15819 (01.01.743.101),BN015819,Ofanleiti 2,Brunauppdrættir,Frestað. Á milli funda.,Sótt er um að fá samþykkta brunavarnaruppdrætti af húsinu á lóðinni nr. 2 við Ofanleiti.  Gjald kr. 2.387
15842 (01.01.274.201),BN015842,Skaftahlíð 24,Sótt er um leyfi fyrir auglýsingaskiltum.,Samþykkt. Með skilyrði um að öll önnur skilti á suðurhlið hússins verði fjarlægð áður en ný skilti verða sett upp. Loftræsting um loftræstirist verði ekki skert.,"Sótt er um leyfi til þess að setja upp tvö skilti á suðurhlið hússins á lóðinni nr. 24 við Skaftahlíð (Tónabær) annað 24 ferm., og hitt 27,5 ferm.  Gjald kr. 2.387  Bréf frá Nýherja dags. 11. september 1997 fylgir erindinu."
15816 (01.04.081.801),BN015816,Stórhöfði 17,Sótt er um leyfi til að bæta við glugga á vesturgafl við tannlæknastofu.,Samþykkt.,Sótt er um leyfi til þess að bæta við glugga á vesturgafl hússins á lóðinni nr. 17 við Stórhöfða.  Gjald kr. 2.387
