nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
15373 (01.01.292.103),BN015373,Ármúli 28,Uppfærsla á teikningum,Frestað. Lóðauppdráttur ekki í samræmi við mæliblað. Gera grein fyrir fjölda bílastæða. Gera grein fyrir skábraut og inngangi.,Sótt er um leyfi fyrir áður gerðum breytingum innanhúss (reyndarteikningar)  og að klæða bakhús með loftræstri steindri klæðningu á lóðinni nr. 28 við Ármúla.  Gjald kr. 2.387
13967 (01.01.292.104),BN013967,Ármúli 30,Breytingar,Frestað. Lóðauppdráttur ekki í samræmi við mæliblað. Gera grein fyrir fjölda bílastæða. Gera grein fyrir skábraut. Veggur í lóðamörkum að austan verður að fara.,Sótt er um leyfi til þess að klæða með steindum plötum bakbyggingu á lóðinni nr. 30 við Ármúla og koma fyrir skábraut á gangstétt við aðaldyr.  Gjald kr. 2.387.oo.
15284 (01.01.162.305),BN015284,Ásvallagata 9,Hjólageymslu og hluta af gangi breytt úr séreign í sameign og fleira.,Samþykkt.,Sótt er um leyfi til að breyta innra skipulagi rishæðar og kjallara vegna eignaskipta í húsinu á lóðinni nr. 9 við Ásvallagötu.  Gjald kr. 2.387  Samþykki meðeigenda fylgir á teikningu.  Samþykkt  29. júlí 1997.
15175 (01.01.139.306),BN015175,Ásvallagata 63,Breyta íbúðum á 1. hæð og 2. hæð í eina íbúð og setja stiga milli hæða innan íbúðanna.,Samþykkt. Leiðrétta skal skráningartöflu áður en eignaskiptasamningur er gerður.,Sótt er um leyfi til að sameina tvær íbúðir á 1. og 2. hæð í eina íbúð á lóðinni nr. 63 við Ásvallagötu.  Samþykki meðeiganda dags. 16.06.1997 fygir erindinu.  Gjald kr. 2.387
15478 (01.01.190.322),BN015478,Bergþórugata 31,Svalir á austurhlið,Samþykkt.,Sótt er um leyfi til þess að setja svalir á austurhlið rishæðar hússins á lóðinni nr. 31 við Bergþórugötu.  Gjald kr. 2.387
15453 (01.01.216.202),BN015453,Borgartún 3,Skilti,Samþykkt.,Sótt er um leyfi til þess að setja upp skilti á götuhlið hússins á lóðinni nr. 3 við Borgartún.  Gjald kr. 2.387  Samþykki meðeigenda dags. 18. júlí 1997 fylgir erindinu.
15461,BN015461,Brúarvogur 2,br. frá fyrv. byggingarl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta áður samþykktu atvinnuhúsnæði úr steinsteypu á lóðinni nr. 2 við Brúarvog.  Gjald kr. 2.387  Ódagsettir minnispunktar hönnuðar fylgja erindinu.
15418 (01.01.355.013),BN015418,Efstasund 10,Breyting vegna eignaskipta,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir breytingu á eignarhluta vegna eignaskipta í húsinu á lóðinni nr. 10 við Efstasund.  Gjald kr. 2.387
15449 (01.01.357.310),BN015449,Efstasund 45,Breyting á þaki og smá stækkun á eldhúsi.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að hækka þak og stækka áður samþykkta viðbyggingu við húsið á lóðinni nr. 45 við Efstasund.  Stækkun: 25,6 rúmm.  Gjald kr. 2.387 + 611"
14968 (01.04.630.102),BN014968,Eyjabakki 2-16,klæðning,Samþykkt.,Sótt er um leyfi til þess að klæða suðurgafla hússins á lóðinni nr. 2-16 við Eyjabakka með sléttri klæðningu.  Gjald kr. 2.387  Bréf dags. 20. maí 1997 fylgir erindinu. Málinu fylgir ný skýrsla um ástand útveggja dags. 20. maí og 1. júní 1997.
15510 (01.01.353.205),BN015510,Hjallavegur 5,Byggja bílskúr ofl.,Frestað.,"Sótt er um leyfi til þess að rífa eldri bílskúr og byggja nýjan og að byggja útitröppur við norðurhlið hússins á lóðinni nr. 5 við Hjallaveg.  Stærð: 36 ferm., 107,5 rúmm.  Gjald kr. 2.387"
15382 (01.01.361.105),BN015382,Hraunteigur 24,Leiðrétting/breytingar á innra skipulagi og uppmæling vegna gerðar eignaskiptayfirlýsingar og fleira.,Frestað. Með vísan til umsagnar Borgarskipulags.,"Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi vegna eignaskipta, útlitsbreytingu og um leyfi fyrir fyrirkomulagi bílastæða á lóðinni nr. 24 við Hraunteig.  Gjald kr. 2.387  Málinu fylgir umsögn Borgarskipulags dags. 8. ágúst 1997."
15421 (01.01.174.112),BN015421,Hverfisgata 106,"Br. á íb. í kj. hurð, glugga ofl.",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að endurinnrétta íbúð í kjallara hússins á lóðinni nr. 106 við Hverfisgötu og breyta gluggum.  Gjald kr. 2.387  Samþykki meðeigenda fylgir erindinu.
15463 (01.01.171.005),BN015463,Hverfisgata 18,Stækkun á kvisti,Frestað. Málinu vísað til umsagnar Borgarskipulags. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að stækka kvist á 3. hæð og breyta lítillega innréttingu á 3. hæð í húsinu á lóðinni nr. 18 við Hverfisgötu.  Gjald kr. 2.387   Samþykki eigenda Hverfisgötu 16, dags. 6. ágúst fylgir erindinu."
15459 (01.01.172.003),BN015459,Hverfisgata 44,"Br, inni",Samþykkt. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi í húsi Samhjálpar á lóðinni nr. 44 við Hverfisgötu.  Gjald kr. 2.387
15361 (01.01.244.302),BN015361,Háteigsvegur 7,br. á innréttingum,Samþykkt.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi á 1. og 2. hæð í húsinu á lóðinni nr. 7 við Háteigsveg.  Gjald kr. 2.387
15423 (01.01.235.116),BN015423,Hátún 35,Endurbyggja og stækka bílskúra,Frestað. Með vísan til umsagnar Borgarskipulags og athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að endurbyggja og stækka bílskúr og geymslu á lóðinni nr. 35 við Hátún.  Stækkun: 29,4 ferm., 79,4 rúmm.  Gjald kr. 2.387 + 1.895  Samþykki eigenda Hátúns 33, 37 og Miðtúns 66 fylgja erindinu.  Málinu fylgir umsögn Borgarskipulags dags. 11. ágúst 1997."
15255 (01.01.220.102),BN015255,Höfðatún 4,"Núverandi horf v/eignaskiptas,",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir núverandi fyrirkomulagi hússins vegna eignaskiptasamnings á lóðinni nr. 4 við Höfðatún.  Gjald kr. 2.387
15470 (01.01.380.405),BN015470,Laugarásvegur 17,Áður gerð íbúð á jarðhæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðri íbúð á 1. hæð í húsinu á lóðinni nr. 17A við Laugarásveg.  Gjald kr. 2.387  Samþykki meðeigenda dags. 25. júlí 1997 fylgir erindinu.  Skoðunarskýrsla byggingarfulltrúa fylgir erindinu.
