nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
45740 (01.14.041.5),BN045740,Aðalstræti 7,Útiveitingar,Frestað. Vísað til athugasemda á fyrirspurnarblaði og til frekari skoðunar.,Sótt er um leyfi til að vera með útiveitingar með bar fyrir 64 gesti til kl. 23:00 (flokkur II) á Ingólfstorgi frá maí til september á vegum Stofan Cafe á lóð nr. 7 við Aðalstræti.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 12. apríl 2013 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 8. apríl 2013.  Gjald kr. 9.000
45847 (04.68.100.1),BN045847,Asparfell 2-12,Æsufell 2-6 - Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til fyrir svalalokunum og reyndarteikningum á öllum hæðum í fjölbýlishúsinu nr. 2,4 og 6 Æsufell á lóð nr. 2- 12 við Asparfell.  Stækkun brúttó rúmm: XX rúmm  Gjald kr. 9.000 + XX rúmm"
45857 (01.11.980.1),BN045857,Austurbakki 2,Kjallari 2 - viðhaldsaðstaða sviðsmanna,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að innrétta rými, sem var samþykkt sem stoðrými öryggisgæslu í kjallara 2, verði innréttað sem viðhaldsaðstaða sviðsmanna í Tónlistar- og ráðstefnuhúsinu Hörpu á lóð nr. 2 við Austurbakka.  Bréf hönnuðar dags. 9. apríl. 2013 fylgir.  Gjald kr. 9.000"
45866 (01.17.000.7),BN045866,Bankastræti 7,Breytt skráning rýma í kjallara,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,Sótt er um leyfi til að breyta skráningu rýma í kjallara í atvinnuhúsi á lóð nr. 7 við Bankastræti.  Gjald kr. 9.000
44385 (04.06.500.2),BN044385,Bíldshöfði 18,Breyting á skráningu,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,Sótt er um leyfi til að breyta eignarhaldi á rýmum 0201 og 0204 í atvinnuhúsi á lóð nr. 18 við Bíldshöfða.  Gjald kr. 8.500 + 9.000
45863 (01.21.810.1),BN045863,Borgartún 25,Breyting - 3. og 4. hæð,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi 3. og 4. hæð þannig að kaffistofa er flutt frá 3. hæð upp á 4. hæð svo og að tvö fundarherbergi og gangur  eru sameinuð í eitt rými í húsinu á lóð nr. 25 við Borgartún.  Gjald kr. 9.000
45858 (01.22.010.7),BN045858,Borgartún 8-16,"takmarkað byggingarleyfi, hótel, jarðvinna, grunnlagnir",Var samþykkt 12. apríl 2013. Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Sótt er um takmarkað byggingarleyfi fyrir aðstöðusköpun, jarðvinnu og grunnlagnir hótelbyggingar við Höfðatorg  á lóðinni nr. 8-16 við Borgartún sbr. erindi BN042394."
44312 (02.57.520.1),BN044312,Bæjarflöt 2,Breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra skipulagi þar sem aðal breytingin felst í að milliloft í eignarhluta 0103 er fellt út í húsinu á lóð nr. 2 við Bæjarflöt.  Samþykki meðeigenda dag. 15. apríl 2013.   Niðurrif á millipalli 73,6 ferm.  Gjald kr. 8.500"
45693 (01.18.511.1),BN045693,Fjólugata 11,Kjallari - áður gert,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um samþykki fyrir áður gerðum breytingum í kjallara parhússins á lóðinni nr. 11 við Fjólugötu.  Þurrkherbergi hefur verið breytt í svefnherbergi og komið hefur verið fyrir eldhúsi og baðherbergi í kjallaranum.  Ath. ekki er um sjálfstæða íbúð að ræða, kjallarinn er hluti íbúðar á efri hæðum.  Skoðunarskýrsla byggingarfulltrúa dags. 19.07.2012 fylgir erindinu.  Gjald kr. 9.000"
45871 (05.05.370.3),BN045871,Friggjarbrunnur 14-16,takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,Sótt er um takmarkað byggingarleyfi fyrir aðstöðusköpun og jarðvinnu á lóðinni nr. 14-16 við Friggjarbrunn sbr. erindi BN045282.
45859 (01.86.340.1),BN045859,Haðaland 26,Boltagerði - verkb.nr.089264,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að byggja boltagerði við Fossvogsskóla á lóð nr. 26 við Haðaland.  Gjald kr. 9.000
