nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
46593 (04.41.4-6.3),BN046593,3.Gata v/Rauðavatn 6,Niðurrif,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að rífa sumarbústað úr timbri, landnr. 111684, á lóð nr. 6 við götu við Rauðavatn.  Stærðir:  18 ferm., 45 rúmm.  Gjald kr. 9.000"
46609 (01.13.650.1),BN046609,Aðalstræti 4,"Breyting - kjallara, 1.hæð og 2.hæð",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi í kjallara og á 1. hæð í hóteli á lóð nr. 4 við Aðalstræti.  Erindi fylgir brunahönnun frá VSI dags. 23. september 2013.  Gjald kr. 9.000
46610 (01.13.650.2),BN046610,Aðalstræti 6,"Breyting - kjallara, 1.hæð og 2.hæð",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra skipulagi í kjallara og á 1. hæð í hóteli á lóð nr. 6 við Aðalstræti.  Erindi fylgir brunahönnun frá VSI dags. 23. september 2013.  Stækkun brúttó: 42,8 ferm., 124,1 rúmm.  Gjald kr. 9.000"
46611 (01.13.650.3),BN046611,Aðalstræti 8,"Breyting - kjallara, 1.hæð og 2.hæð",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi í kjallara og á 1. hæð í hóteli á lóð nr. 4 við Aðalstræti.  Erindi fylgir brunahönnun frá VSI dags. 23. september 2013.  Gjald kr. 9.000
46603 (01.11.980.1),BN046603,Austurbakki 1,Fjölbýlishús og verslunarhús,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja tvö steinsteypt fjölbýlishús, fimm og sex hæðir með samtals 68 íbúðum og verslunarrýmum á jarðhæð á sameiginlegum tveggja hæða bílakjallara fyrir 157 bíla og garði á þaki á lóð nr. 1 við Austurbakka.  Erindi fylgir brunahönnun frá EFLU dags. í september 2013.  Stærðir:   Gjald kr. 9.000"
46340 (04.06.510.1),BN046340,Bíldshöfði 20,Farsímaloftnet,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að setja upp þrjú farsímaloftnet á útveggi austur- vestur- og norðurhlið hússins á lóð nr. 20 við Bíldshöfða.  Samþykki eigenda húss dags. 21. Júní 2013 fylgir.   Gjald kr. 9.000 + 9.000
46594 (04.28.--8.4),BN046594,Blesugróf Laufás,Niðurrif,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi á niðurrifi steinsteypta einbýlishússins, landnr.  111001, Laufás í Blesugróf.  Stærðir: 107,8 ferm.  Gjald kr. 9.000"
46355 (01.70.421.6),BN046355,Blönduhlíð 9,Lagnakjallari,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja lagnakjallara undir bílgeymslu, sbr. erindi BN044180, ásamt tröppum með austurhlið við fjölbýlishúsið á lóð nr. 9 við Blönduhlíð.  Meðfylgjandi er samþykki meðeigenda á teikningu ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 9. ágúst 2013 og umsögn skipulagsfulltrúa dags. 31. júlí 2013. Einnig fylgir samþykki nágranna í Blönduhlíð 7 og 11 og Drápuhlíð 14-16 og 18. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 27. september 2013 fylgir einnig með. Erindið var grenndarkynnt frá 21. ágúst til og með 18. september 2013, Engar athugasemdir bárust.  Stærðir stækkun: 35,8 ferm. og 84,8 rúmm. brúttó.  Gjald kr. 9.000"
46618 (01.22.010.7),BN046618,Borgartún 8-16A,takmarkað byggingarleyfi - hótel,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um takmarkað byggingarleyfi fyrir undirstöður, botnplötu og kjallaraveggi fyrir hótel við Höfðatorg á lóðinni nr. 8-16 við Borgartún sbr. byggingarleyfisumsókn nr. BN042394.  Áður hafði verið gefið út takmarkað leyfi vegna aðstöðusköpunar og jarðvinnu."
46530 (01.22.010.7),BN046530,Borgartún 8-16A,H1- 1.h. Happ - Breyta í flokk II,Frestað. Vantar umboð eiganda.,Sótt er um leyfi til þess að breyta notkunarflokki úr flokki I í flokk II á veitingastaðnum HaPP í rýmum 03-0103 og 03-0104 á fyrstu hæð atvinnuhússins Katrínartún 2 á lóðinni nr. 8-16A við Borgartún.  Sjá einnig erindi BN041366 sem samþykkt var 11. maí 2010.  Gjald kr. 9.000
46612 (01.41.000.6),BN046612,Efstasund 76,Fjarlægja bílskúr,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að rífa og fjarlægja bílskúr á lóð nr. 76 við Efstasund.  Stærðir niðurrif: xx ferm., xx rúmm.  Gjald kr. 9.000"
46526 (01.67.301.4),BN046526,Einarsnes 60,Bílskúr,Frestað. Vísað til umsagnar skipulagsfulltrúa dags. 26. september 2013.,"Sótt er um leyfi til að byggja bílskúr með vegg að lóðarmörkum úr steinsteypu en að öðru leyti úr timbri, klæddum að utan með lóðréttri bárujárnsklæðningu á lóð nr. 60 við Einarsnes.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 27. september 2013 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 26. september 2013.  Stærð: 32 ferm. 102,4 rúmm.  Gjald kr. 9.000"
46566 (01.19.430.3),BN046566,Eiríksgata 6,Breyting á garðskála,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta nýsamþykktum áður gerðum garðskála, sjá erindi BN046124, við fjölbýlishús á lóð nr. 6 við Eiríksgötu.  Gjald kr. 9.000"
46506 (01.46.610.1),BN046506,Faxafen 10,2.hæð - skipta í tvö skólasvæði,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að skipta upp 2. hæð í tvö skólasvæði fyrir skóla á framhaldsskólastigi í húsinu á lóð nr. 10 við Faxafen.  Gjald kr. 9.000
