nr,url,heimilisfang,tegund,nidurstada,spurning
55299 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055299,Austurbakki 2,"Breyting á aðaluppdráttum. Reitur 2 - L1, H&M verslun",Frestað. Vísað til athugasemda eldvarnareftirlits.,Sótt er um leyfi til að breyta erindi BN054077 sem felst breytingu á staðsetningu ÚT-ljósa í húsi á Reit 2-L1 á lóð nr. 2 við Austurbakka. Gjald kr. 11.000
55264 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055264,Austurbakki 2,"L1 - mhl. 12, innrétta skrifstofur",Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að innrétta skrifstofur á 3. hæð í byggingu L1 sem er mhl. 12 á reit 2 á lóð nr. 2 við Austurbakka. Erindi fylgja tvö bréf með skýringum hönnuðar bæði dags. 25. september 2018. Gjald kr. 11.000
55198 (01.26.200.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055198,Ármúli 5,Reyndarteikningar vegna lokaúttektar á BN052120,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að breyta erindi BN052120 þannig að útsogsrör frá eldhúsi er flutt á austurgafl og minniháttar breytingar innandyra á lóð nr. 5 við Ármúla. Gjald kr. 11.000
55357 (01.13.901.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055357,Ásvallagata 58,Breyting á BN047880,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta erindi BN047880 þannig að svalahurð á svefnherbergi verður einföld í stað tvöfaldrar til að auðvelda aðgengi út á svalir einbýlishúss á lóð nr. 58 við Ásvallagötu. Gjald kr. 11.000
55332 (01.18.021.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055332,Bergstaðastræti 14,Breyting kjallara,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi fyrir veitingastað í flokki II, tegund a, í kjallara húss nr. 14 við Bergstaðastræti. Gjald kr. 11.000"
55324 (01.18.441.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055324,Bergstaðastræti 29,Nýbyggingu,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til byggja mhl. 02 sem er tveggja hæða steynsteypt íbúðarhús með kjallara á lóð nr. 29 við Bergstaðastræti. Stærð mhl.02: 226,7 ferm., 682,4 rúmm. Gjald kr. 11.000"
54410 (04.06.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN054410,Bíldshöfði 9,Reyndarteikningar,Frestað. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi til að breyta erindum BN052079 (heilsugæsla 2.h.), BN052828 (verslun suðurenda) og BN053491(verslun norðurenda) vegna lokaúttekta í húsi á lóð nr. 9 við Bíldshöfða. Bréf arkitekts dags. 21.03.2018 fylgir erindi. Gjald kr. 11.000"
55150 (01.25.120.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055150,Bolholt 6-8,Breyting á gististað í fl. 2,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um breytingu á erindi BN054047 sem felst í breytingum á skábrautum, neyðarlýsingu, starfsmannarými og tæknirými á 3. og 5. hæð í gististað í flokki ll í húsi á lóð nr. 6-8 við Bolholt. Erindi fylgja bréf frá SHS og mynd af skábraut. Gjald kr. 11.000"
55258 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055258,Borgartún 8-16A,"B1 og B2, reyndarteikning v/lokaúttektar",Frestað. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi til að breyta erindum BN029205, BN035128, BN037406 og BN045135 þannig að staðsetningu bílastæða fyrir hreyfihamlaða er breytt, merkingar á lyftum eru fjarlægðar og umferðarleiðir merktar v/lokaúttektar á bílakjallara BK2, á lóð nr. 8-16A við Borgartún. Erindi fylgir samþykki meðeigenda dags. 25. september 2018. Gjald kr. 11.000"
55344 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055344,Borgartún 8-16A,Innrétta hluta 5. og alla 6. hæð H2,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að innrétta skrifstofur á 6. hæð og í hluta 5. hæðar í Katrínartúni 4 á lóð nr. 8-16A við Borgartún. Gjald kr. 11.000
55017 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055017,Borgartún 8-16A,"H2, Katrínartún 4 - innrétta veitingastað á jarðhæð",Frestað. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi til að innrétta veitingastað í flokki II, teg. a á jarðhæð verslunar- og skrifstofuhúss Katrínartúns 4 á lóð nr. 8-16A við Borgartún. Erindi fylgir brunahönnun frá Eflu, uppfærð 18. september 2018. Gjald kr. 11.000"
55309 (01.27.400.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055309,Bólstaðarhlíð 20,Kennsluhús úr timbri - 1.hæð,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til byggja timburbyggingu sem nota á sem kennslustofu og tengigang sem tengist við færanlega kennslustofu á á lóð nr. 20 við Bólstaðarhlíð. Stækkun:  XX ferm., XX rúmm. Gjald kr. 11.000"
55279 (01.81.720.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055279,Breiðagerði 20,Breyting inni,Frestað. Vísað til athugasemda eldvarnareftirlits.,Sótt er um leyfi til að koma fyrir léttum vegg til að skerma kennslustofu í kjallara austurálmu frá gangi og til að koma fyrir hljóðeinangrandi plötum í innglugga og rennihurðir sem skilja milli bókasafns og margmiðlunarstofu í Breiðagerðisskóla á lóð nr. 20 við Breiðagerði. Gjald kr. 11.000
55366 (01.67.201.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055366,>Einarsnes 42-42A,Breyting á þaki hússins,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að fjarlægja núverandi þak og byggja nýtt söðulþak með kvistum á báðum hliðum ásamt því að stækka anddyri í húsi á lóð nr. 42a við Einarsnes. Stækkun:  x ferm., x rúmm. Gjald kr. 11.000"
55275 (01.67.301.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055275,Einarsnes 62,Breyting á erindi BN049610 - Útlit,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta erindi BN049610 þannig að bíslag hefur verið stækkað yfir kjallaratröppur, innra skipulagi hefur verið breytt og þak bílskúrs verður einhalla til samræmis við nágrannabílskúr, við einbýlishús á lóð nr. 62 við Einarsnes. Stækkun:  7,9 ferm., 47 rúmm. Gjald kr. 11.000"
