nr,url,heimilisfang,tegund,nidurstada,spurning
38486 (05.86.570.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN038486,Almannadalur 1-7,7 - breyting úti og inni 36827,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta innhússfyrirkomulagi í einingu 0101á fyrstu hæð  ásamt tilfærslu glugga og hurða því samfara í hesthúsi á lóð nr. 7 í Almannadal. Meðfylgjandi er bréf hönnuðar dags. 10.6.2008 Gjald kr. 7.300
38470 (01.52.160.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN038470,"Álagr.2,4/Grandav.37B",bílskúr 5 bílar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja staðsteypta bílageymslu með timburþaki á lóð nr. 4 A við Álagranda. Samþykki meðeigenda er á teikningu. Stærðir: 143 ferm., 515,8 rúmm. Gjald kr. 7.300 + 37.653"
38203 (01.43.430.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN038203,Álfheimar 74,innra skipulag 2-5 hæð.,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um breytingar á innra fyrirkomulagi 2 - 5 hæðar í húsinu á lóðinni nr. 74 við Álfheima  Meðfylgjandi er bréf frá hönnuðum dags. 22.apríl 2008 sem gerir grein fyrir breytingu á hlutverki hönnuða. Gjald kr. 7.300
38254 (01.29.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN038254,Ármúli 10,eignaskiptayfirlýsing,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að skipta í tvo eignarhluta húseigninni á lóð nr. 10 við Ármúla. Gjald kr. 7.300
38244 (01.18.021.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN038244,Bergstaðastræti 14,áður gerðar breytingar á 4 herbergjum,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir áður gerðum breytingum á innra skipulagi 1. hæðar fjölbýlishússins á lóðinni nr. 14 við Bergstaðastræti. Gjald kr. 7.300
38299 (01.18.600.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN038299,Bergstaðastræti 49,svalir,Frestað. Grenndarkynningu lýkur 27. júní 2008.,"Sótt er um leyfi til að byggja tvennar svalir úr timbri sbr. fyrirspurn nr. BN037885 dags. 11.3.2008 við stofu á 1. hæð og svefnherbergi á þakhæð í einbýlishúsi á lóð nr. 49 við Bergstaðastræti. Stækkun: Útigeymslur í B rýmum 9,2 ferm., 14,5 rúmm. Samtals allt húsið: 178,2 ferm., 523,9 rúmm. Gjald kr. 7.300 grk til 27.06"
38105 (04.06.400.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN038105,Bíldshöfði 10,"br. 2.hæð - lyfta, stigahús",Frestað. Vísað til athugasemda á umsóknarblaði. Sérstök athylgi er vakin á athugasemd skipulagsstjóra um að hluti stigagangs sé utan byggingarreits.,"Sótt er um leyfi til að byggja staðsteypta viðbyggingu til suðurs fyrir lyftu og stiga með tilheyrandi breytingu á innra skipulagi í atvinnuhúsnæðinu á lóð nr. 10 við Bíldshöfða. Stærð stækkunar 48,2 ferm., 190,6 rúmm. Gjald kr. 7.300 + 13.914"
38449 (01.52.140.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN038449,Boðagrandi 9,"byggja við leikskóla, breytingar inni",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að byggja við og breyta innanhúss núverandi leikskóla Grandaborg á lóð nr. 9 við Boðagranda. Meðfylgjandi er gátlisti yfir aðgengi og lóðarteikning. Stærðir: Stækkun 212,2 ferm., 647,6 rúmm. Samtals eftir stækkun 653,3 ferm., 2531,5 rúmm. Gjald 7.300 + 47.275"
38482 (01.23.000.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN038482,Borgartún 26,breyting 1. 3. og 5.hæð,Frestað. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi til að breyta innra skipulagi á 1. 3. og 5. hæð, og til að koma fyrir skiltum fyrir þjónustufyrirtæki á norður- og suðurhlið atvinnuhússins á lóð nr. 26 við Borgartún. Gjald kr. 7.300"
38493 (01.21.810.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN038493,Borgartún 29,innréttaður veitingastaður,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta veitingastað á fyrstu hæð í atvinnuhúsi á lóð nr. 29 við Borgartún. Gjald kr. 7.300
