nr,url,heimilisfang,tegund,nidurstada,spurning
Þetta gerðist:,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011128,Bankastræti 14-14b,reyndarteikningar,Samþykkt.,Sótt er um að fá samþykktar reyndarteiknigar af húsinu á lóðinni nr. 14 við Bankastræti. Gjald kr. 2.250.oo.
"11128 (01.01.171.202) Bankastræti 14-14b,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011058,Bergstaðastræti 31a,br.teikningar,Frestað. Vísað til athugasemda á umsóknareyðublaði.,"Sótt er um að fá samþykktar breyttar teikningar af húsinu á lóðinni nr. 31A við Bergstaðastræti. Stærð: kjallari 8,4 ferm., 18 rúmm. Gjald kr. 2.250.oo + 405.oo."
"11058 (01.01.184.412) Bergstaðastræti 31a,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011035,Bugðulækur 9,stigahandrið og skjólveggir,Samþykkt.,Sótt er um leyfi til að endurnýja stigahandrið og skjólveggi á svölum á húsinu á lóðinni nr. 9 við Bugðulæk. Gjald kr. 2.250.oo.
"11035 (01.01.343.314) Bugðulækur 9,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011022,Dofraborgir 38-40,stækkun á kjallara,Samþykkt. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til að stækka kjallara hússins á lóðinni nr. 38-40 við Dofraborgir. Stækkun: hús nr. 38, 20 ferm., hús nr. 40, 20 ferm., samtals 134 rúmm. Gjald kr. 2.250.oo + 3.015.oo."
"11022 (01.02.344.101) Dofraborgir 38-40,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011067,Egilsgata 3 - domus medica,reyndarteikningar v/eignask.,Frestað. Vísað til athugasemda á umsóknareyðublaði.,Sótt er um að fá samþykktar raunteikningar vegna eignaskipta í húsinu á lóðinni nr. 3 við Egilsgötu. Gjald kr. 2.250.oo.
"11067 (01.01.193.404) Egilsgata 3 - domus medica,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011077,Garðastræti 45,breyta merkingu í geymslum,Samþykkt.,Sótt er um leyfi til að breyta merkingu á geymslum í húsinu á lóðinni nr. 45 við Garðastræti. Gjald kr. 2.250.oo.
"11077 (01.01.161.212) Garðastræti 45,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011037,Garðsendi 9,Raunteikningar v. eignaskipta,Frestað. Gera grein fyrir ósamþykktri séreign.,Sótt er um að fá samþykktar reyndarteikningar af húsinu á lóðinni nr. 9 við Garðsenda. Gjald kr. 2.250.oo.
"11037 (01.01.824.406) Garðsendi 9,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011068,Grasarimi 10 - 12,áður gerðar breytingar,Samþykkt. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi fyrir breytingum á útliti og innréttingu hússins á lóðinni nr. 10-12 við Grasarima. Gjald kr. 2.250.oo.
"11068 (01.02.585.503) Grasarimi 10 - 12,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011033,Hagatorg hótel saga,breytingar á innréttingu,Samþykkt. Frágangur á brunavörnum háður sérstakri úttekt slökkviliðsstjóra. Áskilið samþykki heilbrigðisnefndar.,Sótt er um leyfi til að breyta innréttingu átthagasalar á 1. hæð hússins á lóðinni við Hagatorg. Gjald kr. 2.250.oo.
"11033 (01.01.55-.-97) Hagatorg hótel saga,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011039,Háaleitisbraut bp,breyta innréttingu og fleira,Frestað. Lagfæra teikningar.,Sótt er um leyfi til að breyta innréttingu og útliti norðurhliðar hússins á lóðinni nr. 12 við Háaleitisbraut. Gjald kr. 2.250.oo.
