nr,url,heimilisfang,tegund,nidurstada,spurning
Þetta gerðist:,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010959,Bankastræti 14-14b,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknareyðublaði.,Sótt er um að fá samþykktar reyndarteiknigar af húsinu á lóðinni nr. 14 við Bankastræti. Gjald kr. 2.250.oo.
"10959 (01.01.171.202) Bankastræti 14-14b,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010967,Fjarðarsel 2-18,klæða hús nr.  4,Samþykkt.,Sótt er um leyfi til að klæða með steindum plötum hús nr. 4 á lóðinni nr. 2 - 18 við Fjarðarsel. Gjald kr. 2.250.oo. Samþykki eigenda og nágranna dags. 29.09.95 fylgir erindinu. Ástandsskýrsla dags. 11.01.1996 fylgir erindinu.
"10967 (01.04.972.201) Fjarðarsel 2-18,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010951,Garðastræti 45,Raunteikningar.,Samþykkt.,Sótt er um leyfi til að breyta innréttingu ( færa hringstiga ) úr stáli og timbri í húsinu á lóðinni nr. 45 við Garðastræti. Gjald kr. 2.250.oo.
"10951 (01.01.161.212) Garðastræti 45,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010932,Hæðargarður 54,fá sam.íbúð 3 herb.,Frestað. Vísað til athugasemda á umsóknareyðublaði.,"Sótt er um að fá íbúð á jarðhæð samþykkta sem þriggja herbergja íbúð í húsinu á lóðinni nr. 54 við Hæðargarð. Gjald kr. 2.250.oo. Samþykki meðeigenda í Hæðargarði 54, dags. 08.01.96 og 09.01.96 fylgir erindinu."
"10932 (01.01.819.107) Hæðargarður 54,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010946,Laugavegur 118,br.á innréttingu,Frestað. Vantar upplýsingar á teikningar.,Sótt er um leyfi til að breyta húsnæði á 1. hæð úr verslu í sólbaðstofu í húsinu á lóðinni nr. 118 við Laugaveg. Gjald kr. 2.250.oo.
"10946 (01.01.240.103) Laugavegur 118,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010938,Lyngháls 10,Br. bílgeymslu og milliloft,Frestað. Gera grein fyrir bílastæðum og efni í millilofti.,"Sótt er um leyfi til að breyta notkun bílageymslu og byggja milliloft úr timbri í húsinu á lóðinni nr. 10 við Lyngháls. Stærð: milliloft í bílageymslu 63,7 ferm. Gjald kr. 2.250.oo."
"10938 (01.04.327.001) Lyngháls 10,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010955,Mörkin 3,gluggar á gafl + innrétting,Frestað. Vísað til athugasemda eldvarnareftirlitsins.,Sótt er um leyfi fyrir breytingum á annari og þriðju hæð ásamt gluggum á þriðju hæð hússins á lóðinni nr. 3 við Mörkina. Gjald kr. 2.250.oo.
"10955 (01.01.471.002) Mörkin 3,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010950,Oðinsgata 21,raunt.v/eignaskiptasamnings,Frestað. Vatnar grunnmynd af efri hæð matshluta 5. Skráningartöflu vantar.,Sótt er um að fá samþykktar teikningar vegna eignaskiptasamnings í húsinu á lóðinni nr. 21 við Óðinsgötu. Gjald kr. 2.250.oo.
"10950 (01.01.184.515) Oðinsgata 21,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010965,>Pósthússtræti 9,Br.sýningarsal í veitingahús,Frestað. Ófullnægjandi teikningar.,Sótt er um leyfi til að breyta sýningarsal í veitingahús (kaffihús) í húsinu á lóðinni nr. 9 við Pósthússtræti. Gjald kr. 2.250.oo.
"10965 (01.01.140.515) >Pósthússtræti 9,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010958,Rauðagerði 30,br.nýtingu neðri hæðar,Frestað. Gera skal grein fyrir þvottahúsi.,Sótt er um leyfi til að breyta innréttingu og innrétta vinnustofu á 1. hæð í húsinu nr. 30A á lóðinni nr. 30 við Rauðagerði. Gjald kr. 2.250.oo.
"10958 (01.01.823.003) Rauðagerði 30,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011125,Skeggjagata 17,áður gerðar breytingar í kj.,Samþykkt.,Sótt er um leyfi fyrir áður gerðum breytingum í kjallara hússins á lóðinni nr. 17 við Skeggjagötu. Gjald kr. 2.250.oo.
"11125 (01.01.243.143) Skeggjagata 17,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010954,Stararimi 19,einbýlishús,Samþykkt. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til að breyta glugga og innréttingu í húsinu á lóðinni nr. 19 við Stararima. Gjald kr. 2.250.oo.
"10954 (01.02.523.102) Stararimi 19,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010974,Starengi 120,Einbýlishús,Frestað. Gera grein fyrir breytingum. Skila vottun á einingum.,"Sótt er um leyfi til að byggja áður samþykkt einbýlishús úr víkursteypueiningum á lóðinni nr. 120 við Starengi, fyrri samþykkt gerði ráð fyrir argisol plastmótakerfi. Gjald kr. 2.250.oo."
"10974 (01.02.384.802) Starengi 120,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010953,Suðurlandsbraut 16,br.innréttingu + olíutankur,Frestað. Vísað til umsagnar heilbrigðiseftirlitsins.,Sótt er um leyfi til að breyta innréttingu og setja olíutank við húsið á lóðinni nr. 16 við Suðurlandsbraut. Gjald kr. 2.250.oo.
"10953 (01.01.263.102) Suðurlandsbraut 16,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011126,Síðumúli 15,breyttar innréttingar,Samþykkt. Áskilið samþykki heilbrigðisnefndar.,Sótt er um leyfi fyrir breyttum innréttingum í húsinu á lóðinni nr. 15 við Síðumúla. Gjald kr. 2.250.oo.
"11126 (01.01.292.108) Síðumúli 15,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010943,Súðarvogur 6,breyta innra skipulagi og fl.,Frestað.,"Sótt er um leyfi til að breyta innra skipulagi, útliti til norðurs og koma fyrir skilti á þaki hússins á lóðinni nr. 6 við Súðavog. Gjald kr. 2.250.oo."
"10943 (01.01.452.101) Súðarvogur 6,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010937,TunguhÁls 17,Milliloft í vörugeymslu,Frestað. Gera grein fyrir bílastæðum. Gera grein fyrir efni í millilofti.,"Sótt er um leyfi til að byggja milliloft í vörugeymslu í húsinu á lóðinni nr. 17 við Tunguháls. Stærð: 1. hæð 376,2 ferm. Gjald kr. 2.250.oo."
"10937 (01.04.327.003) TunguhÁls 17,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN010942,Vatnagarðar,Breyta innrétt. toll. og starf,Frestað. Fá teikningu í 1:100.,Sótt er um leyfi til að breyta innréttingu tollvörugeymslu og starfsmannaaðstöðu með tilliti til eldvarna í húsi Samskipa hf við Vatnagarð.
"10942 (01.01.408.---) Vatnagarðar,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011127,Viðarhöfði 2,Reyndarteikningar,Samþykkt.,Sótt er um leyfi til að breyta heildar fyrirkomulagi í húsinu á lóðinni nr. 2 við Viðarhöfða. Gjald kr. 2.250.oo.
"11127 (01.04.077.501) Viðarhöfði 2,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011002,Meistari/húsasmíðameistari,Meistari/húsasmíðameistari,Samþykkt.,Ofanritaður sækir um leyfi byggingarnefndar til að mega standa fyrir byggingum í lögsagnarumdæmi Reykjavíkur sem húsasmíðameistari.
"11002 Meistari/húsasmíðameistari,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011001,Meistari/múrarameistari,Meistari/múrarameistari,Samþykkt.,Ofanritaður sækir um leyfi byggingarnefndar til að mega standa fyrir byggingum í lögsagnarumdæmi Reykjavíkur sem Múrarameistari.
