nr,url,heimilisfang,tegund,nidurstada,spurning
Þetta gerðist:,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013383,Barmahlíð 35,Geymsla undir bílskúr.,Frestað. Vísað til athugasemda eldvarnaeftirlits.,"Sótt er um leyfi fyrir áður gerðum kjallara undir bílskúr á lóðinni nr. 35 við Barmahlíð. Stærð kjallari. 46,9 ferm., 117 rúmm. Gjald kr. 2.250.oo + 2.633.oo."
"13383 (01.01.710.015) Barmahlíð 35,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013374,Bergstaðastræti 10a,Breyting v/eignasskipta,Samþykkt.,Sótt er um leyfi fyrir fyrirkomulagsbreytingum (vegna eignaskipta) á lóðinni nr. 10A við Bergstaðastræti. Gjald kr. 2.250.oo.
"13374 (01.01.180.208) Bergstaðastræti 10a,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013423,Blómvallagata 12,lyftu uppsetning,Samþykkt. Áskilið samþykki Vinnueftirlits ríkisins.,Sótt er um leyfi til að setja lyftu í húsið á lóðinni nr. 12 við Blómavallagötu. Stærð 10 rúmm. Gjald kr. 2.250.oo + 225.oo.
"13423 (01.01.162.212) Blómvallagata 12,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013334,Blönduhlíð 25,Reyndarteikn. v/eignaskipta.,Frestað. Gera grein fyrir umsókninni.,Sótt er um leyfi fyrir núverandi fyrirkomulagi vegna eignaskipta í húsinu á lóðinni nr. 25 við Blönduhlíð. Gjald kr 2.250.oo.
"13334 (01.01.713.017) Blönduhlíð 25,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013336,Borgartún 1,Reyndarteikningar.,Samþykkt.,Sótt er um leyfi fyrir núverandi innra skipulagi 2. hæðar á lóðinni nr. 1 við Borgartún. Gjald kr. 2.250.oo.
"13336 (01.01.216.201) Borgartún 1,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013422,Dalsel 6-22,Breyt. á innrétt. stækk. íbúð.,Frestað. Færa til þakglugga v/björgunarops.,"Sótt er um leyfi til að stækka íbúð, opna upp í ris og setja þakglugga og stiga í hús nr. 12 á lóðinni nr. 6-22 við Dalsel. Gjald kr. 2.250.oo."
"13422 (01.04.948.701) Dalsel 6-22,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013375,Eyjarslóð 3,reyndarteikning,Samþykkt.,Sótt er um leyfi fyrir breyttu innra skipulagi (vegna eignaskipta) hússins á lóðinni nr. 3 við Eyjaslóð. Gjald kr. 2.250.oo.
"13375 (01.01.111.404) Eyjarslóð 3,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013398,Faxafen 8-14 - skeifan 11-19,Inngangur og stálstigi.,Frestað.,Sótt er um leyfi til að breyta starfsmannainngangi og koma fyrir stálstiga við norðurhlið hússins á lóðinni nr. 15 við Skeifuna. Gjald kr. 2.250.oo.
"13398 (01.01.462.001) Faxafen 8-14 - skeifan 11-19,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013324,Faxafen 9,Núverandi fyrirkomulag,Frestað. Gera grein fyrir bílastæðum. Vantar skráningartöflu. Vísað til athugasemda eldvarnaeftirlits. Þormóður Sveinsson vék af fundi kl. 13.55. Trausti Leósson kom á fundinn kl. 14.05.,Sótt er um leyfi fyrir núverandi innra fyrirkomulagi hússins á lóðinni nr. 9 við Faxafen. Gjald kr. 2.250.oo.
"13324 (01.01.463.303) Faxafen 9,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013389,Fjörgyn,Útitröppur og stoðveggur.,"Frestað. Skila skal fullnægjandi gögnum, þe. teikningum í þríriti.",Sótt er um leyfi til að byggja útitröppur og stoðvegg á lóð Grafarvogskirkju við Fjörgyn. Gjald kr. 2.250.oo.
"13389 (01.02.876.001) Fjörgyn,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013325,Frakkastígur 6a,Girðing,Samþykkt. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til að girða milli Frakkastígs 6A og 6B. Samþykki nágranna dags. í október 1996 fylgir. Gjald kr.  2.250.oo.
"13325 (01.01.152.513) Frakkastígur 6a,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013354,Freyjugata 27,reyndarteikning,Frestað. Vantar samþykki meðeigenda. Lagfæra teikningar.,Sótt er um leyfi fyrir núverandi fyrirkomulagi (vegna eignaskipta) í húsinu á lóðinni nr. 27 við Freyjugötu. Gjald kr. 2.250.oo.
"13354 (01.01.186.312) Freyjugata 27,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013425,Grensásvegur 8 - 10,Uppmæling á framhúsi,Samþykkt.,"Sótt er um leyfi fyrir breyttu innra skipulagi (raunteikning-uppmæling) bakhúss á lóðinni nr. 8 við Grensásveg. Stærð: Kjallari 41,5 ferm., 78,5 rúmm., 1. hæð 39,3 ferm., 95,3 rúmm. Gjald kr.  2.250.oo + 3.915.oo."
"13425 (01.01.295.305) Grensásvegur 8 - 10,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013367,Grettisgata 57a,Reyndarteikn. v/eignaskipta.,Frestað. Gera grein fyrir umsókn.,Sótt er um leyfi fyrir núverandi innra fyrirkomulagi hússins (vegna eignaskipta) á lóðinni nr. 57A við Grettisgötu. Gjald kr. 2.250.oo.
"13367 (01.01.174.218) Grettisgata 57a,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013315,Hverafold 1-5,Innrétta eldhús.,Frestað. Gera grein fyrir eignarhaldi og hurð milli rýma.,Sótt er um leyfi til að breyta innréttingu sjoppu á lóðinni nr. 1-3 við Hverafold. Gjald kr. 2.250.oo.
"13315 (01.02.874.201) Hverafold 1-5,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013379,Hátún 6a og 6b,Innra skipulag kjall. og 1. h.,Frestað. Gera grein fyrir eignarhaldi. Vantar skráningartöflu.,Sótt er um leyfi fyrir breytingum í kjallara og á 1. hæð m.t.t. eldvarna í húsinu á lóðinni nr. 6A við Hátún. Gjald kr. 2.250.oo.
"13379 (01.01.235.302) Hátún 6a og 6b,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013380,""">Hátún 6a og 6b",Innrétt.br. og opna milli rýma,Frestað. Gera grein fyrir eignarhaldi. Vantar skráningartöflu.,Sótt er um leyfi til að breyta innra skipulagi á fyrstu hæð (opna milli 01-02 og 01-03) á lóðinni nr. 6B við Hátún. Gjald kr. 2.250.oo.
