nr,url,heimilisfang,tegund,nidurstada,spurning
Þetta gerðist:,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013512,Amtmannsstígur 2,núv.skipul.innanh.v/eldv.,Samþykkt. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðisnefndar.,Sótt er um leyfi fyrir breytingum m.t.t. eldvarna og núverandi fyrirkomulagi í húsinu á lóðinni nr. 2B við Amtmannsstíg. Gjald kr. 2.250.oo.
"13512 (01.01.180.002) Amtmannsstígur 2,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013503,Barmahlíð 31,Br. kvisti og bæta við þakgl.,Samþykkt.,Sótt er um leyfi til að breyta kvistum og endurnýja þakklæðningu á húsinu á lóðinni nr. 31 við Barmahlíð. Gjald kr. 2.250.oo.
"13503 (01.01.702.021) Barmahlíð 31,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013517,Blönduhlíð 2,Klæðning og breyt. á gluggum.,Frestað. Lagfæra gögn og fá samþykki lóðarhafa aðliggjandi lóðar vegna klæðningar. Þinglýsa skal samþykki.,"Sótt er um leyfi til þess að klæða bílskúr með steindum plötum stóla upp þak og breyta útliti hússins á lóðinni nr. 2 við Blönduhlíð. Stækkun: 5 rúmm., gjald kr. 2.250.oo + 113.oo."
"13517 (01.01.704.401) Blönduhlíð 2,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013535,Blönduhlíð 25,Reyndarteikn. v/eignaskipta.,Frestað. Lagfæra gögn.,Sótt er um leyfi fyrir núverandi fyrirkomulagi vegna eignaskipta í húsinu á lóðinni nr. 25 við Blönduhlíð. Gjald kr 2.250.oo.
"13535 (01.01.713.017) Blönduhlíð 25,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013493,Borgartún 35,eldvarnarteikning,Samþykkt. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi fyrir breyttum innréttingum í húsinu á lóðinni nr. 35 við Borgartún. Gjald kr. 2.250.oo.
"13493 (01.01.349.-99) Borgartún 35,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013499,Brautarholt 4,Tenging ofl.,Samþykkt. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi fyrir núverandi innréttingu og að opna á 4. hæð milli húsa nr. 4 og 6 á lóðinni nr. 4-6 við Brautarholt. Gjald kr. 2.250.oo.
"13499 (01.01.241.203) Brautarholt 4,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013509,Breiðavík 18,Leiðrétting v/eignaskipta,Frestað. Vantar nýtingarhlutfall.,"Sótt er um leyfi til þess að breyta áður samþykktum teikningum (eignanúmer, töflu og lóðamörk) af húsinu á lóðinni nr. 18 við Breiðuvík. Gjald kr. 2.250.oo."
"13509 (01.02.355.302) Breiðavík 18,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013521,Breiðavík 35-39,Breyting,Frestað. Gera grein fyrir skraferingu veggja og hljóðvist milli baðherbergja.,Sótt er um leyfi til að breyta áður samþykktum teikningum (sjá bréf hönnuðar) af húsinu á lóðinni nr. 35-39 við Breiðuvík. Gjald kr. 2.250.oo.
"13521 (01.02.354.203) Breiðavík 35-39,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013445,Breiðhöfði 11,Tankur CO2 úr stáli.,Samþykkt. Með vísan til bréfs heilbrigðiseftirlitsins.,Sótt er um leyfi til þess að setja tank ( co2 ) á lóðina nr. 11 við Breiðhöfða. Gjald kr. 2.250.oo.
"13445 (01.04.028.401) Breiðhöfði 11,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013497,D-tröð 8,Stækkun á hesthúsi.,Samþykkt. Þormóður Sveinsson vék af fundi við afgreiðslu málsins.,"Sótt er um endurnýjun á byggingarleyfi frá 28.04.1994 þar sem samþykkt var stækkun á hesthúsi við D-Tröð 8, Selás. Stækkun: 47,5 ferm., 138 ferm. Gjald kr. 2.250.oo + 3.105.oo."
"13497 (01.04.765.708) D-tröð 8,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013513,Dalhús 41 grunnskóli,"br,á sorpgeymslu",Samþykkt.,Sótt er um leyfi fyrir breytingum á áður samþykktum sorpgeymslum í húsinu á lóðinni nr. 41 við Dalhús. Gjald kr. 2.250.oo.
"13513 (01.02.844.001) Dalhús 41 grunnskóli,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013531,Dalsel 6-22,Breyt. á innrétt. stækk. íbúð.,Samþykkt. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að stækka íbúð, opna upp í ris og setja þakglugga og stiga í hús nr. 12 á lóðinni nr. 6-22 við Dalsel. Gjald kr. 2.250.oo."
"13531 (01.04.948.701) Dalsel 6-22,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013546,Efstaleiti 9,Breytingar á áður samþ. húsi.,Frestað. Lagfæra teikningar.,"Sótt er um að fá samþykktar breyttar aðalteikningar af húsinu á lóðinni nr. 9 við Efstaleiti. Stækkun: 1. hæð 51,1 ferm., 132 rúmm. Gjald kr. 2.250.oo + 2.970.oo. Meðfylgjandi eru bréf Sigurðar Halldórssonar dags. 11.11.1996 og 15.10.1996."
"13546 (01.01.745.102) Efstaleiti 9,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013501,Framnesvegur 5,Br. í einstaklingsíbúð,Synjað. Uppfyllir ekki ákvæði byggingarreglugerðar.,Sótt er um að fá samþykkta íbúð á 1. hæð hússins á lóðinni nr. 5 við Framnesveg. Gjald kr. 2.250.oo.
"13501 (01.01.134.002) Framnesvegur 5,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013540,Freyjugata 27,reyndarteikning,Frestað. Vantar samþykki meðeigenda.,Sótt er um leyfi fyrir núverandi fyrirkomulagi (vegna eignaskipta) í húsinu á lóðinni nr. 27 við Freyjugötu. Gjald kr. 2.250.oo.
"13540 (01.01.186.312) Freyjugata 27,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013505,Hlaðhamrar 26-32 bíla,Bílskúrar.,Samþykkt. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til að byggja bílgeymslur úr steinsteypu (endurnýjun á byggingarleyfi frá 25.10.1990) á lóðinni nr. 26-32 við Hlaðhamra. Stærð: 107 ferm., 343 rúmm. Gjald kr. 2.250.oo + 7.718.oo."
