nr,url,heimilisfang,tegund,nidurstada,spurning
Þetta gerðist:,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011747,Barmahlíð 15,íbúð í kjallara,Samþykkt. Umsækjanda er bent á að hurð fram í stigagang uppfyllir ekki ákvæði reglugerðar um brunavarnir.,Sótt er um leyfi fyrir áður gerðri íbúð í kjallara hússins á lóðinni nr. 15 við Barmahlíð. Gjald kr. 2.250.oo. Skoðunarskýrslur byggingarfulltrúa dags. 06.12.95 og heilbrigðiseftirlits dags. 06.12.95 fylgja erindinu.
"11747 (01.01.702.013) Barmahlíð 15,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011510,Barmahlíð 34,Innrétta íbúð í rishæð,Samþykkt.,Sótt er um leyfi fyrir áður gerðri íbúð í risi hússins á lóðinni nr. 34 við Barmahlíð. Gjald kr. 2.250.oo.  Skoðunarskýrsla byggingarfulltrúa dags. 18.04.96 fylgir erindinu.
"11510 (01.01.710.101) Barmahlíð 34,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011696,Barónsstígur 11,breyta einbýli í tvíbýli,Frestað. Gera grein fyrir bílastæðum. Lagfæra grunnmynd.,Sótt er um leyfi til að breyta einbýlishúsi í tvíbýlishús á lóðinni nr. 11 við Barónsstíg. Gjald kr. 2.250.oo.
"11696 (01.01.174.128) Barónsstígur 11,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011784,Blönduhlíð 20,Áður gerð íbúð,Samþykkt.,Sótt er um að fá samþykkta íbúð í húsinu á lóðinni nr. 20 við Blönduhlíð. Gjald kr. 2.250.oo. Meðfylgjandi eru skoðunarskýrslur byggingarfulltrúa dags.14.03.93 og heilbrigðiseftirlits dags. 07.03.96. Samþykki meðeigenda dags. 06.03.96 fylgir erindinu.
"11784 (01.01.713.105) Blönduhlíð 20,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011725,Bogahlíð 2 - 6,Breytingar,Samþykkt.,Sótt er um leyfi fyrir breytingum á teikningum af húsinu á lóðinni nr. 2-6 við Bogahlíð. Gjald kr. 2.250.oo.
"11725 (01.01.714.003) Bogahlíð 2 - 6,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011744,Faxagata 2,merkingarrammi og merkjahús,Samþykkt.,Sótt er um leyfi til að setja skilti á hús og merkingarramma á lóð á lóðinni nr. 2 við Faxagötu. Gjald kr. 2.250.oo.
"11744 (01.01.119.201) Faxagata 2,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011773,Freyjugata 24,"reka gistiheimili,st,kj-glugga",Samþykkt. Áskilið samþykki heilbrigðisnefndar.,Sótt er um leyfi til að breyta notkun húsnæðis úr íbúðarhúsi í gistiheimili á lóðinni nr. 24 við Freyjugötu. Gjald kr. 2.250.oo.
"11773 (01.01.186.601) Freyjugata 24,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011739,Garðastræti 14,Einstaklingsíbúð,Synjað. Stenst ekki kröfur samkvæmt byggingarreglugerð.,Sótt er um leyfi til að breyta verkstæði í íbúð í húsinu á lóðinni nr. 14 við Garðastræti. Gjald kr. 2.250.oo.
"11739 (01.01.136.308) Garðastræti 14,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011761,Grensásvegur 52-60,sþ kj.íb.,Synjað. Stenst ekki kröfur samkvæmt byggingarreglugerð.,Sótt er um leyfi til að fá samþykkta kjallaraíbúð í húsinu á lóðinni nr. 60 við Grensásveg. Gjald kr. 2.250.oo.
"11761 (01.01.805.301) Grensásvegur 52-60,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011733,Grettisgata 98,Áður gerð íbúð,Frestað.,Sótt er um leyfi fyrir áður gerðri íbúð í risi hússins á lóðinni nr. 98 við Grettisgötu. Gjald kr. 2.250.oo. Samþykki meðeiganda dags. 17.04.96 og 18.04.96 fylgir erindinu. Skoðunarskýrslur byggingarfulltrúa dags. 10.04.96 og heilbrigðiseftirlits dags. 15.04.96 fylgja erindinu.
"11733 (01.01.240.307) Grettisgata 98,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011675,Kirkjustræti 6 og 10,innr br,Frestað. Sýna innréttingu í risi húss nr. 10 við Kirkjustræti. Gera grein fyrir rúmmálsaukningu. Gera grein fyrir útloftun lyftustokks.,"Sótt er um leyfi til að breyta áður samþykktum teikningum af húsinu á lóðinni nr. 6, 10 og 10A við Kirkjustræti. Gjald kr. 2.250.oo. Meðfylgjandi er bréf dags. 09.04.96."
"11675 (01.01.141.102) Kirkjustræti 6 og 10,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011695,Kleppsvegur 18-24,reyndar teikn. af kj /eignask,Frestað. Vantar skráningartöflu.,Sótt er um leyfi fyrir núverandi fyrirkomulagi í kjallara hússins á lóðinni nr. 18 - 24 við við Kleppsveg. Gjald kr. 2.250.oo.
"11695 (01.01.341.102) Kleppsvegur 18-24,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011775,Langholtsvegur 95,áður gerð íbúð í kjallara,Samþykkt.,"Sótt er um leyfi fyrir áður gerðri íbúð í kjallara hússins á lóðinni nr. 95 við Langholtsveg. Gjald kr. 2.250.oo. Samþykki meðeigenda dags. 18.03.96, skoðunarskýrsla Heilbrigðiseftirlits dags. 14.03.96 og skoðunarskýrsla byggingarfulltrúa dags. 25.01.96 fylgja erindinu."
"11775 (01.01.412.011) Langholtsvegur 95,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN011734,Laugavegur 170-174,Breytingar,Frestað. Gera grein fyrir loftræsingu úr lokuðum rýmum.,Sótt er um leyfi til að breyta áður samþykktum teikningum af húsinu á lóðinni nr. 170 - 174 við Laugaveg. Gjald kr. 2.250.oo.
