nr,url,heimilisfang,tegund,nidurstada,spurning
39656 (04.67.07-.-),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN039656,Austurberg 28-38,nr. 34 breyting inni,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,"Sótt er um leyfi til að taka gang í sameign á jarðhæð, þvottahús og geymslur og bæta við íbúðir 0102 og 0103 á jarðhæð í fjölbýlishúsi nr. 34 á lóð nr. 28-38 við Austurberg. Sbr. fsp. BN038307 dags. 20. nóv. 2008 - Neikvætt. Meðfylgjandi er samþykki eigenda á teikningu. Gjald kr. 7.700"
40011 (01.14.021.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040011,Austurstræti 5,nr. 5-7 loka hurðum milli húsa,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að loka götum í veggi milli húsa á lóðum nr. 5 og 7 við Austurstræti. Gjald kr. 7.700
39964 (01.18.411.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN039964,Bergstaðastræti 17,breyting inni,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að gera innri breytingar á 2. hæð sem fela í sér flutning á eldhúsi, að gera forstofu og endurskipuleggja baðherbergi í fjölbýlishúsi á lóð nr. 17 við Bergstaðastræti. Umsögn burðarvirkishönnuðar dags. 8. júní 2009. Gjald kr. 7.700"
39938 (01.18.221.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN039938,Bjarnarstígur 12,"br. innra fyrirkomulagi, svalir",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir núverandi fyrirkomulagi innanhúss þar sem gerð er grein fyrir þremur íbúðum og til að koma fyrir svölum á suðurhlið rishæðar þríbýlishússins á lóð nr. 12 við Bjarnarstíg. Gjald kr. 7.700
39822 (04.94.110.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN039822,Bláskógar 3,breyting inni,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að innrétta óuppfyllta sökkla og gera nýja glugga á kjallara einbýlishússins á lóð nr. 3 við Bláskóga. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 29. maí 2009 fylgir erindinu. Stækkun:  76,4 ferm., 197,3 rúmm. Gjald kr. 7.700 + 15.192"
39851 (00.01.800.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN039851,Brautarholt 1 125660,"viðbygging, bílskúr",Frestað. Málinu vísað til skipulagsstjóra til ákvörðunar um grenndarkynningu.  Vísað er til uppdrátta 100-105 dags. 5. maí 2009.,"Sótt er um leyfi til að stækka núverandi einbýlishús og byggja bílskúr á jörðinni Brautarholt 1 með landnúmer 125660 á Kjalarnesi. Bréf frá hönnuði fylgir erindinu dags. 5. maí 2009 og 18. maí 2009 Bréf frá burðarvirkishönnuði dags. 25. maí 2009 Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 15. maí 2009 fylgir erindinu. Stækkun:  Einbýlishús 90,6 ferm.  454,6 rúmm.  Bílskúr 65,2 ferm. og 203,8 rúmm.  Samtals stækkun: 155,8 ferm og 658,4 rúmm. Gjald kr. 7.700 + 7.700 + 50.697"
39855 (01.08.940.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN039855,Fiskislóð  5-9,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir reyndarteikningum með ýmsum breytingum og stækkun á iðnaðarhúsi á lóð nr. 5-9 við Fiskislóð. Stækkun:  Milliloft 56,6 ferm.  Olíutankur 01, ferm 10 rúmm. Gjald kr. 7.700 + 770"
40034 (01.08.930.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040034,Fiskislóð 15-21,breyting á byggingarlýsingu útveggir ekki úr einingum,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta byggingarlýsingu veggja og burðarvirkis til samræmis við þegar byggt atvinnuhús á lóð nr. 15 - 21 við Fiskislóð. Gjald kr. 7.700
40014 (02.46.740.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040014,Fossaleynir 16,sameining tveggja rýma og milliloft,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að sameina tvö rými, 0107 og 0111 (0121) í 0107, byggja milliloft og fá aðskilið byggingarleyfi fyrir 0107, sbr. BN030014. Stækkun 55,5 ferm. Gjald kr. 7.700"
40044 (01.17.210.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040044,Frakkastígur 8,skilti og merkingar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir núverandi skilti á húsi á lóð nr. 8 við Frakkastíg. Gjald kr. 7.700
