nr,url,heimilisfang,tegund,nidurstada,spurning
40569 (01.13.650.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040569,Aðalstræti 6,breyta skrifstofu í verslun,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,Sótt er um leyfi til breytinga á erindi BN039321 samþ. 27. janúar 2009 með því að útbúa nýjan inngang á suðurhluta 1. hæðar og innrétta veitingastofu í flokki I (sem tengist matvörubúð í húsi nr. 8) á suðurhluta 1. hæðar nr. 6 við Aðalstræti. Erindi fylgir bréf hönnuðar dags. 13. október 2009. Gjald kr. 7.700
40571 (01.13.650.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040571,Aðalstræti 8,breyta skrifstofu í verslun,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til breytinga á erindi BN039423 samþ. 27. janúar 2009 með því að breyta inngangi, koma fyrir markísum yfir gluggum 1. hæðar og innrétta matvöruverslun (sem tengist veitingastofu á 1. hæð húss nr. 6) á 1. hæð og í kjallara húss nr. 8 við Aðalstræti. Erindi fylgir bréf hönnuðar dags. 13. október 2009. Gjald kr. 7.700"
40328 (01.14.050.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040328,Austurstræti 16,breyta innra skipulagi,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að skipta í tvo hluta, annarsvegar skemmtistað með 250 gesti og í flokki III og hinsvegar bar með 100 gesti og í flokki III, með því að koma fyrir millivegg  og bæta við tveimur snyrtingum í núverandi skemmtistað á jarðhæð verslunarhússins á lóð nr. 16 við Austurstræti.  Bréf frá eiganda dags. 14. sept. 2009, bréf frá Húsafriðunarnefnd dags. 28. sept. 2009, umsögn Minjasafns Reykjavíkur dags. 5. október 2009 og hljóðvistarskýrsla dags. 14. sept. 2009 fylgir erindinu. Gjald kr. 7.700 + 7.700"
40201 (01.18.632.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040201,Baldursgata 32,nýtt fjölbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja átta íbúða fjölbýlishús úr steinsteypu á þrem hæðum auk kjallara og rishæðar á lóð nr. 32 við Baldursgötu. Jákvæð fyrispurn fylgir erindinu BN040013. Einnig bréf byggingarfulltrúa dags. 29. júní 2009. Stærðir: Kjallari 123,3 ferm., 1. hæð 140,3 ferm., 2. hæð 1420,3 ferm., 3. hæð 100,3 ferm., rishæð 57,5 ferm. Samtals 570,7 ferm., 1.650,5 rúmm. Gjald kr. 7.700 + 7.700 + 127.088"
40570 (01.21.910.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040570,Borgartún  35-37,nr. 37 breytt lega á varaaflstöð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta legu á varaaflstöð og inn og útblástri, sbr. BN040105 dags. 21. júlí. 2009, á atvinnuhúsnæði  á lóð nr. 37 við Borgartún. Gjald kr. 7.700"
39750 (01.13.501.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN039750,Bræðraborgarstígur 3,gistiheimili,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta í gistiheimili kjallara og 1. hæð fjölbýlishússins á lóð nr. 3 við Bræðraborgarstíg. Grenndarkynning stóð frá 15. maí til og með 16. júní 2009. Eftirtaldir aðilar sendu inn athugasemdir: Ingibjörg Helgadóttir og Árni Björnsson dags. 25. maí 2009. Einnig lögð fram umsögn skipulagsstjóra dags. 13. júlí 2009. Gjald kr. 7.700
40502 (02.57.600.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040502,Bæjarflöt 1-3,"br. innra skipulagi, milliloft",Frestað. Vísað er til bókunar skipulagsstjóra frá 16. október sl. en þar kemr fram að ekki eru gerðar athugasemdi að umsækjandi láti vinna tillögu að breytingu á deiliskipulagi sem grenndarkynnt verður berist hún.,Sótt er um leyfi til að byggja milliloft í atvinnuhúsinu á lóð nr. 1-3 við Bæjarflöt. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 16. september 2009 fylgir erindinu ásamt umsögn skipulagsstjóra dags. 16. október 2009. Stækkun:  92 ferm. Gjald kr. 7.700
40565 (01.41.001.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040565,Efstasund 84,stækkun kvists,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að rífa eldri kvist og byggja nýjan og stærri á vesturhlið einbýlishússins á lóð nr. 84 við Efstasund. Jafnframt er gerð grein fyrir áður gerðri íbúð í kjallara og bílskúr á sömu lóð. Erindi fylgir samþykki meðeiganda áritað á uppdrátt. Stækkun:  xx ferm., xx rúmm. Gjald kr. 7.700 + xx"
40566 (04.77.210.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040566,Elliðabraut 2,sjálfsafgreiðslustöð,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að byggja eldsneytis-sjálfafgreiðslustöð með dæluskyggni, 8 dælum og sjálfvirkri þvottastöð á lóð nr. 2 við Elliðabraut. Stærð: 143,7 ferm. 689,7 rúmm. Gjald kr. 7.700 + 53.107"
40554 (01.29.430.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN040554,Fellsmúli  5-11,nr. 9-11 endurnýja klæðningu og glugga,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að endurnýja klæðningu á austurgafli ásamt endurnýjun á gluggum á endaíbúðum á suður-, austur- og vesturhlið í fjölbýlishúsi á lóð nr. 9-11 við Fellsmúla. Gjald kr. 7.700"
